Unnamed: 0,depths,Eu_480.0,Ed_480.0,Eo_480.0,Eod_480.0,Eou_480.0,a_480.0,b_480.0,bb_480.0,Kd_480.0,Eu_540.0,Ed_540.0,Eo_540.0,Eod_540.0,Eou_540.0,a_540.0,b_540.0,bb_540.0,Kd_540.0,Eu_600.0,Ed_600.0,Eo_600.0,Eod_600.0,Eou_600.0,a_600.0,b_600.0,bb_600.0,Kd_600.0,g
126,1.25,0.0022568564097313892,0.010053801538293732,0.02406035004160477,0.01803301935200816,0.00602733068959661,0.06,30.0,0.1272,0.48569,0.0017518268659381356,0.007671882910236825,0.018420107131957793,0.013775199974343578,0.0046449071576142135,0.09,30.0,0.1272,0.54706,0.0012492562931812376,0.005461771571240461,0.01290947663968228,0.009682689549648765,0.0032267870900335163,0.13,30.0,0.1272,0.629,0.98
127,1.26,0.0022473565916948006,0.01002434403274719,0.023947634629235395,0.017961031884623366,0.0059866027446120245,0.06,30.0,0.1272,0.48862,0.0017473036012375471,0.007632303389725916,0.01832086173472501,0.013701881739854186,0.004618979994870825,0.09,30.0,0.1272,0.54747,0.0012304611032433617,0.005432881881797715,0.012818680065423202,0.009626071587741052,0.0031926084776821477,0.13,30.0,0.1272,0.62882,0.98
128,1.27,0.002204786662636901,0.009988041669568709,0.023801505573015167,0.017890729811908163,0.005910775761107004,0.06,30.0,0.1272,0.4851,0.001722672256291563,0.007594865791426234,0.01818600038129811,0.013628087853279812,0.0045579125280182965,0.09,30.0,0.1272,0.54861,0.0012209598795762957,0.005394126677662019,0.012725367132585071,0.00955782428699214,0.0031675428455929305,0.13,30.0,0.1272,0.63228,0.98
129,1.28,0.002190761368579426,0.009948537724162883,0.023673585786263922,0.01780190419602366,0.005871681590240269,0.06,30.0,0.1272,0.48605,0.0016825893279527558,0.007535670405123812,0.018014833025470554,0.013523284342080095,0.004491548683390462,0.09,30.0,0.1272,0.55189,0.001204503068283479,0.0053633217856462224,0.0126154998401928,0.00948738378986094,0.0031281160503318583,0.13,30.0,0.1272,0.6324,0.98
130,1.29,0.0021478941738167392,0.009885196486311438,0.02346989224909615,0.017689660252367866,0.005780231996728278,0.06,30.0,0.1272,0.49088,0.0016619842005521624,0.00750610856847425,0.01790769004175364,0.01346027354688672,0.004447416494866919,0.09,30.0,0.1272,0.5498,0.0011793226200912488,0.005333744958779301,0.012513464725682166,0.009437451940242063,0.0030760127854401035,0.13,30.0,0.1272,0.63293,0.98
131,1.3,0.002123238505316085,0.009866450781475368,0.023406594828074865,0.017653501757876996,0.005753093070197865,0.06,30.0,0.1272,0.48838,0.0016360696279143759,0.007451229038004326,0.01772711551095622,0.013349710065091964,0.004377405445864256,0.09,30.0,0.1272,0.55374,0.0011609197530641966,0.00529791245641168,0.012409821084633519,0.009372901620342423,0.003036919464291095,0.13,30.0,0.1272,0.63013,0.98
132,1.31,0.002077611401986016,0.009779634170582271,0.023097737777155562,0.01746755322824846,0.005630184548907099,0.06,30.0,0.1272,0.48981,0.0016189164483945842,0.0074294295856431125,0.017657207610039822,0.013313778875570843,0.004343428734468979,0.09,30.0,0.1272,0.55201,0.001154062760928656,0.005259212094480681,0.01231600293710676,0.009298986684642154,0.0030170162524646056,0.13,30.0,0.1272,0.63138,0.98
133,1.32,0.0020383272413727897,0.009740187666586736,0.02298290700236265,0.017409754574394396,0.005573152427968256,0.06,30.0,0.1272,0.491,0.0015961937698219918,0.007377744429994269,0.01748581539408974,0.013202608009666873,0.004283207384422871,0.09,30.0,0.1272,0.55213,0.0011424340057001729,0.005227808791104268,0.012223367652007633,0.00923382262418738,0.0029895450278202523,0.13,30.0,0.1272,0.63466,0.98
134,1.33,0.0020037442007582507,0.009703853152352249,0.022811394054066198,0.017331004683923824,0.005480389370142375,0.06,30.0,0.1272,0.49029,0.0015779943031477839,0.007345985857814623,0.017401080282284313,0.013143898259110987,0.004257182023173325,0.09,30.0,0.1272,0.55344,0.0011204961959348516,0.005195246442295533,0.012117996605472406,0.009171341210550247,0.002946655394922158,0.13,30.0,0.1272,0.63317,0.98
135,1.34,0.0019647084126696458,0.009638728267292259,0.022602231262635494,0.017205277677723837,0.005396953584911663,0.06,30.0,0.1272,0.49291,0.0015392955899608542,0.007299707400875994,0.017223860347104027,0.01305242335326336,0.004171436993840669,0.09,30.0,0.1272,0.55481,0.0011033900774926977,0.005162663512040879,0.012020865878889175,0.009110304788853435,0.002910561090035742,0.13,30.0,0.1272,0.63454,0.98
136,1.35,0.001971385817530427,0.009620714988683074,0.022581630589210994,0.017174288732915776,0.005407341856295224,0.06,30.0,0.1272,0.49398,0.001531261977158843,0.007276023131255826,0.017183200656816996,0.013023372724419547,0.004159827932397451,0.09,30.0,0.1272,0.5563,0.00108808445986168,0.005135020801279556,0.011932905486809147,0.009059614596632683,0.0028732908901764644,0.13,30.0,0.1272,0.63562,0.98
137,1.36,0.0019136820982050252,0.00957653024780361,0.022376608847122025,0.017075638756462983,0.005300970090659047,0.06,30.0,0.1272,0.49518,0.0014885584114812545,0.007224362023526639,0.016971002822674105,0.012912912821730876,0.004058090000943232,0.09,30.0,0.1272,0.5563,0.0010719184627316777,0.0051065171196688205,0.011843061102672503,0.009002702966627847,0.002840358136044659,0.13,30.0,0.1272,0.6349,0.98
138,1.37,0.0019043540365645997,0.009541695465309263,0.02229694979787807,0.01702157932194087,0.005275370475937202,0.06,30.0,0.1272,0.49535,0.0014851211338427679,0.007205062048133171,0.016917420761337218,0.012873620441809484,0.004043800319527731,0.09,30.0,0.1272,0.55731,0.0010554196015736862,0.005068650006153146,0.011735617937356831,0.008935865018370372,0.002799752918986458,0.13,30.0,0.1272,0.63729,0.98
139,1.38,0.001838769381842738,0.00945662814845685,0.021967647131963863,0.016836463401916378,0.005131183730047485,0.06,30.0,0.1272,0.49619,0.0014402757704136608,0.007143590108497857,0.016728127230574014,0.012763120401168945,0.003965006829405067,0.09,30.0,0.1272,0.55874,0.0010390660328832577,0.005033778755685069,0.011630702619178528,0.008865870260193401,0.0027648323589851286,0.13,30.0,0.1272,0.63806,0.98
140,1.39,0.0017980348995906034,0.009423819135445566,0.021830718744306955,0.01678635157503011,0.005044367169276849,0.06,30.0,0.1272,0.49667,0.0014316840196050456,0.0071021271635178665,0.01661519715435771,0.012676297878171837,0.003938899276185872,0.09,30.0,0.1272,0.55618,0.0010147933161805264,0.005005609160523984,0.011530249549526165,0.008815676225748813,0.0027145733237773514,0.13,30.0,0.1272,0.6352,0.98
141,1.4,0.0017996181792340582,0.00938119286806046,0.02172325864969054,0.016691431492167428,0.005031827157523111,0.06,30.0,0.1272,0.49923,0.0014100828867525232,0.0070798452276042215,0.016515334020759578,0.01263392476498353,0.003881409255776053,0.09,30.0,0.1272,0.56006,0.0010024212209760826,0.004968546336205315,0.011432814746822966,0.008746545329431367,0.0026862694173915955,0.13,30.0,0.1272,0.63902,0.98
142,1.41,0.0017683620261632511,0.009338403178587253,0.021570750656159137,0.01660181115380607,0.004968939502353071,0.06,30.0,0.1272,0.50102,0.0013948848498908952,0.007041061774345818,0.016414363444733262,0.012561006481305098,0.003853356963428163,0.09,30.0,0.1272,0.56107,0.000993499501652361,0.004941747696363906,0.011351071178393913,0.008688349619877855,0.0026627215585160557,0.13,30.0,0.1272,0.63651,0.98
143,1.42,0.0017580006585670585,0.009308824822449317,0.021517139089270408,0.016563162757958914,0.004953976331311496,0.06,30.0,0.1272,0.50388,0.0013743028377233605,0.007006104756111872,0.016300035986507946,0.012492471278592567,0.0038075647079153763,0.09,30.0,0.1272,0.56429,0.0009715461006455142,0.0049170484387133714,0.011258899870567102,0.00864320162420233,0.0026156982463647733,0.13,30.0,0.1272,0.64057,0.98
144,1.43,0.0017066635095283047,0.009240110809014282,0.0212955681377354,0.016438396630268456,0.004857171507466945,0.06,30.0,0.1272,0.50478,0.0013314859635778057,0.006952584733419314,0.01611426981201558,0.012388479796819203,0.003725790015196383,0.09,30.0,0.1272,0.56375,0.0009599445589548056,0.004882134773496843,0.011165841555343364,0.008577003649374722,0.002588837905968641,0.13,30.0,0.1272,0.63943,0.98
145,1.44,0.0016860841374596984,0.009235352235779658,0.021239596566578537,0.016427312400635996,0.004812284165942541,0.06,30.0,0.1272,0.50269,0.0013244617785191396,0.006912764362712196,0.015997523132374607,0.01230399774527692,0.0036935253870976855,0.09,30.0,0.1272,0.56495,0.0009400902208245888,0.004845205372642185,0.011061633695210907,0.008512981318993277,0.002548652376217627,0.13,30.0,0.1272,0.64057,0.98
146,1.45,0.0016607818255514367,0.009189079463394896,0.021076253634675548,0.016329432731913337,0.004746820902762214,0.06,30.0,0.1272,0.50692,0.0012850579334007586,0.006877097274405031,0.015871880364689842,0.0122471866735525,0.0036246936911373435,0.09,30.0,0.1272,0.5656,0.0009258490589393656,0.004817409705202242,0.010970980145139309,0.008455845010977913,0.0025151351341613955,0.13,30.0,0.1272,0.64576,0.98
147,1.46,0.0015974535113251391,0.009119177256739408,0.020774765588427547,0.016170460056401034,0.004604305532026518,0.06,30.0,0.1272,0.50788,0.001266510961364386,0.006846112948377475,0.015779022735195037,0.012195506945196293,0.0035835157899987437,0.09,30.0,0.1272,0.56715,0.0009015333077645124,0.00478797249439999,0.01085643767516005,0.00839415086550572,0.0024622868096543303,0.13,30.0,0.1272,0.64301,0.98
148,1.47,0.0016143453163570676,0.009091126985798599,0.020754820197744817,0.016134662775687883,0.004620157422056933,0.06,30.0,0.1272,0.50776,0.001250170582644424,0.006797781988342511,0.015637580349691566,0.012097450181988437,0.003540130167703128,0.09,30.0,0.1272,0.56984,0.0008911086028905163,0.004761877513808638,0.010777048879300255,0.008346533479412369,0.0024305153998878883,0.13,30.0,0.1272,0.64504,0.98
149,1.48,0.0015639796422223435,0.009052019225563528,0.020613120265175956,0.016068440445124583,0.004544679820051375,0.06,30.0,0.1272,0.50913,0.001232825578964969,0.006761328304225594,0.015523233070238524,0.01202624433874801,0.0034969887314905126,0.09,30.0,0.1272,0.57014,0.0008782678456187587,0.004727045780677452,0.010701395540495347,0.00828673604755557,0.002414659492939777,0.13,30.0,0.1272,0.64522,0.98
150,1.49,0.0015248843536012696,0.008977817014803335,0.020379178096478073,0.015916628920663912,0.004462549175814162,0.06,30.0,0.1272,0.51098,0.0012012726809973078,0.0067341574657699575,0.015398773762573557,0.011963949169901136,0.003434824592672424,0.09,30.0,0.1272,0.56918,0.0008609596021298901,0.004696661181298861,0.010596754360503608,0.008225262103636105,0.0023714922568675058,0.13,30.0,0.1272,0.64802,0.98
151,1.5,0.0015063589233047987,0.008954438361581283,0.020275066282620716,0.0158680431780412,0.004407023104579514,0.06,30.0,0.1272,0.51259,0.0011839658411911835,0.006698184556481293,0.01528876056708493,0.011895573465748302,0.0033931871013366294,0.09,30.0,0.1272,0.57163,0.0008473842733642047,0.004666014597088349,0.010508291933796834,0.008169092449493367,0.0023391994843034677,0.13,30.0,0.1272,0.64737,0.98
152,1.51,0.0014822344283645188,0.008911054387729503,0.02014309943985136,0.01578569767949698,0.004357401760354386,0.06,30.0,0.1272,0.51551,0.0011576873119133254,0.006659150110822886,0.015159629985395271,0.011819928566741628,0.003339701418653643,0.09,30.0,0.1272,0.57192,0.0008277298429886133,0.004632004485076585,0.010409056707988655,0.008108811820027376,0.002300244887961279,0.13,30.0,0.1272,0.64832,0.98
153,1.52,0.0014357814729572401,0.008834474492260266,0.01991620861617784,0.01565003781763452,0.004266170798543315,0.06,30.0,0.1272,0.51587,0.0011293987213821678,0.006605684399563986,0.014994313372350361,0.011722397726710309,0.0032719156456400525,0.09,30.0,0.1272,0.57473,0.0008093624653653414,0.004611008505377233,0.010323075644273844,0.008066360729518536,0.002256714914755307,0.13,30.0,0.1272,0.65124,0.98
154,1.53,0.001401517923628781,0.008806158647417184,0.019780310752725596,0.015588475064902903,0.004191835687822694,0.06,30.0,0.1272,0.51831,0.0011163846996634476,0.00658983081754225,0.014933121414559119,0.011691879492134578,0.0032412419224245393,0.09,30.0,0.1272,0.57664,0.0007907675806965573,0.004577022877069103,0.010213770761080099,0.008002334177469372,0.002211436583610725,0.13,30.0,0.1272,0.65214,0.98
155,1.54,0.0013636645500070624,0.00877297219198788,0.019610727372977033,0.015511442909705398,0.004099284463271636,0.06,30.0,0.1272,0.52004,0.0010882118194859831,0.006550846123022786,0.014817345745536297,0.011627724236856053,0.0031896215086802417,0.09,30.0,0.1272,0.57711,0.000783664565025444,0.004545356095285387,0.010138593860887914,0.00794107894290683,0.0021975149179810824,0.13,30.0,0.1272,0.64904,0.98
156,1.55,0.0013563741096993816,0.008743782961065682,0.019549390011409068,0.01546029737690473,0.0040890926345043405,0.06,30.0,0.1272,0.52219,0.0010658460968541031,0.006503948108667023,0.014666532237849422,0.011531033469770809,0.003135498768078616,0.09,30.0,0.1272,0.57926,0.0007628577037246619,0.004523106423762481,0.010055981238911075,0.007902227140852442,0.0021537540980586306,0.13,30.0,0.1272,0.65595,0.98
157,1.56,0.001301897270815652,0.00866349003263943,0.019252040900704457,0.01529234076279047,0.003959700137913985,0.06,30.0,0.1272,0.51921,0.00105034298807495,0.006465570115804274,0.014561224662153847,0.011458484043816696,0.003102740618337149,0.09,30.0,0.1272,0.58105,0.0007440997685832655,0.0044851491590096855,0.009946045830400853,0.007831981242416746,0.0021140645879841055,0.13,30.0,0.1272,0.65601,0.98
158,1.57,0.0012956125068300638,0.008636381888986591,0.019209936290705977,0.015263128616309235,0.003946807674396743,0.06,30.0,0.1272,0.52249,0.0010183068290879535,0.006438417475506316,0.01444144873027072,0.011405943717025408,0.0030355050132453137,0.09,30.0,0.1272,0.5832,0.0007284755523538619,0.004456133094793412,0.009862924269056403,0.007780115420357857,0.002082808848698546,0.13,30.0,0.1272,0.65727,0.98
159,1.58,0.0012410044595920393,0.008589726257241638,0.01898655348859275,0.015158868400696413,0.0038276850878963356,0.06,30.0,0.1272,0.52231,0.0009821055392298665,0.006387835616043982,0.014260771893156101,0.011304037618507738,0.0029567342746483634,0.09,30.0,0.1272,0.5854,0.0007201262010822304,0.004428805883134307,0.009779680327590978,0.007727280737213401,0.0020523995903775774,0.13,30.0,0.1272,0.65607,0.98
160,1.59,0.0012136306910940442,0.008537446813401458,0.018833050760783537,0.015061391811742124,0.0037716589490414142,0.06,30.0,0.1272,0.52899,0.0009790548917469222,0.006371210896170863,0.014206805274045333,0.01126855963822305,0.002938245635822282,0.09,30.0,0.1272,0.58791,0.0006957482146359674,0.004400016593177514,0.009671793323432303,0.007665271623890764,0.002006521699541538,0.13,30.0,0.1272,0.6587,0.98
161,1.6,0.0012161663365081658,0.008505969627135948,0.01875904950282207,0.01499597693094232,0.003763072571879752,0.06,30.0,0.1272,0.52583,0.0009411884307087516,0.0063174494157296765,0.014016403999614997,0.011156079479737556,0.00286032451987744,0.09,30.0,0.1272,0.58809,0.000682611823180634,0.0043786138108970005,0.009615011002615139,0.00763310399708934,0.0019819070055257983,0.13,30.0,0.1272,0.66073,0.98
162,1.61,0.0011636753883970832,0.008474847257388684,0.018594145259307682,0.01493259172373242,0.0036615535355752635,0.06,30.0,0.1272,0.53376,0.0009272613267160902,0.0062890140281858745,0.013926223549013161,0.01110664438525408,0.0028195791637590836,0.09,30.0,0.1272,0.5894,0.0006765022888383536,0.004343024224366998,0.009515951623043932,0.007560607480599393,0.0019553441424445357,0.13,30.0,0.1272,0.66341,0.98
163,1.62,0.0011446345941772786,0.00840599139630651,0.018451564099007514,0.014827011135408234,0.003624552963599278,0.06,30.0,0.1272,0.53525,0.0009044028135928153,0.00624256467574835,0.013809540364386587,0.01102764399446866,0.0027818963699179295,0.09,30.0,0.1272,0.59083,0.0006539124486633711,0.004316497409382408,0.009427366515867968,0.007515752874557344,0.0019116136413106252,0.13,30.0,0.1272,0.66615,0.98
164,1.63,0.0011121975355548586,0.008402000547606283,0.018333724693993747,0.014796204129902199,0.0035375205640915445,0.06,30.0,0.1272,0.53203,0.0008874785412799781,0.006209538453535334,0.013700386916458718,0.010965819734912726,0.0027345671815459925,0.09,30.0,0.1272,0.59381,0.0006321092576719682,0.004288887072557427,0.009333118164155111,0.007468024375463585,0.0018650937886915237,0.13,30.0,0.1272,0.66466,0.98
165,1.64,0.0010675038328788128,0.008335970337495734,0.018124698714160208,0.01467345652439312,0.0034512421897670916,0.06,30.0,0.1272,0.53775,0.00086366452102124,0.006192921988519195,0.01360755050897179,0.010922839843600544,0.002684710665371247,0.09,30.0,0.1272,0.59298,0.0006250316877823248,0.004250944488189173,0.009227936044341554,0.0073867620330207865,0.001841174011320769,0.13,30.0,0.1272,0.66908,0.98
166,1.65,0.001022890165281271,0.008293346687233662,0.01792190713780813,0.014573826645000218,0.003348080492807912,0.06,30.0,0.1272,0.53668,0.0008300301279619607,0.006134968935379264,0.013436244193832667,0.01081869312559663,0.002617551068236039,0.09,30.0,0.1272,0.59721,0.0006069365078936374,0.0042339788609480275,0.009159408363006941,0.0073576427644113694,0.0018017655985955701,0.13,30.0,0.1272,0.67194,0.98
167,1.66,0.0010117951818280743,0.008226621473360509,0.017781591868456684,0.01446219010814813,0.003319401760308551,0.06,30.0,0.1272,0.53841,0.0008184680273397773,0.006113262925119838,0.013352363425535337,0.010773423585641642,0.002578939839893696,0.09,30.0,0.1272,0.59942,0.000597422430152728,0.004199123124131056,0.009063788523144718,0.00728930760524722,0.0017744809178975003,0.13,30.0,0.1272,0.67301,0.98
168,1.67,0.0009692495204790091,0.008193946676754927,0.01762556709146796,0.01439689024934325,0.0032286768421247126,0.06,30.0,0.1272,0.54091,0.0007843677119332578,0.006063781790904538,0.013180702020085101,0.010671177876035286,0.0025095241440498133,0.09,30.0,0.1272,0.59983,0.0005732539747535098,0.004171621053151709,0.008966039156528318,0.0072399878646212295,0.0017260512919070907,0.13,30.0,0.1272,0.67385,0.98
169,1.68,0.0009629205457185857,0.008164602628409701,0.017536894950916756,0.014335424744275021,0.003201470206641738,0.06,30.0,0.1272,0.54491,0.0007769049538844,0.0060385492590228065,0.013109180754871138,0.010628263620637006,0.0024809171342341273,0.09,30.0,0.1272,0.60216,0.0005644026242880858,0.004143264480355545,0.008899970686830622,0.007192699454997434,0.0017072712318331883,0.13,30.0,0.1272,0.67677,0.98
170,1.69,0.0008886863493800197,0.008113893523659056,0.01729301117294589,0.014233330215787324,0.0030596809571585715,0.06,30.0,0.1272,0.54557,0.0007353125632577912,0.005999515699113023,0.01295413960413042,0.010554694258586425,0.0023994453455439962,0.09,30.0,0.1272,0.60484,0.0005445306616777242,0.004116597134174963,0.008811388015162791,0.007142800448293476,0.0016685875668693163,0.13,30.0,0.1272,0.67939,0.98
171,1.7,0.000899207087695488,0.008066654179722318,0.017222077815368875,0.014159510616652222,0.003062567198716652,0.06,30.0,0.1272,0.54902,0.0007142765894951101,0.00596637335318833,0.012849009669229096,0.010496826501642962,0.0023521831675861328,0.09,30.0,0.1272,0.60598,0.0005274399911380281,0.004087141753377134,0.00870949673224955,0.007085419477107852,0.0016240772551416982,0.13,30.0,0.1272,0.67969,0.98
172,1.71,0.0008525202292754034,0.008007694738721339,0.017009470385227182,0.014036577369866153,0.002972893015361027,0.06,30.0,0.1272,0.55183,0.0006948027448066231,0.00593541755770662,0.012715456686238441,0.010422465582737721,0.0022929911035007213,0.09,30.0,0.1272,0.61033,0.0005107281136249849,0.004064724791461842,0.00862930042560692,0.007041679503538757,0.001587620922068165,0.13,30.0,0.1272,0.68136,0.98
173,1.72,0.0008294050098432911,0.008002293788003505,0.01690991594135579,0.01401314806724721,0.002896767874108577,0.06,30.0,0.1272,0.55475,0.0006782875689999768,0.0058853347131958824,0.012597969422710721,0.010334921074146802,0.0022630483485639183,0.09,30.0,0.1272,0.61146,0.0004938830909041017,0.004030607942138333,0.00852478157145134,0.006978440007717132,0.0015463415637342087,0.13,30.0,0.1272,0.68536,0.98
174,1.73,0.0007957887183211075,0.007955767684132673,0.01673620000765716,0.013918340045532768,0.002817859962124389,0.06,30.0,0.1272,0.5588,0.0006537561669851709,0.005852727987257277,0.012470924415935553,0.01027093012957672,0.0021999942863588323,0.09,30.0,0.1272,0.61498,0.0004796495055519361,0.004009598043856582,0.008446401470155797,0.006933908229465765,0.0015124932406900314,0.13,30.0,0.1272,0.68554,0.98
175,1.74,0.0007468142412089229,0.007909150170418232,0.016544013300001846,0.013826740527565589,0.002717272772436256,0.06,30.0,0.1272,0.55696,0.0006239914601447249,0.005809917844831835,0.012339274984565753,0.010196458034110846,0.002142816950454907,0.09,30.0,0.1272,0.61528,0.000463349265602734,0.003978911720498845,0.008354373552637065,0.0068810946686828555,0.001473278883954208,0.13,30.0,0.1272,0.68852,0.98
176,1.75,0.000742559695941898,0.007867914832801505,0.016459053082173186,0.013751203375526502,0.0027078497066466826,0.06,30.0,0.1272,0.56196,0.0005971363540588773,0.0057790122263434215,0.0121970841668139,0.010127680266458963,0.0020694039003549378,0.09,30.0,0.1272,0.61623,0.00045415368938913844,0.003954017403988737,0.008269900054767191,0.0068254292774881,0.001444470777279093,0.13,30.0,0.1272,0.69126,0.98
177,1.76,0.0007015674097291428,0.007809768040457093,0.016252323802705314,0.013640946009350082,0.0026113777933552324,0.06,30.0,0.1272,0.56668,0.0005715951573147831,0.005753115632617223,0.01210876907366056,0.010078549393702577,0.0020302196799579864,0.09,30.0,0.1272,0.62363,0.0004329919932302508,0.003927528755809101,0.00818186098064466,0.006781011851209664,0.001400849129434999,0.13,30.0,0.1272,0.69383,0.98
178,1.77,0.0006773870484343711,0.0077772410450937714,0.016116583455263653,0.013565354061773494,0.002551229393490162,0.06,30.0,0.1272,0.56686,0.0005530537375494797,0.005719473976664042,0.011983877113846507,0.010007390205003719,0.0019764869088427896,0.09,30.0,0.1272,0.62667,0.00041712061300175384,0.003902330682608346,0.00808702360407228,0.0067283662000696895,0.0013586574040025904,0.13,30.0,0.1272,0.69484,0.98
179,1.78,0.0006399483829071188,0.007713811173450682,0.015910831994373036,0.01344664138185737,0.0024641906125156703,0.06,30.0,0.1272,0.57431,0.0005286693037451632,0.005683943782812674,0.011853678011139443,0.009940724852896148,0.0019129531582432954,0.09,30.0,0.1272,0.62953,0.00039354184557227736,0.0038703795007670066,0.00799098463885915,0.006674126050346044,0.001316858588513105,0.13,30.0,0.1272,0.70128,0.98
180,1.79,0.0006030286631295074,0.007690212986639708,0.015773543103139102,0.013394728956757133,0.0023788141463819707,0.06,30.0,0.1272,0.57407,0.0005106756597234282,0.005656634533636126,0.01175333707192009,0.009883975820461915,0.0018693612514581754,0.09,30.0,0.1272,0.63377,0.0003777387678918144,0.0038459677541415674,0.007889780489733076,0.006621725932525352,0.0012680545572077246,0.13,30.0,0.1272,0.70224,0.98
181,1.8,0.0005806966387231999,0.007660150113975475,0.015670476659374277,0.013347115446736864,0.0023233612126374132,0.06,30.0,0.1272,0.57831,0.0004817575747191509,0.005621566900716494,0.011630413918805078,0.009817990766577842,0.0018124231522272352,0.09,30.0,0.1272,0.63717,0.0003621588315850172,0.003818448353228541,0.007803049849365452,0.0065696872406232395,0.0012333626087422118,0.13,30.0,0.1272,0.70761,0.98
182,1.81,0.0005655984359360195,0.0076170234182815644,0.01552730241575736,0.013256715428592619,0.002270586987164742,0.06,30.0,0.1272,0.58248,0.0004677363210388246,0.005575926165931628,0.011480442702488639,0.009722620341045455,0.0017578223614431853,0.09,30.0,0.1272,0.64057,0.0003449468960673315,0.0037943849234407844,0.00770611790429206,0.006519069548857644,0.0011870483554344163,0.13,30.0,0.1272,0.70933,0.98
183,1.82,0.00048648622840408997,0.007561913562763155,0.015225468009141216,0.013124701108024248,0.0021007669011169666,0.06,30.0,0.1272,0.58582,0.0004447238848584649,0.005546984026791214,0.011392743638366518,0.009674291663196121,0.0017184519751703967,0.09,30.0,0.1272,0.6445,0.00033587667110285176,0.0037634722306668397,0.007627569914420716,0.006463317616376663,0.0011642522980440542,0.13,30.0,0.1272,0.71363,0.98
184,1.83,0.0004678893590462581,0.007505451106804033,0.015082374298066728,0.013026865100200362,0.002055509197866368,0.06,30.0,0.1272,0.58719,0.0004110322008023307,0.005511376490952085,0.011213427042276772,0.00959156703437766,0.0016218600078991144,0.09,30.0,0.1272,0.64641,0.00032212864072310205,0.003734223178479133,0.0075337991046174405,0.006407163083607032,0.0011266360210104094,0.13,30.0,0.1272,0.71989,0.98
185,1.84,0.0004374039511276413,0.007464191587075279,0.0148976187067883,0.01293786420951885,0.001959754497269449,0.06,30.0,0.1272,0.59125,0.00039806024963884133,0.005479823331053556,0.01114015539901445,0.009542390858656009,0.0015977645403584412,0.09,30.0,0.1272,0.65315,0.00029904547753425135,0.003713190650387522,0.007439133975197956,0.006366358698475404,0.0010727752767225526,0.13,30.0,0.1272,0.72293,0.98
186,1.85,0.0004284482369432671,0.007434408936382655,0.014848283565420959,0.012895628928384502,0.0019526546370364556,0.06,30.0,0.1272,0.59912,0.00037354196356344834,0.005445992574316012,0.011008895351177841,0.009473494165132951,0.0015354011860448937,0.09,30.0,0.1272,0.65387,0.000284362160649847,0.0036885354204942433,0.0073539427518156805,0.0063181023177320515,0.0010358404340836292,0.13,30.0,0.1272,0.7258,0.98
187,1.86,0.0003869791466932059,0.00738165496006322,0.014614291702318774,0.012780742013658962,0.0018335496886598126,0.06,30.0,0.1272,0.60192,0.00034507011580240575,0.005409054787242868,0.010851638333373258,0.009391850515318455,0.0014597878180548061,0.09,30.0,0.1272,0.65888,0.00027032376107104163,0.003656979813621263,0.007260480287286368,0.0062608957967791035,0.0009995844905072652,0.13,30.0,0.1272,0.72914,0.98
188,1.87,0.0003576589404101886,0.007375520056753641,0.014497331839986074,0.012751867953933576,0.0017454638860524977,0.06,30.0,0.1272,0.60729,0.0003069566229317228,0.005368032748549009,0.010686072532172958,0.009314107968654997,0.0013719645635179637,0.09,30.0,0.1272,0.66401,0.00025445593906971956,0.0036294947383110013,0.007161419065998006,0.006203054535957431,0.0009583645300405758,0.13,30.0,0.1272,0.73206,0.98
189,1.88,0.00034467337381855834,0.007305580657726305,0.01430026774085152,0.012613197965532246,0.0016870697753192717,0.06,30.0,0.1272,0.61021,0.0002975702181939161,0.00534051949414778,0.010595106527219202,0.00925666467039022,0.0013384418568289816,0.09,30.0,0.1272,0.66931,0.00023935106267279174,0.0036024959258570016,0.007060577842302109,0.006149368243016724,0.000911209599285387,0.13,30.0,0.1272,0.74357,0.98
190,1.89,0.0003241262270620289,0.007272075377093399,0.014148182344111053,0.012539126787280103,0.00160905555683095,0.06,30.0,0.1272,0.62017,0.0002604698619166841,0.005304981089658683,0.010431337398932225,0.009184830823875468,0.001246506575056758,0.09,30.0,0.1272,0.67552,0.0002210159824859833,0.0035785903989387696,0.006963809560702238,0.006099770169728976,0.0008640393909732629,0.13,30.0,0.1272,0.74709,0.98
191,1.9,0.00030185801222376807,0.007233848779148133,0.013984289361136246,0.01245654573196623,0.0015277436291700152,0.06,30.0,0.1272,0.62357,0.00024078928682951136,0.005260431310373544,0.010279331164904117,0.009093616069380625,0.0011857150955234942,0.09,30.0,0.1272,0.68011,0.00019874851604776282,0.003551240005179865,0.006859876099247011,0.006049167139050413,0.0008107089601965982,0.13,30.0,0.1272,0.75395,0.98
192,1.91,0.0002836478226637092,0.007190288208139641,0.013816155742833798,0.012363139168365197,0.0014530165744685982,0.06,30.0,0.1272,0.62846,0.0002210636190408039,0.00523773338111347,0.01015846412759047,0.009038317815931703,0.0011201463116587687,0.09,30.0,0.1272,0.68613,0.00018360009670213823,0.0035265668198126727,0.006771808480747624,0.006005201306000157,0.0007666071747474663,0.13,30.0,0.1272,0.76033,0.98
