Unnamed: 0,depths,Eu_480.0,Ed_480.0,Eo_480.0,Eod_480.0,Eou_480.0,a_480.0,b_480.0,bb_480.0,Kd_480.0,Eu_540.0,Ed_540.0,Eo_540.0,Eod_540.0,Eou_540.0,a_540.0,b_540.0,bb_540.0,Kd_540.0,Eu_600.0,Ed_600.0,Eo_600.0,Eod_600.0,Eou_600.0,a_600.0,b_600.0,bb_600.0,Kd_600.0,g
58,0.57,0.009792745077526813,0.019451033105020846,0.05794397638688542,0.03636491525213079,0.02157906113475463,0.06,103.0,0.43672,0.90749,0.007868846723955105,0.015795936670171165,0.046944924207226776,0.029556440628822993,0.01738848357840378,0.09,103.0,0.43672,1.0063,0.005931662163079364,0.012228585683817418,0.03576320557900498,0.022669182109764433,0.013094023469240547,0.13,103.0,0.43672,1.1275,0.98
59,0.58,0.009773083632793913,0.01943319775169573,0.057878018227575496,0.0363349126637463,0.0215431055638292,0.06,103.0,0.43672,0.91071,0.007906681448642731,0.0158392123932218,0.047107470088603685,0.029641192809410154,0.017466277279193525,0.09,103.0,0.43672,1.0074,0.005942917161656568,0.01222389237280088,0.035783481645241505,0.0226675385677263,0.013115943077515206,0.13,103.0,0.43672,1.1312,0.98
60,0.59,0.009513592464970671,0.0190876551788286,0.05668995773507959,0.03567190068452871,0.021018057050550886,0.06,103.0,0.43672,0.91411,0.007669658595528817,0.015504333767751332,0.045997866881370794,0.029006583756960486,0.016991283124410304,0.09,103.0,0.43672,1.0128,0.005778311285455758,0.011966131332785093,0.03493932303588269,0.022170688001229087,0.012768635034653602,0.13,103.0,0.43672,1.1335,0.98
61,0.6,0.009415477844866581,0.018903598457730098,0.056095330172261836,0.03530020634052856,0.020795123831733285,0.06,103.0,0.43672,0.91721,0.007555848117782102,0.015348621326719155,0.04545392568157115,0.028703156092459322,0.01675076958911183,0.09,103.0,0.43672,1.0183,0.005696222881906377,0.011830139534179985,0.03449154763599929,0.02191047089841125,0.012581076737588038,0.13,103.0,0.43672,1.1364,0.98
62,0.61,0.009284304988030219,0.018789401866901256,0.055660895358653865,0.03510162426204543,0.02055927109660843,0.06,103.0,0.43672,0.92461,0.007413154882803508,0.015175544564313128,0.04481256979799987,0.02835397127151883,0.016458598526481037,0.09,103.0,0.43672,1.0204,0.005581564237414731,0.011684463371135436,0.033996785329305654,0.02163877794299861,0.012358007386307044,0.13,103.0,0.43672,1.1409,0.98
63,0.62,0.009127630728479698,0.01857910606237173,0.054906723096220814,0.03468783838589611,0.020218884710324708,0.06,103.0,0.43672,0.92741,0.007323734743989885,0.01504466919212919,0.04437536167823737,0.02811699343260767,0.0162583682456297,0.09,103.0,0.43672,1.0203,0.005501456343753616,0.011566245692419985,0.033586883340462545,0.021402299564686204,0.012184583775776348,0.13,103.0,0.43672,1.1465,0.98
64,0.63,0.008991459899225326,0.018386445357236225,0.05427822432969275,0.03432198315806737,0.019956241171625384,0.06,103.0,0.43672,0.92968,0.00722966201164088,0.014910047825190207,0.04391821467190382,0.027850447223356008,0.01606776744854781,0.09,103.0,0.43672,1.0284,0.005421110928581513,0.01142634506759871,0.0331729543566364,0.02115292374202515,0.012020030614611254,0.13,103.0,0.43672,1.1497,0.98
65,0.64,0.008895005939579693,0.018252121491742285,0.05381946775107449,0.034072907542006106,0.01974656020906839,0.06,103.0,0.43672,0.93708,0.007103691252000931,0.014743196235290499,0.04333158985921952,0.02752550966133503,0.01580608019788449,0.09,103.0,0.43672,1.0326,0.00533682194202132,0.01131080298699567,0.03277097968556214,0.020926365345190313,0.011844614340371826,0.13,103.0,0.43672,1.1506,0.98
66,0.65,0.008791390408026175,0.01809464155090914,0.05329162350403715,0.033764127526216374,0.019527495977820768,0.06,103.0,0.43672,0.93905,0.007013946666608004,0.014609248921446534,0.042899395630628265,0.02728045253414208,0.015618943096486178,0.09,103.0,0.43672,1.0383,0.005249080250380945,0.011181382296994119,0.0323406576367873,0.020676869551252572,0.011663788085534732,0.13,103.0,0.43672,1.1535,0.98
67,0.66,0.008602999081986895,0.01792707102282475,0.052608264516534796,0.03344113858344867,0.019167125933086133,0.06,103.0,0.43672,0.94692,0.006893223868827226,0.014460680464972321,0.04236561582113529,0.02699224034996278,0.015373375471172512,0.09,103.0,0.43672,1.0421,0.005173012330806417,0.011044978520557686,0.03191846492537573,0.020419648993006145,0.011498815932369578,0.13,103.0,0.43672,1.1591,0.98
68,0.67,0.008431998810892537,0.017706016635063014,0.05181900412184635,0.033005963805860745,0.01881304031598561,0.06,103.0,0.43672,0.95026,0.006778528630445718,0.014280623540036768,0.04179023818482722,0.02664610361731586,0.01514413456751136,0.09,103.0,0.43672,1.0431,0.005087663781675442,0.010917517527855738,0.03150852639789967,0.020184570770155955,0.01132395562774371,0.13,103.0,0.43672,1.1626,0.98
69,0.68,0.008392522279149403,0.017607336699660865,0.051560704488377636,0.03282999873379059,0.018730705754587042,0.06,103.0,0.43672,0.95641,0.006704929408286231,0.01417744437193662,0.04145728215555643,0.026456984971817067,0.015000297183739358,0.09,103.0,0.43672,1.0486,0.004992059252934046,0.010789873718584588,0.031073903518056587,0.019947405602149526,0.011126497915907056,0.13,103.0,0.43672,1.1671,0.98
70,0.69,0.008223614275119378,0.017402729490146276,0.050815010439149724,0.03242957926908751,0.018385431170062215,0.06,103.0,0.43672,0.95814,0.006550665618503083,0.013991189309052802,0.040753732371874754,0.026091661657884544,0.014662070713990205,0.09,103.0,0.43672,1.0535,0.0049167846640978015,0.010666408597168161,0.030667427040547687,0.01970183122354979,0.010965595816997896,0.13,103.0,0.43672,1.1715,0.98
71,0.7,0.008058212090861138,0.017197742116119102,0.05005561994137054,0.032016118296770264,0.018039501644600282,0.06,103.0,0.43672,0.96625,0.0064808709366305445,0.01387758175468099,0.04037894795201024,0.025856107133806264,0.014522840818203965,0.09,103.0,0.43672,1.0582,0.004816080654211141,0.010544013762307559,0.030239374866117587,0.01947659347310533,0.010762781393012255,0.13,103.0,0.43672,1.1743,0.98
72,0.71,0.007928561957239448,0.017072306212878335,0.049503792438005643,0.03174513654446282,0.017758655893542818,0.06,103.0,0.43672,0.96822,0.006346526292475575,0.013693667852507866,0.03976549585306903,0.02551461769328807,0.014250878159780966,0.09,103.0,0.43672,1.0627,0.004738304461373649,0.01041219251716249,0.029811987115142137,0.01922014342635975,0.010591843688782385,0.13,103.0,0.43672,1.1805,0.98
73,0.72,0.007785635465085173,0.016887187486302548,0.048872425182912724,0.03139931972909356,0.01747310545381916,0.06,103.0,0.43672,0.9752,0.006231074371219677,0.013554567352450605,0.03927572884115372,0.02525980966095433,0.014015919180199385,0.09,103.0,0.43672,1.0659,0.004661639678277001,0.010286991362675637,0.029432597247420172,0.018990346598660394,0.010442250648759782,0.13,103.0,0.43672,1.1855,0.98
74,0.73,0.007669395162386063,0.01670635985889919,0.04831533308473311,0.0310731964345866,0.017242136650146518,0.06,103.0,0.43672,0.97896,0.006145728709950521,0.0134170023651271,0.038830495990013265,0.024990809794183534,0.013839686195829742,0.09,103.0,0.43672,1.0728,0.0045748173605649894,0.010183383057422384,0.029041048424826067,0.018786598436255426,0.010254449988570644,0.13,103.0,0.43672,1.1896,0.98
75,0.74,0.007584188213261066,0.016614109054766013,0.04794729045993567,0.03088181195663942,0.017065478503296247,0.06,103.0,0.43672,0.98684,0.006056082506321339,0.013303514745214363,0.038423240735402764,0.024770547833732347,0.013652692901670422,0.09,103.0,0.43672,1.0806,0.00449682233926237,0.010050948919574414,0.02862743735418023,0.018537467962589222,0.010089969391591007,0.13,103.0,0.43672,1.1919,0.98
76,0.75,0.007435782204969131,0.01642382362952842,0.04729429927685103,0.030528145738654075,0.016766153538196955,0.06,103.0,0.43672,0.98875,0.0059673571018502205,0.013163564062004106,0.03797349427904838,0.024507520935806736,0.013465973343241644,0.09,103.0,0.43672,1.0832,0.004411134226674707,0.009931002974141068,0.0282102878075236,0.018300860940098838,0.009909426867424761,0.13,103.0,0.43672,1.1972,0.98
77,0.76,0.0073264094535020795,0.01628270282553824,0.04678802419831504,0.030245143729895608,0.016542880468419428,0.06,103.0,0.43672,0.99543,0.005817155156794903,0.012989986647027343,0.03734276329991378,0.02417123037885691,0.01317153292105687,0.09,103.0,0.43672,1.0874,0.004333895089188429,0.009826810466400621,0.027878690676414096,0.018116466919601223,0.00976222375681287,0.13,103.0,0.43672,1.2049,0.98
78,0.77,0.007226254523382832,0.016152571635348334,0.04632188797377739,0.029991370110738488,0.016330517863038903,0.06,103.0,0.43672,1.0006,0.005733320990390767,0.012857097345456937,0.036898281383264404,0.023918759710373695,0.01297952167289071,0.09,103.0,0.43672,1.0955,0.004246131589236413,0.00970141519093562,0.02744897994533449,0.01787302077339366,0.009575959171940823,0.13,103.0,0.43672,1.2088,0.98
79,0.78,0.007045964267234059,0.01592075528415783,0.045521425349304714,0.029548656414264074,0.01597276893504063,0.06,103.0,0.43672,1.0104,0.005653477564989391,0.012746897875141331,0.036505292641934334,0.023701452198967972,0.012803840442966365,0.09,103.0,0.43672,1.0985,0.004165846465277636,0.009580873520270573,0.02704115790698579,0.017641839198049764,0.009399318708936033,0.13,103.0,0.43672,1.2127,0.98
80,0.79,0.0070035821180699205,0.015846433917921145,0.045288376742228284,0.02941952302604935,0.01586885371617893,0.06,103.0,0.43672,1.012,0.00551938898368547,0.012569702836734751,0.03589774938609224,0.023357436117771087,0.01254031326832117,0.09,103.0,0.43672,1.1036,0.004101595489561382,0.009463000457821167,0.026686347463825633,0.01741992538399976,0.009266422079825873,0.13,103.0,0.43672,1.2176,0.98
81,0.8,0.006810022219172701,0.015633420425538676,0.04447084133238783,0.028982060049335075,0.015488781283052757,0.06,103.0,0.43672,1.0178,0.005435707536578156,0.012461456581936382,0.03550807720918778,0.023146092481618558,0.012361984727569227,0.09,103.0,0.43672,1.1113,0.004030469362316602,0.009354181910299212,0.026328311093706883,0.01720941519747079,0.0091188958962361,0.13,103.0,0.43672,1.2241,0.98
82,0.81,0.0066678530573228674,0.01548278622603387,0.043889350570655766,0.028688904799371508,0.015200445771284255,0.06,103.0,0.43672,1.0269,0.005326963121613083,0.012303207131902508,0.03498442507256102,0.022846349263853122,0.012138075808707892,0.09,103.0,0.43672,1.1164,0.003952475687267486,0.009243735900612273,0.02597223540276694,0.017008687093599362,0.008963548309167582,0.13,103.0,0.43672,1.228,0.98
83,0.82,0.006564862243798481,0.01535796316140266,0.04343457736470452,0.02844736680934477,0.014987210555359754,0.06,103.0,0.43672,1.0346,0.005216298350149194,0.012184395466647086,0.03451754701956268,0.022600651353097103,0.011916895666465577,0.09,103.0,0.43672,1.1225,0.003865597342902925,0.009131977258475067,0.025577738932481126,0.016795883017613953,0.008781855914867165,0.13,103.0,0.43672,1.235,0.98
84,0.83,0.0064521870557758,0.015207571980926262,0.04286581669610995,0.02812948293630249,0.01473633375980745,0.06,103.0,0.43672,1.0387,0.005118880079681091,0.012033954277054906,0.034047298149745046,0.022330979802054812,0.011716318347690227,0.09,103.0,0.43672,1.1274,0.0037902162561332746,0.00901361269206685,0.025212132108350698,0.01657692288651336,0.008635209221837336,0.13,103.0,0.43672,1.2403,0.98
85,0.84,0.006289273556348829,0.014994546252808159,0.04218504934165335,0.027755907349243405,0.014429141992409937,0.06,103.0,0.43672,1.0442,0.00500975936905785,0.011904650557553777,0.03356674859213704,0.022074712233151994,0.011492036358985047,0.09,103.0,0.43672,1.1329,0.0037046694128724596,0.008906844133677984,0.024810805629929968,0.016363026327789115,0.008447779302140851,0.13,103.0,0.43672,1.2469,0.98
86,0.85,0.006215756338725057,0.014879225890703394,0.04178154474113869,0.027518361905758557,0.014263182835380129,0.06,103.0,0.43672,1.0514,0.004903050310503674,0.011763151142595615,0.03309616289917125,0.02181381309464034,0.011282349804530925,0.09,103.0,0.43672,1.142,0.003631556369537928,0.008805912716271897,0.024478217510670433,0.016172843054535334,0.008305374456135096,0.13,103.0,0.43672,1.2548,0.98
87,0.86,0.006045254834147385,0.014707007329959072,0.04112255340429805,0.027194827213434934,0.013927726190863122,0.06,103.0,0.43672,1.0585,0.004839591350377214,0.011651943972487862,0.032719135491903424,0.021589961633714627,0.011129173858188795,0.09,103.0,0.43672,1.1482,0.003552364809014583,0.008677467996317592,0.024045077210253018,0.015920542768395652,0.008124534441857368,0.13,103.0,0.43672,1.2615,0.98
88,0.87,0.0059880480337265035,0.01461119357067687,0.04080597411114909,0.027000711179818945,0.013805262931330147,0.06,103.0,0.43672,1.0662,0.004717118846892615,0.011517753559151186,0.032227870494147645,0.021332331343135117,0.010895539151012535,0.09,103.0,0.43672,1.1538,0.00347753968909985,0.008584696270730165,0.02371147428204489,0.015738304367820765,0.00797316991422413,0.13,103.0,0.43672,1.2665,0.98
89,0.88,0.00586295947837772,0.014446857565247424,0.04022469856525662,0.026676075634415274,0.01354862293084136,0.06,103.0,0.43672,1.0729,0.004621871234903492,0.011390435629130733,0.03177333105263318,0.021082212423571733,0.010691118629061445,0.09,103.0,0.43672,1.1641,0.0033988882248328143,0.008457335337892538,0.02334245172666543,0.0155177811799504,0.007824670546715037,0.13,103.0,0.43672,1.2747,0.98
90,0.89,0.005691929491713385,0.014266836494672022,0.0394953660158457,0.026311590752829336,0.013183775263016359,0.06,103.0,0.43672,1.0809,0.004508575853419548,0.011246779984883354,0.0312792954482816,0.02080491725640387,0.010474378191877723,0.09,103.0,0.43672,1.1698,0.0033249154672702033,0.00835521180994567,0.02298764601531632,0.015319564366426605,0.00766808164888971,0.13,103.0,0.43672,1.2797,0.98
91,0.9,0.0055958946069275504,0.014155841296766159,0.0391090114577494,0.026115697916063444,0.012993313541685947,0.06,103.0,0.43672,1.0869,0.0044331830603855996,0.01113040249327402,0.030902161284720737,0.02059520507877278,0.010306956205947956,0.09,103.0,0.43672,1.1766,0.003243931694367663,0.008260714847483095,0.022609339529391665,0.015116863158630011,0.007492476370761653,0.13,103.0,0.43672,1.2876,0.98
92,0.91,0.005454238625919392,0.01394316598936396,0.038388915360931336,0.02569386364714056,0.012695051713790775,0.06,103.0,0.43672,1.0958,0.004317410885214915,0.010992580006250837,0.030369296314596013,0.020308601283737595,0.010060695030858413,0.09,103.0,0.43672,1.1849,0.0031734967150435583,0.008157638477705497,0.02227156880795665,0.014925478738457364,0.007346090069499288,0.13,103.0,0.43672,1.2981,0.98
93,0.92,0.005365288327848211,0.013883012612414852,0.038128938366725526,0.025586453671537498,0.012542484695188033,0.06,103.0,0.43672,1.1036,0.0042300013309822726,0.010867606808714054,0.02995140540763961,0.020075290976449382,0.00987611443119023,0.09,103.0,0.43672,1.1918,0.0030892251550981493,0.008048607125882857,0.021913395203178112,0.014729619216586231,0.007183775986591878,0.13,103.0,0.43672,1.3018,0.98
94,0.93,0.005231082019673208,0.013693843530732065,0.03747846763249318,0.02521388067692338,0.012264586955569803,0.06,103.0,0.43672,1.1124,0.00412395035574623,0.010730587371926028,0.029473904821196894,0.019807329230486413,0.009666575590710484,0.09,103.0,0.43672,1.2007,0.0030319121061163717,0.007940679063968678,0.021563863933586287,0.01451652558816838,0.00704733834541791,0.13,103.0,0.43672,1.3063,0.98
95,0.94,0.005096708250090832,0.013528571518552308,0.036894499273174106,0.024904758098360315,0.011989741174813799,0.06,103.0,0.43672,1.1185,0.0040362699639266515,0.010617070304807056,0.029093459780377053,0.01959470380205691,0.009498755978320138,0.09,103.0,0.43672,1.2062,0.002961305212633045,0.007842676478486002,0.021243322663569094,0.014338923887291032,0.00690439877627806,0.13,103.0,0.43672,1.3179,0.98
96,0.95,0.004981017899764849,0.013367181813726405,0.036305087319421725,0.02456916643205374,0.01173592088736799,0.06,103.0,0.43672,1.1294,0.003924226024088789,0.010474443148735293,0.02858519965730206,0.01931918646758175,0.00926601318972032,0.09,103.0,0.43672,1.2181,0.002869127859696011,0.007736924233335752,0.020852780492569507,0.014128365698611119,0.006724414793958388,0.13,103.0,0.43672,1.3284,0.98
97,0.96,0.004858099085128125,0.013258557142469764,0.03585990687031452,0.024355474138737804,0.011504432731576711,0.06,103.0,0.43672,1.138,0.003844403809736232,0.01037557726229587,0.0282067017840186,0.01912067591244887,0.009086025871569729,0.09,103.0,0.43672,1.2259,0.002804580148384701,0.0076345517947060655,0.02052467639867962,0.013933888790077857,0.00659078760860176,0.13,103.0,0.43672,1.3364,0.98
98,0.97,0.004713472755913607,0.013087116298453313,0.03520515459213273,0.02401274311811373,0.01119241147401898,0.06,103.0,0.43672,1.1443,0.0037324363097156863,0.010232068756667271,0.02769682424933445,0.01883812264906091,0.008858701600273538,0.09,103.0,0.43672,1.2332,0.0027299424327832116,0.007542345700301893,0.020195920955200293,0.013758918535444288,0.006437002419756006,0.13,103.0,0.43672,1.3435,0.98
99,0.98,0.004642297010510391,0.012959990007288867,0.03481027336414171,0.023768609997567657,0.011041663366574063,0.06,103.0,0.43672,1.1541,0.003651197348855585,0.010123011710931235,0.027312146880668575,0.01862305253145791,0.00868909434921067,0.09,103.0,0.43672,1.2425,0.0026503743985741945,0.007436341598182199,0.01982119638201835,0.013549188403376697,0.006272007978641651,0.13,103.0,0.43672,1.356,0.98
100,0.99,0.0045421080614222115,0.012832959917193229,0.03440467693933288,0.02355383576131862,0.010850841178014261,0.06,103.0,0.43672,1.164,0.0035498751109696294,0.010002871834517965,0.026885420578465335,0.01839599585364088,0.008489424724824468,0.09,103.0,0.43672,1.2549,0.002581545480705379,0.007334237652264492,0.019483654534271266,0.01336006601890302,0.006123588515368246,0.13,103.0,0.43672,1.3629,0.98
101,1.0,0.004384227223526389,0.012661114696610057,0.033725765888065244,0.02320307740790415,0.010522688480161094,0.06,103.0,0.43672,1.1745,0.003442658256656739,0.009870565780917813,0.026401625892087312,0.018136395235269078,0.008265230656818234,0.09,103.0,0.43672,1.2619,0.0025094529214962804,0.007246220169949868,0.01916340969521962,0.013190523890809653,0.005972885804409969,0.13,103.0,0.43672,1.3738,0.98
102,1.01,0.0042781334440942995,0.012535102808195949,0.033255802082497045,0.022952392039748106,0.010303410042748937,0.06,103.0,0.43672,1.186,0.003346071061711103,0.009755745766126705,0.025979689808113812,0.017910608420986438,0.008069081387127374,0.09,103.0,0.43672,1.2732,0.0024295041942783238,0.007141055955997353,0.018795569238127804,0.012986051518612542,0.00580951771951526,0.13,103.0,0.43672,1.3822,0.98
103,1.02,0.004108620833408515,0.012381770590655018,0.0325961565171149,0.022639876524027925,0.009956279993086972,0.06,103.0,0.43672,1.1949,0.0032533937067430146,0.009626233649509767,0.02553268423018657,0.017664414616999014,0.007868269613187555,0.09,103.0,0.43672,1.2863,0.002365670953330506,0.0070491285170292154,0.018494222696431174,0.01281807576288055,0.005676146933550625,0.13,103.0,0.43672,1.3933,0.98
104,1.03,0.004028776302956285,0.012272706539808623,0.03224207394901601,0.02243729643301107,0.009804777516004937,0.06,103.0,0.43672,1.2054,0.00316897073272394,0.009524932497174345,0.025173632407585394,0.017467644111481176,0.007705988296104217,0.09,103.0,0.43672,1.2922,0.0022928763954859713,0.006944329557937388,0.018122827701513806,0.012604010066195768,0.005518817635318037,0.13,103.0,0.43672,1.4044,0.98
105,1.04,0.0038792066192675115,0.012078580672462627,0.03156414767126099,0.022064475751746693,0.009499671919514303,0.06,103.0,0.43672,1.2164,0.0030496831862873034,0.009378306888352958,0.02465654599384283,0.017189308789976376,0.007467237203866453,0.09,103.0,0.43672,1.3055,0.0022223561656541137,0.006853873394695281,0.017813261194321448,0.012438310131464616,0.005374951062856833,0.13,103.0,0.43672,1.418,0.98
106,1.05,0.003793444131129943,0.011962739772043375,0.031115866863247757,0.021822493170309248,0.00929337369293851,0.06,103.0,0.43672,1.2287,0.002971908566618931,0.009282530952876164,0.02428884857836088,0.016994406177884006,0.007294442400476869,0.09,103.0,0.43672,1.321,0.00214301217861968,0.006754796589945796,0.017460219394797655,0.012244619554370185,0.005215599840427472,0.13,103.0,0.43672,1.4275,0.98
107,1.06,0.0036645210678439935,0.011816247672000865,0.03057640403794776,0.021538721026811848,0.009037683011135908,0.06,103.0,0.43672,1.2408,0.0028812279047052748,0.00917408336191901,0.02388848392185348,0.016787507474489805,0.007100976447363679,0.09,103.0,0.43672,1.3301,0.002079650590699122,0.0066559495733082355,0.017125003365898832,0.012048801390095041,0.005076201975803784,0.13,103.0,0.43672,1.4426,0.98
108,1.07,0.0035747828823765376,0.011690848467337978,0.0301291924855853,0.021280930710020077,0.008848261775565225,0.06,103.0,0.43672,1.2534,0.0027761247579041136,0.009023627117529102,0.023365139883862213,0.016490171968988786,0.006874967914873428,0.09,103.0,0.43672,1.3464,0.002011687189739686,0.006562756796315191,0.01681057172012694,0.0118752826665963,0.004935289053530642,0.13,103.0,0.43672,1.454,0.98
109,1.08,0.0033897030485454836,0.011510965936595608,0.0294178974735581,0.020945452652918667,0.00847244482063943,0.06,103.0,0.43672,1.2646,0.0026827403009901745,0.008932124596806694,0.02298881186451902,0.0163069244925598,0.006681887371959223,0.09,103.0,0.43672,1.355,0.0019265582360141168,0.006472038588548781,0.01645091724174818,0.011694593627371335,0.004756323614376843,0.13,103.0,0.43672,1.4698,0.98
110,1.09,0.003283725701213781,0.011397662169240048,0.02899703737246022,0.020729577173173492,0.008267460199286725,0.06,103.0,0.43672,1.281,0.0025791198437295827,0.008786531316946136,0.022493880459879784,0.016031735407472117,0.006462145052407667,0.09,103.0,0.43672,1.3702,0.0018626760181114114,0.006376427086408207,0.016127475774120877,0.011515038859566229,0.004612436914554645,0.13,103.0,0.43672,1.4829,0.98
111,1.1,0.003182623684879043,0.01124668132608848,0.02849372560174399,0.02043144884140112,0.008062276760342872,0.06,103.0,0.43672,1.2947,0.0025016253239964516,0.008683792865286024,0.022132708727030853,0.015825360688396725,0.006307348038634128,0.09,103.0,0.43672,1.3872,0.0017876449700493695,0.006287094398824816,0.015788311835948473,0.011337364815310764,0.004450947020637707,0.13,103.0,0.43672,1.5003,0.98
112,1.11,0.0030509918026126073,0.011126045826792287,0.027945821515197228,0.020183066125993136,0.007762755389204093,0.06,103.0,0.43672,1.3085,0.0023863514272029806,0.008545545009922828,0.02161442966287149,0.015557644802550832,0.006056784860320658,0.09,103.0,0.43672,1.4034,0.0017213549783080054,0.006185185556129154,0.0154678670981732,0.011147661976218505,0.004320205121954694,0.13,103.0,0.43672,1.5157,0.98
113,1.12,0.0029183214287231093,0.010983714776423823,0.027384376131230737,0.019892479642951395,0.0074918964882793445,0.06,103.0,0.43672,1.3239,0.0023036766860558998,0.008446909847869874,0.0212604587406669,0.015367507689584102,0.005892951051082798,0.09,103.0,0.43672,1.4188,0.0016378683196314843,0.006092937513008109,0.015097625990948833,0.0109612317795219,0.004136394211426935,0.13,103.0,0.43672,1.5353,0.98
114,1.13,0.002832946631985056,0.010840200283029443,0.026917922810470177,0.019620874645910263,0.007297048164559911,0.06,103.0,0.43672,1.346,0.002182598850209458,0.00832824138897114,0.020731123365529815,0.01511298951519127,0.005618133850338548,0.09,103.0,0.43672,1.4416,0.0015614420682785886,0.006004409056944972,0.014756512208856652,0.01078740562135884,0.003969106587497814,0.13,103.0,0.43672,1.5581,0.98
115,1.14,0.0026575530650952816,0.01068353045113574,0.02624792696859845,0.019312666864137972,0.006935260104460484,0.06,103.0,0.43672,1.3634,0.0020831183775072365,0.0082011057208084,0.020272753674276157,0.014869119280320342,0.0054036343939558125,0.09,103.0,0.43672,1.4649,0.0014906673977446044,0.00590918276851034,0.014393256973581042,0.010593457131241204,0.003799799842339838,0.13,103.0,0.43672,1.5875,0.98
116,1.15,0.002566381655327611,0.01056304172301831,0.025732025895642736,0.01903830741171539,0.006693718483927347,0.06,30.0,0.1272,0.48325,0.00201193800327,0.008092863037883648,0.01987168603558137,0.014650722871071303,0.00522096316451007,0.09,30.0,0.1272,0.55296,0.001423472951135905,0.005813158578968161,0.014047922892362043,0.010405659254374101,0.0036422636379879417,0.13,30.0,0.1272,0.63985,0.98
117,1.16,0.002563652042842578,0.01054510738336055,0.025718318445699044,0.019021427967523357,0.006696890478175683,0.06,30.0,0.1272,0.482,0.0019877875095174018,0.00809494287701935,0.019817617681494575,0.014642064699003246,0.005175552982491333,0.09,30.0,0.1272,0.55099,0.001423286368481858,0.005820969380264107,0.014042028740593031,0.01040788511934324,0.0036341436212497915,0.13,30.0,0.1272,0.63675,0.98
118,1.17,0.002490862284155542,0.010433449176989724,0.02533809088032482,0.018797869449886213,0.006540221430438606,0.06,30.0,0.1272,0.47997,0.0019574435249532967,0.00801669575362039,0.019589390992487125,0.014485416025378475,0.0051039749671086525,0.09,30.0,0.1272,0.55034,0.0013902122622264854,0.005741557780031452,0.013804449962523915,0.010247744436619842,0.0035567055259040736,0.13,30.0,0.1272,0.63425,0.98
119,1.18,0.0024924775274040144,0.010432563572133036,0.025331526884451415,0.018783913302175832,0.006547613582275583,0.06,30.0,0.1272,0.47913,0.001923082467990988,0.007959954842114803,0.01937240586302065,0.014352772960640017,0.005019632902380633,0.09,30.0,0.1272,0.54628,0.0013759062948309627,0.005708559259163452,0.01369572448093422,0.010176941137242511,0.003518783343691709,0.13,30.0,0.1272,0.63466,0.98
120,1.19,0.0024670160698986214,0.010373574114936624,0.02513066633288679,0.01865269639747118,0.006477969935415612,0.06,30.0,0.1272,0.48164,0.0019146858342023118,0.00792564109771775,0.019271774089397682,0.014285382757833275,0.004986391331564406,0.09,30.0,0.1272,0.54741,0.0013543345586858465,0.005677761856950617,0.013583806053797526,0.01011436660492026,0.003469439448877266,0.13,30.0,0.1272,0.63287,0.98
121,1.2,0.002407401442929011,0.01033494947683865,0.024928126780029484,0.018571786909878422,0.006356339870151063,0.06,30.0,0.1272,0.48015,0.0018660021781169828,0.007872972470551893,0.019076340592139165,0.014179220789416469,0.004897119802722696,0.09,30.0,0.1272,0.55028,0.0013314502525598698,0.005633715867966671,0.013456282210671295,0.010028783669547972,0.0034274985411233212,0.13,30.0,0.1272,0.63222,0.98
122,1.21,0.0023582050186018036,0.010254782906407573,0.02466675790501598,0.018415130745585612,0.0062516271594303665,0.06,30.0,0.1272,0.48391,0.0018567491305116388,0.007829836954998894,0.018976618982894603,0.014108029034081288,0.0048685899488133165,0.09,30.0,0.1272,0.54873,0.0013204020232525917,0.005607232571039484,0.013371265771204201,0.009974067051433317,0.0033971987197708867,0.13,30.0,0.1272,0.63019,0.98
123,1.22,0.002336278683784647,0.010200931240728824,0.024510795665551904,0.018309174253092354,0.006201621412459549,0.06,30.0,0.1272,0.48319,0.0018279739299360517,0.007783576682751782,0.018804048368101033,0.014008121325501457,0.004795927042599574,0.09,30.0,0.1272,0.54628,0.0013054962542447819,0.005561238505305825,0.013250263622337936,0.009887982481560996,0.0033622811407769387,0.13,30.0,0.1272,0.63049,0.98
124,1.23,0.002336958375458107,0.010181188753765322,0.02447004321099661,0.018271787357649658,0.006198255853346954,0.06,30.0,0.1272,0.4811,0.001806445301530188,0.007750089199708669,0.018713809318286263,0.013945325137036758,0.004768484181249507,0.09,30.0,0.1272,0.54497,0.001286910973717457,0.005537755235802407,0.01315612657384259,0.009839423383880132,0.0033167031899624605,0.13,30.0,0.1272,0.63144,0.98
125,1.24,0.0022931292938884896,0.010108497387010175,0.02420739622352228,0.01811506705085374,0.0060923291726685345,0.06,30.0,0.1272,0.48325,0.0017855482150784963,0.007718870980230099,0.018603043056297678,0.013879941661911916,0.004723101394385763,0.09,30.0,0.1272,0.54908,0.0012678625518464234,0.005496122662332995,0.013012871397417296,0.00974841796784374,0.003264453429573555,0.13,30.0,0.1272,0.6318,0.98
