T1-NIR-Channel(X)	T1-NIR-Channel(Y)
3277	2651
3278	2570
3279	2529
3280	2579
3281	2516
3282	2558
3283	2508
3284	2595
3285	2474
3286	2485
3287	2524
3288	2481
3289	2598
3290	2522
3291	2539
3292	2611
3293	2391
3294	2540
3295	2640
3296	2520
3297	2499
3298	2557
3299	2534
3300	2498
3301	2501
3302	2552
3303	2491
3304	2524
3305	2363
3306	2510
3307	2584
3308	2490
3309	2479
3310	2425
3311	2510
3312	2548
3313	2520
3314	2485
3315	2448
3316	2516
3317	2403
3318	2598
3319	2436
3320	2537
3321	2439
3322	2387
3323	2448
3324	2471
3325	2470
3326	2571
3327	2432
3328	2531
3329	2499
3330	2559
3331	2602
3332	2539
3333	2540
3334	2555
3335	2439
3336	2413
3337	2583
3338	2539
3339	2566
3340	2585
3341	2630
3342	2428
3343	2446
3344	2560
3345	2435
3346	2516
3347	2478
3348	2549
3349	2498
3350	2616
3351	2522
3352	2438
3353	2524
3354	2396
3355	2483
3356	2465
3357	2572
3358	2516
3359	2452
3360	2517
3361	2541
3362	2521
3363	2454
3364	2469
3365	2490
3366	2471
3367	2470
3368	2472
3369	2525
3370	2578
3371	2552
3372	2551
3373	2467
3374	2530
3375	2502
3376	2456
3377	2599
3378	2597
3379	2548
3380	2446
3381	2453
3382	2488
3383	2583
3384	2447
3385	2404
3386	2368
3387	2429
3388	2446
3389	2487
3390	2503
3391	2517
3392	2652
3393	2493
3394	2477
3395	2551
3396	2461
3397	2595
3398	2412
3399	2354
3400	2645
3401	2470
3402	2410
3403	2513
3404	2482
3405	2477
3406	2411
3407	2457
3408	2538
3409	2444
3410	2481
3411	2436
3412	2537
3413	2429
3414	2485
3415	2464
3416	2562
3417	2501
3418	2487
3419	2438
3420	2483
3421	2532
3422	2651
3423	2553
3424	2476
3425	2534
3426	2554
3427	2482
3428	2394
3429	2528
3430	2581
3431	2599
3432	2607
3433	2488
3434	2367
3435	2409
3436	2486
3437	2528
3438	2556
3439	2457
3440	2415
3441	2591
3442	2559
3443	2523
3444	2507
3445	2555
3446	2662
3447	2531
3448	2475
3449	1595
3450	1554
3451	1464
3452	1718
3453	1604
3454	1606
3455	1545
3456	1547
3457	1622
3458	1580
3459	1673
3460	1553
3461	1523
3462	1657
3463	1563
3464	1581
3465	1667
3466	1558
3467	1564
3468	1595
3469	1489
3470	1483
3471	1564
3472	1580
3473	1566
3474	1522
3475	1546
3476	1529
3477	1583
3478	1488
3479	1563
3480	1512
3481	1555
3482	1514
3483	1563
3484	1574
3485	1540
3486	1587
3487	1476
3488	1525
3489	1541
3490	1529
3491	1537
3492	1572
3493	1528
3494	1485
3495	1565
3496	1419
3497	1408
3498	1519
3499	1507
3500	1485
3501	1541
3502	1476
3503	1547
3504	1529
3505	1559
3506	1499
3507	1545
3508	1495
3509	1567
3510	1538
3511	1488
3512	1480
3513	1576
3514	1600
3515	1542
3516	1480
3517	1570
3518	1488
3519	1573
3520	1585
3521	1485
3522	1495
3523	1589
3524	1550
3525	1533
3526	1588
3527	1576
3528	1548
3529	1483
3530	1555
3531	1518
3532	1488
3533	1567
3534	1611
3535	1451
3536	1617
3537	1575
3538	1538
3539	1586
3540	1479
3541	1489
3542	1422
3543	1490
3544	1561
3545	1497
3546	1614
3547	1497
3548	1460
3549	1571
3550	1534
3551	1524
3552	1519
3553	1624
3554	1546
3555	1520
3556	1465
3557	1509
3558	1444
3559	1453
3560	1574
3561	1437
3562	1544
3563	1635
3564	1501
3565	1573
3566	1576
3567	1540
3568	1506
3569	1542
3570	1509
3571	1522
3572	1576
3573	1410
3574	1534
3575	1546
3576	1504
3577	1511
3578	1583
3579	1526
3580	1451
3581	1550
3582	1427
3583	1474
3584	1505
3585	1522
3586	1491
3587	1505
3588	1504
3589	1480
3590	1491
3591	1488
3592	1444
3593	1530
3594	1543
3595	1055
3596	1003
3597	948
3598	1025
3599	1043
3600	1085
3601	1020
3602	1007
3603	1016
3604	1023
3605	995
3606	993
3607	984
3608	1003
3609	1039
3610	991
3611	1022
3612	1008
3613	1015
3614	938
3615	997
3616	954
3617	1015
3618	946
3619	1005
3620	993
3621	1051
3622	1027
3623	997
3624	1000
3625	982
3626	985
3627	990
3628	1025
3629	977
3630	1019
3631	953
3632	1005
3633	951
3634	901
3635	996
3636	1014
3637	992
3638	983
3639	990
3640	1012
3641	1005
3642	969
3643	1007
3644	1012
3645	1087
3646	1026
3647	1046
3648	977
3649	960
3650	1015
3651	1098
3652	1004
3653	1032
3654	913
3655	996
3656	1043
3657	1014
3658	1013
3659	1025
3660	981
3661	1030
3662	1002
3663	1015
3664	944
3665	1051
3666	996
3667	1057
3668	984
3669	1025
3670	1028
3671	1004
3672	962
3673	1067
3674	993
3675	1032
3676	1008
3677	966
3678	1005
3679	1008
3680	1039
3681	1023
3682	1037
3683	1091
3684	1080
3685	972
3686	988
3687	1007
3688	977
3689	972
3690	1042
3691	1056
3692	1023
3693	1006
3694	1008
3695	1047
3696	963
3697	1079
3698	959
3699	990
3700	1012
3701	1036
3702	1045
3703	964
3704	1027
3705	1001
3706	998
3707	1021
3708	1069
3709	1060
3710	990
3711	1046
3712	987
3713	966
3714	1001
3715	948
3716	1022
3717	1059
3718	1036
3719	1003
3720	1036
3721	1074
3722	1060
3723	1060
3724	1006
3725	1006
3726	977
3727	1029
3728	1050
3729	1041
3730	987
3731	1046
3732	1038
3733	994
3734	1032
3735	1046
3736	982
3737	1015
3738	1048
3739	1056
3740	785
3741	765
3742	834
3743	795
3744	758
3745	774
3746	760
3747	774
3748	800
3749	772
3750	764
3751	741
3752	775
3753	698
3754	744
3755	753
3756	770
3757	757
3758	679
3759	736
3760	740
3761	781
3762	746
3763	692
3764	727
3765	861
3766	753
3767	723
3768	717
3769	723
3770	752
3771	770
3772	689
3773	732
3774	770
3775	789
3776	744
3777	731
3778	763
3779	732
3780	776
3781	795
3782	742
3783	765
3784	782
3785	741
3786	756
3787	683
3788	712
3789	670
3790	765
3791	760
3792	758
3793	775
3794	768
3795	764
3796	766
3797	765
3798	722
3799	753
3800	737
3801	758
3802	785
3803	750
3804	779
3805	768
3806	694
3807	802
3808	770
3809	767
3810	749
3811	706
3812	767
3813	760
3814	726
3815	752
3816	766
3817	737
3818	730
3819	745
3820	770
3821	732
3822	745
3823	754
3824	690
3825	737
3826	783
3827	775
3828	808
3829	774
3830	739
3831	737
3832	789
3833	713
3834	758
3835	726
3836	766
3837	767
3838	724
3839	736
3840	740
3841	746
3842	722
3843	758
3844	727
3845	773
3846	789
3847	805
3848	727
3849	792
3850	808
3851	766
3852	781
3853	761
3854	741
3855	805
3856	779
3857	752
3858	786
3859	776
3860	732
3861	706
3862	797
3863	765
3864	800
3865	771
3866	730
3867	773
3868	809
3869	722
3870	757
3871	736
3872	756
3873	771
3874	702
3875	743
3876	777
3877	757
3878	777
3879	724
3880	734
3881	726
3882	778
3883	795
3884	445
3885	402
3886	419
3887	425
3888	442
3889	415
3890	384
3891	421
3892	382
3893	409
3894	430
3895	405
3896	406
3897	395
3898	470
3899	402
3900	363
3901	407
3902	420
3903	427
3904	395
3905	403
3906	398
3907	413
3908	419
3909	439
3910	446
3911	405
3912	386
3913	419
3914	384
3915	461
3916	411
3917	423
3918	445
3919	406
3920	417
3921	407
3922	407
3923	424
3924	411
3925	438
3926	366
3927	382
3928	367
3929	395
3930	404
3931	361
3932	368
3933	397
3934	442
3935	475
3936	383
3937	425
3938	405
3939	443
3940	400
3941	404
3942	425
3943	422
3944	422
3945	394
3946	388
3947	424
3948	404
3949	390
3950	403
3951	412
3952	390
3953	433
3954	384
3955	374
3956	457
3957	413
3958	447
3959	397
3960	370
3961	382
3962	412
3963	403
3964	393
3965	396
3966	395
3967	415
3968	389
3969	399
3970	409
3971	408
3972	402
3973	415
3974	399
3975	381
3976	388
3977	438
3978	408
3979	426
3980	409
3981	417
3982	449
3983	439
3984	353
3985	411
3986	414
3987	380
3988	398
3989	389
3990	408
3991	404
3992	421
3993	440
3994	348
3995	392
3996	442
3997	393
3998	402
3999	388
4000	396
4001	412
4002	413
4003	402
4004	420
4005	424
4006	402
4007	443
4008	409
4009	423
4010	381
4011	429
4012	401
4013	410
4014	388
4015	401
4016	417
4017	397
4018	405
4019	428
4020	429
4021	390
4022	427
4023	425
4024	422
4025	419
4026	368
4027	450
4028	480
4029	479
4030	444
4031	468
4032	439
4033	450
4034	431
4035	451
4036	441
4037	466
4038	437
4039	455
4040	456
4041	436
4042	447
4043	441
4044	451
4045	474
4046	456
4047	415
4048	441
4049	477
4050	475
4051	433
4052	433
4053	461
4054	487
4055	463
4056	442
4057	419
4058	465
4059	437
4060	458
4061	469
4062	421
4063	442
4064	423
4065	435
4066	463
4067	408
4068	451
4069	489
4070	449
4071	464
4072	453
4073	438
4074	415
4075	424
4076	421
4077	413
4078	484
4079	494
4080	455
4081	425
4082	431
4083	463
4084	436
4085	476
4086	476
4087	432
4088	475
4089	418
4090	439
4091	456
4092	463
4093	418
4094	432
4095	475
4096	421
4097	393
4098	438
4099	392
4100	425
4101	444
4102	420
4103	452
4104	443
4105	442
4106	425
4107	429
4108	422
4109	446
4110	429
4111	453
4112	413
4113	433
4114	425
4115	461
4116	474
4117	434
4118	460
4119	436
4120	474
4121	463
4122	490
4123	475
4124	423
4125	438
4126	453
4127	435
4128	409
4129	436
4130	407
4131	501
4132	442
4133	527
4134	449
4135	428
4136	400
4137	481
4138	447
4139	444
4140	430
4141	432
4142	412
4143	479
4144	468
4145	431
4146	402
4147	450
4148	466
4149	501
4150	414
4151	462
4152	405
4153	449
4154	392
4155	411
4156	446
4157	460
4158	401
4159	452
4160	441
4161	415
4162	439
4163	439
4164	455
4165	479
4166	405
4167	443
4168	421
4169	475
4170	484
4171	396
4172	449
4173	430
4174	439
4175	475
4176	447
4177	460
4178	426
4179	478
4180	450
4181	489
4182	444
4183	455
4184	467
4185	417
4186	422
4187	430
4188	437
4189	434
4190	477
4191	448
4192	460
4193	439
4194	468
4195	431
4196	406
4197	461
4198	446
4199	460
4200	439
4201	431
4202	469
4203	461
4204	423
4205	440
4206	430
4207	410
4208	449
4209	426
4210	419
4211	453
4212	436
4213	470
4214	428
4215	430
4216	448
4217	450
4218	446
4219	388
4220	413
4221	414
4222	436
4223	430
4224	425
4225	441
4226	418
4227	464
4228	440
4229	393
4230	388
4231	451
4232	420
4233	431
4234	433
4235	470
4236	439
4237	444
4238	457
4239	460
4240	421
4241	460
4242	414
4243	460
4244	392
4245	442
4246	435
4247	424
4248	381
4249	431
4250	453
4251	393
4252	431
4253	427
4254	493
4255	436
4256	465
4257	415
4258	409
4259	406
4260	469
4261	442
4262	439
4263	438
4264	488
4265	431
4266	429
4267	425
4268	419
4269	465
4270	384
4271	417
4272	431
4273	435
4274	467
4275	445
4276	421
4277	440
4278	461
4279	456
4280	440
4281	412
4282	452
4283	453
4284	417
4285	434
4286	415
4287	435
4288	411
4289	421
4290	453
4291	440
4292	457
4293	407
4294	436
4295	440
4296	431
4297	443
4298	429
4299	439
4300	459
4301	467
4302	406
4303	424
4304	442
4305	441
4306	430
4307	398
4308	415
4309	446
4310	425
4311	445
4312	416
4313	448
4314	446
4315	418
4316	476
4317	527
4318	545
4319	539
4320	530
4321	496
4322	543
4323	511
4324	497
4325	524
4326	520
4327	476
4328	508
4329	544
4330	479
4331	530
4332	551
4333	466
4334	512
4335	515
4336	556
4337	504
4338	517
4339	540
4340	530
4341	543
4342	559
4343	494
4344	561
4345	544
4346	497
4347	545
4348	486
4349	512
4350	499
4351	569
4352	518
4353	476
4354	490
4355	546
4356	526
4357	546
4358	533
4359	541
4360	523
4361	492
4362	477
4363	557
4364	438
4365	465
4366	495
4367	485
4368	561
4369	563
4370	574
4371	543
4372	545
4373	456
4374	543
4375	537
4376	564
4377	512
4378	538
4379	528
4380	485
4381	533
4382	517
4383	509
4384	501
4385	514
4386	576
4387	536
4388	513
4389	534
4390	507
4391	532
4392	542
4393	541
4394	526
4395	520
4396	483
4397	518
4398	534
4399	522
4400	564
4401	510
4402	500
4403	456
4404	463
4405	539
4406	546
4407	518
4408	550
4409	539
4410	531
4411	488
4412	478
4413	532
4414	530
4415	506
4416	543
4417	498
4418	505
4419	530
4420	479
4421	499
4422	467
4423	551
4424	489
4425	529
4426	510
4427	531
4428	502
4429	492
4430	525
4431	517
4432	554
4433	522
4434	549
4435	543
4436	550
4437	517
4438	544
4439	550
4440	546
4441	505
4442	486
4443	520
4444	547
4445	547
4446	506
4447	476
4448	531
4449	543
4450	558
4451	527
4452	508
4453	613
4454	523
4455	526
4456	545
4457	526
4458	563
4459	521
4460	527
4461	532
4462	513
4463	521
4464	479
4465	505
4466	476
4467	484
4468	497
4469	446
4470	485
4471	482
4472	509
4473	490
4474	507
4475	476
4476	468
4477	470
4478	467
4479	476
4480	458
4481	451
4482	481
4483	474
4484	479
4485	475
4486	458
4487	491
4488	439
4489	467
4490	429
4491	419
4492	475
4493	515
4494	463
4495	452
4496	479
4497	506
4498	499
4499	522
4500	501
4501	502
4502	467
4503	511
4504	449
4505	462
4506	448
4507	461
4508	478
4509	485
4510	496
4511	492
4512	426
4513	453
4514	435
4515	483
4516	477
4517	480
4518	461
4519	483
4520	452
4521	526
4522	495
4523	495
4524	496
4525	438
4526	506
4527	467
4528	479
4529	441
4530	412
4531	481
4532	493
4533	486
4534	464
4535	484
4536	480
4537	470
4538	496
4539	486
4540	477
4541	447
4542	487
4543	477
4544	466
4545	453
4546	474
4547	486
4548	457
4549	475
4550	506
4551	527
4552	480
4553	449
4554	469
4555	452
4556	462
4557	509
4558	530
4559	503
4560	482
4561	502
4562	478
4563	489
4564	470
4565	474
4566	465
4567	465
4568	496
4569	448
4570	445
4571	507
4572	481
4573	476
4574	500
4575	466
4576	499
4577	497
4578	482
4579	475
4580	458
4581	494
4582	499
4583	483
4584	473
4585	479
4586	486
4587	468
4588	495
4589	498
4590	481
4591	494
4592	495
4593	498
4594	501
4595	459
4596	457
4597	512
4598	476
4599	474
4600	457
4601	508
4602	464
4603	499
4604	474
4605	469
4606	469
4607	449
4608	199
4609	215
4610	170
4611	203
4612	205
4613	211
4614	186
4615	233
4616	223
4617	178
4618	188
4619	186
4620	205
4621	206
4622	181
4623	181
4624	204
4625	202
4626	219
4627	206
4628	210
4629	194
4630	193
4631	211
4632	195
4633	199
4634	206
4635	172
4636	185
4637	187
4638	173
4639	188
4640	199
4641	196
4642	217
4643	201
4644	191
4645	162
4646	205
4647	160
4648	204
4649	181
4650	189
4651	196
4652	205
4653	211
4654	185
4655	188
4656	169
4657	184
4658	200
4659	175
4660	186
4661	159
4662	196
4663	177
4664	196
4665	184
4666	190
4667	176
4668	195
4669	182
4670	194
4671	195
4672	193
4673	167
4674	174
4675	190
4676	182
4677	168
4678	184
4679	184
4680	204
4681	189
4682	198
4683	184
4684	182
4685	171
4686	176
4687	172
4688	173
4689	178
4690	184
4691	199
4692	167
4693	215
4694	181
4695	197
4696	199
4697	190
4698	179
4699	184
4700	191
4701	191
4702	199
4703	210
4704	182
4705	175
4706	207
4707	179
4708	188
4709	218
4710	211
4711	203
4712	187
4713	192
4714	185
4715	153
4716	207
4717	187
4718	190
4719	197
4720	213
4721	212
4722	193
4723	195
4724	180
4725	193
4726	203
4727	174
4728	155
4729	188
4730	190
4731	206
4732	221
4733	156
4734	210
4735	186
4736	178
4737	200
4738	200
4739	206
4740	179
4741	212
4742	187
4743	196
4744	211
4745	185
4746	223
4747	200
4748	197
4749	180
4750	199
4751	212
4752	208
