,depths,Eu_480.0,Ed_480.0,Eo_480.0,a_480.0,b_480.0,bb_480.0,Eu_540.0,Ed_540.0,Eo_540.0,a_540.0,b_540.0,bb_540.0,Eu_600.0,Ed_600.0,Eo_600.0,a_600.0,b_600.0,bb_600.0
27,0.26,0.048722,0.05882,0.22104,0.043,1070.0,0.8132,0.00025722,0.0077297,0.014456,0.066613,1070.0,0.8132,4.5621e-05,0.0061392,0.010836,0.11822,1070.0,0.8132
28,0.27,0.047944,0.057948,0.21765,0.043,1070.0,0.8132,0.00025471,0.0076541,0.014314,0.066613,1070.0,0.8132,4.5045e-05,0.0060619,0.010699,0.11822,1070.0,0.8132
29,0.28,0.047172,0.057084,0.21429,0.043,1070.0,0.8132,0.00025218,0.0075783,0.014173,0.066613,1070.0,0.8132,4.4466e-05,0.0059841,0.010562,0.11822,1070.0,0.8132
30,0.29,0.046408,0.056229,0.21096,0.043,1070.0,0.8132,0.00024965,0.0075024,0.014031,0.066613,1070.0,0.8132,4.3886e-05,0.0059059,0.010424,0.11822,1070.0,0.8132
31,0.3,0.04565,0.055382,0.20766,0.043,1070.0,0.8132,0.00024712,0.0074263,0.013888,0.066613,1070.0,0.8132,4.3304e-05,0.0058275,0.010286,0.11822,1070.0,0.8132
32,0.31,0.044899,0.054543,0.2044,0.043,1070.0,0.8132,0.00024458,0.0073501,0.013746,0.066613,1070.0,0.8132,4.2717e-05,0.0057488,0.010146,0.11822,1070.0,0.8132
33,0.32,0.044155,0.053711,0.20116,0.043,1070.0,0.8132,0.00024205,0.0072738,0.013603,0.066613,1070.0,0.8132,4.2131e-05,0.00567,0.010007,0.11822,1070.0,0.8132
34,0.33,0.043417,0.052888,0.19795,0.043,1070.0,0.8132,0.00023951,0.0071975,0.01346,0.066613,1070.0,0.8132,4.1546e-05,0.0055912,0.0098682,0.11822,1070.0,0.8132
35,0.34,0.042685,0.052072,0.19477,0.043,1070.0,0.8132,0.00023697,0.0071212,0.013317,0.066613,1070.0,0.8132,4.096e-05,0.0055123,0.0097289,0.11822,1070.0,0.8132
36,0.35000000000000003,0.041959,0.051264,0.19161,0.043,1070.0,0.8132,0.00023443,0.0070449,0.013175,0.066613,1070.0,0.8132,4.0374e-05,0.0054335,0.0095898,0.11822,1070.0,0.8132
37,0.36,0.041239,0.050463,0.18849,0.043,1070.0,0.8132,0.00023189,0.0069687,0.013032,0.066613,1070.0,0.8132,3.979e-05,0.0053547,0.009451,0.11822,1070.0,0.8132
38,0.37,0.040526,0.049669,0.18539,0.043,1070.0,0.8132,0.00022936,0.0068926,0.01289,0.066613,1070.0,0.8132,3.9207e-05,0.0052762,0.0093126,0.11822,1070.0,0.8132
39,0.38,0.039818,0.048883,0.18232,0.043,1070.0,0.8132,0.00022684,0.0068166,0.012748,0.066613,1070.0,0.8132,3.8624e-05,0.0051979,0.0091741,0.11822,1070.0,0.8132
40,0.39,0.039116,0.048103,0.17927,0.043,1070.0,0.8132,0.00022431,0.0067408,0.012606,0.066613,1070.0,0.8132,3.8043e-05,0.0051198,0.0090361,0.11822,1070.0,0.8132
41,0.4,0.038419,0.047331,0.17625,0.043,1070.0,0.8132,0.0002218,0.0066652,0.012465,0.066613,1070.0,0.8132,3.7465e-05,0.0050421,0.0088988,0.11822,1070.0,0.8132
42,0.41000000000000003,0.037728,0.046565,0.17326,0.043,1070.0,0.8132,0.00021928,0.0065898,0.012324,0.066613,1070.0,0.8132,3.6891e-05,0.0049648,0.0087626,0.11822,1070.0,0.8132
43,0.42,0.037043,0.045806,0.17029,0.043,1070.0,0.8132,0.00021678,0.0065146,0.012183,0.066613,1070.0,0.8132,3.632e-05,0.0048878,0.0086268,0.11822,1070.0,0.8132
44,0.43,0.036362,0.045054,0.16734,0.043,1070.0,0.8132,0.00021429,0.0064397,0.012043,0.066613,1070.0,0.8132,3.5751e-05,0.0048113,0.0084918,0.11822,1070.0,0.8132
45,0.44,0.035687,0.044308,0.16442,0.043,1070.0,0.8132,0.00021181,0.0063651,0.011904,0.066613,1070.0,0.8132,3.5187e-05,0.0047353,0.0083576,0.11822,1070.0,0.8132
46,0.45,0.035018,0.043568,0.16153,0.043,1070.0,0.8132,0.00020934,0.0062908,0.011765,0.066613,1070.0,0.8132,3.4626e-05,0.0046599,0.0082245,0.11822,1070.0,0.8132
47,0.46,0.034353,0.042835,0.15865,0.043,1070.0,0.8132,0.00020688,0.0062169,0.011627,0.066613,1070.0,0.8132,3.4069e-05,0.004585,0.0080922,0.11822,1070.0,0.8132
48,0.47000000000000003,0.033693,0.042108,0.1558,0.043,1070.0,0.8132,0.00020443,0.0061433,0.011489,0.066613,1070.0,0.8132,3.3517e-05,0.0045107,0.0079611,0.11822,1070.0,0.8132
49,0.48,0.033038,0.041387,0.15298,0.043,1070.0,0.8132,0.00020199,0.00607,0.011352,0.066613,1070.0,0.8132,3.297e-05,0.004437,0.0078311,0.11822,1070.0,0.8132
50,0.49,0.032388,0.040672,0.15017,0.043,1070.0,0.8132,0.00019957,0.0059972,0.011216,0.066613,1070.0,0.8132,3.2427e-05,0.004364,0.0077022,0.11822,1070.0,0.8132
51,0.5,0.031743,0.039963,0.14739,0.043,1070.0,0.8132,0.00019715,0.0059248,0.01108,0.066613,1070.0,0.8132,3.1889e-05,0.0042916,0.0075743,0.11822,1070.0,0.8132
52,0.51,0.031101,0.03926,0.14462,0.043,1070.0,0.8132,0.00019476,0.0058528,0.010945,0.066613,1070.0,0.8132,3.1357e-05,0.0042199,0.007448,0.11822,1070.0,0.8132
53,0.52,0.030465,0.038562,0.14188,0.043,1070.0,0.8132,0.00019238,0.0057812,0.010812,0.066613,1070.0,0.8132,3.083e-05,0.004149,0.0073228,0.11822,1070.0,0.8132
54,0.53,0.029833,0.03787,0.13916,0.043,1070.0,0.8132,0.00019001,0.0057101,0.010679,0.066613,1070.0,0.8132,3.0309e-05,0.0040788,0.007199,0.11822,1070.0,0.8132
55,0.54,0.029205,0.037183,0.13646,0.043,1070.0,0.8132,0.00018766,0.0056396,0.010547,0.066613,1070.0,0.8132,2.9793e-05,0.0040094,0.0070764,0.11822,1070.0,0.8132
56,0.55,0.028582,0.036502,0.13377,0.043,1070.0,0.8132,0.00018533,0.0055694,0.010416,0.066613,1070.0,0.8132,2.9283e-05,0.0039408,0.0069554,0.11822,1070.0,0.8132
57,0.56,0.027962,0.035826,0.13111,0.043,1070.0,0.8132,0.00018301,0.0054998,0.010285,0.066613,1070.0,0.8132,2.8778e-05,0.0038729,0.0068355,0.11822,1070.0,0.8132
58,0.5700000000000001,0.027347,0.035155,0.12847,0.043,1070.0,0.8132,0.00018072,0.0054307,0.010156,0.066613,1070.0,0.8132,2.8279e-05,0.0038058,0.006717,0.11822,1070.0,0.8132
59,0.58,0.026736,0.034489,0.12584,0.043,1070.0,0.8132,0.00017843,0.0053622,0.010028,0.066613,1070.0,0.8132,2.7787e-05,0.0037396,0.0066002,0.11822,1070.0,0.8132
60,0.59,0.026128,0.033829,0.12324,0.043,1070.0,0.8132,0.00017617,0.0052941,0.009901,0.066613,1070.0,0.8132,2.7301e-05,0.0036741,0.0064847,0.11822,1070.0,0.8132
61,0.6,0.025524,0.033173,0.12065,0.043,1070.0,0.8132,0.00017392,0.0052266,0.0097744,0.066613,1070.0,0.8132,2.6821e-05,0.0036095,0.0063705,0.11822,1070.0,0.8132
62,0.61,0.024924,0.032521,0.11808,0.043,1070.0,0.8132,0.0001717,0.0051597,0.0096493,0.066613,1070.0,0.8132,2.6347e-05,0.0035458,0.0062579,0.11822,1070.0,0.8132
63,0.62,0.024328,0.031875,0.11552,0.043,1070.0,0.8132,0.00016949,0.0050933,0.0095252,0.066613,1070.0,0.8132,2.588e-05,0.0034828,0.0061471,0.11822,1070.0,0.8132
64,0.63,0.023735,0.031233,0.11298,0.043,1070.0,0.8132,0.0001673,0.0050275,0.0094021,0.066613,1070.0,0.8132,2.5419e-05,0.0034208,0.0060376,0.11822,1070.0,0.8132
65,0.64,0.023145,0.030596,0.11046,0.043,1070.0,0.8132,0.00016513,0.0049623,0.0092801,0.066613,1070.0,0.8132,2.4964e-05,0.0033596,0.0059294,0.11822,1070.0,0.8132
66,0.65,0.022559,0.029963,0.10795,0.043,1070.0,0.8132,0.00016298,0.0048977,0.0091592,0.066613,1070.0,0.8132,2.4515e-05,0.0032992,0.005823,0.11822,1070.0,0.8132
67,0.66,0.021976,0.029334,0.10546,0.043,1070.0,0.8132,0.00016085,0.0048336,0.0090395,0.066613,1070.0,0.8132,2.4073e-05,0.0032397,0.005718,0.11822,1070.0,0.8132
68,0.67,0.021396,0.02871,0.10299,0.043,1070.0,0.8132,0.00015874,0.0047702,0.0089209,0.066613,1070.0,0.8132,2.3638e-05,0.0031811,0.0056145,0.11822,1070.0,0.8132
69,0.68,0.020819,0.028089,0.10053,0.043,1070.0,0.8132,0.00015664,0.0047074,0.0088033,0.066613,1070.0,0.8132,2.3208e-05,0.0031233,0.0055125,0.11822,1070.0,0.8132
70,0.6900000000000001,0.020245,0.027473,0.098082,0.043,1070.0,0.8132,0.00015457,0.0046451,0.0086872,0.066613,1070.0,0.8132,2.2785e-05,0.0030664,0.005412,0.11822,1070.0,0.8132
71,0.7000000000000001,0.019674,0.026861,0.09565,0.043,1070.0,0.8132,0.00015252,0.0045835,0.0085717,0.066613,1070.0,0.8132,2.2369e-05,0.0030103,0.0053131,0.11822,1070.0,0.8132
72,0.71,0.019107,0.026253,0.093232,0.043,1070.0,0.8132,0.00015049,0.0045225,0.0084576,0.066613,1070.0,0.8132,2.1958e-05,0.0029551,0.0052156,0.11822,1070.0,0.8132
73,0.72,0.018541,0.025648,0.090828,0.043,1070.0,0.8132,0.00014848,0.0044621,0.0083446,0.066613,1070.0,0.8132,2.1554e-05,0.0029007,0.0051197,0.11822,1070.0,0.8132
74,0.73,0.017979,0.025047,0.088436,0.043,1070.0,0.8132,0.00014649,0.0044023,0.0082328,0.066613,1070.0,0.8132,2.1157e-05,0.0028472,0.0050253,0.11822,1070.0,0.8132
75,0.74,0.017419,0.02445,0.086056,0.043,1070.0,0.8132,0.00014452,0.0043431,0.0081222,0.066613,1070.0,0.8132,2.0765e-05,0.0027946,0.0049323,0.11822,1070.0,0.8132
76,0.75,0.016861,0.023856,0.083689,0.043,1070.0,0.8132,0.00014257,0.0042846,0.0080127,0.066613,1070.0,0.8132,2.038e-05,0.0027427,0.0048408,0.11822,1070.0,0.8132
77,0.76,0.016306,0.023265,0.081331,0.043,1070.0,0.8132,0.00014065,0.0042266,0.0079043,0.066613,1070.0,0.8132,2.0001e-05,0.0026917,0.0047508,0.11822,1070.0,0.8132
78,0.77,0.015753,0.022678,0.078982,0.043,1070.0,0.8132,0.00013874,0.0041693,0.0077971,0.066613,1070.0,0.8132,1.9628e-05,0.0026415,0.0046622,0.11822,1070.0,0.8132
79,0.78,0.015201,0.022093,0.076637,0.043,1070.0,0.8132,0.00013685,0.0041126,0.0076911,0.066613,1070.0,0.8132,1.9261e-05,0.0025922,0.004575,0.11822,1070.0,0.8132
80,0.79,0.01465,0.02151,0.07429,0.043,1070.0,0.8132,0.00013499,0.0040566,0.0075863,0.066613,1070.0,0.8132,1.8901e-05,0.0025436,0.0044893,0.11822,1070.0,0.8132
81,0.8,0.014119,0.020946,0.071988,0.043,281.0,0.21356,0.00013319,0.0040028,0.0074852,0.066613,281.0,0.21356,1.8554e-05,0.0024972,0.0044071,0.11822,281.0,0.21356
82,0.81,0.013983,0.02078,0.071348,0.043,281.0,0.21356,0.00013252,0.0039843,0.0074479,0.066613,281.0,0.21356,1.8415e-05,0.0024806,0.0043753,0.11822,281.0,0.21356
83,0.8200000000000001,0.013849,0.020615,0.070723,0.043,281.0,0.21356,0.00013186,0.0039656,0.0074113,0.066613,281.0,0.21356,1.8281e-05,0.0024638,0.004344,0.11822,281.0,0.21356
84,0.8300000000000001,0.013716,0.020452,0.070106,0.043,281.0,0.21356,0.00013121,0.0039468,0.0073748,0.066613,281.0,0.21356,1.8147e-05,0.002447,0.0043129,0.11822,281.0,0.21356
85,0.84,0.013584,0.020289,0.069495,0.043,281.0,0.21356,0.00013056,0.0039279,0.0073385,0.066613,281.0,0.21356,1.8015e-05,0.00243,0.004282,0.11822,281.0,0.21356
86,0.85,0.013452,0.020128,0.068888,0.043,281.0,0.21356,0.00012991,0.0039089,0.0073023,0.066613,281.0,0.21356,1.7884e-05,0.002413,0.0042512,0.11822,281.0,0.21356
87,0.86,0.013321,0.019967,0.068286,0.043,281.0,0.21356,0.00012926,0.0038898,0.0072657,0.066613,281.0,0.21356,1.7753e-05,0.0023959,0.0042204,0.11822,281.0,0.21356
88,0.87,0.01319,0.019808,0.067688,0.043,281.0,0.21356,0.00012861,0.0038707,0.0072293,0.066613,281.0,0.21356,1.7623e-05,0.0023788,0.0041897,0.11822,281.0,0.21356
89,0.88,0.013061,0.019649,0.067094,0.043,281.0,0.21356,0.00012796,0.0038515,0.007193,0.066613,281.0,0.21356,1.7492e-05,0.0023617,0.0041589,0.11822,281.0,0.21356
90,0.89,0.012932,0.019491,0.066502,0.043,281.0,0.21356,0.00012731,0.0038323,0.0071566,0.066613,281.0,0.21356,1.7362e-05,0.0023445,0.0041282,0.11822,281.0,0.21356
91,0.9,0.012803,0.019334,0.065914,0.043,281.0,0.21356,0.00012666,0.003813,0.0071202,0.066613,281.0,0.21356,1.7233e-05,0.0023273,0.0040976,0.11822,281.0,0.21356
92,0.91,0.012675,0.019178,0.06533,0.043,281.0,0.21356,0.00012601,0.0037937,0.0070838,0.066613,281.0,0.21356,1.7104e-05,0.0023102,0.0040671,0.11822,281.0,0.21356
93,0.92,0.012547,0.019023,0.064748,0.043,281.0,0.21356,0.00012536,0.0037743,0.0070473,0.066613,281.0,0.21356,1.6975e-05,0.002293,0.0040365,0.11822,281.0,0.21356
94,0.93,0.01242,0.018868,0.064169,0.043,281.0,0.21356,0.00012471,0.0037549,0.0070108,0.066613,281.0,0.21356,1.6846e-05,0.0022758,0.0040061,0.11822,281.0,0.21356
95,0.9400000000000001,0.012294,0.018714,0.063593,0.043,281.0,0.21356,0.00012406,0.0037355,0.0069744,0.066613,281.0,0.21356,1.6718e-05,0.0022587,0.0039756,0.11822,281.0,0.21356
96,0.9500000000000001,0.012168,0.018561,0.06302,0.043,281.0,0.21356,0.00012341,0.0037161,0.0069379,0.066613,281.0,0.21356,1.659e-05,0.0022415,0.0039453,0.11822,281.0,0.21356
97,0.96,0.012042,0.018408,0.062449,0.043,281.0,0.21356,0.00012276,0.0036966,0.0069014,0.066613,281.0,0.21356,1.6462e-05,0.0022244,0.0039149,0.11822,281.0,0.21356
98,0.97,0.011917,0.018257,0.06188,0.043,281.0,0.21356,0.00012211,0.0036771,0.0068648,0.066613,281.0,0.21356,1.6334e-05,0.0022073,0.0038847,0.11822,281.0,0.21356
99,0.98,0.011793,0.018106,0.061315,0.043,281.0,0.21356,0.00012146,0.0036576,0.0068282,0.066613,281.0,0.21356,1.6207e-05,0.0021902,0.0038545,0.11822,281.0,0.21356
100,0.99,0.011669,0.017955,0.060752,0.043,281.0,0.21356,0.00012081,0.0036381,0.0067917,0.066613,281.0,0.21356,1.608e-05,0.0021731,0.0038244,0.11822,281.0,0.21356
101,1.0,0.011545,0.017806,0.060191,0.043,281.0,0.21356,0.00012016,0.0036186,0.0067552,0.066613,281.0,0.21356,1.5954e-05,0.0021561,0.0037944,0.11822,281.0,0.21356
102,1.01,0.011422,0.017657,0.059633,0.043,281.0,0.21356,0.00011951,0.0035991,0.0067186,0.066613,281.0,0.21356,1.5828e-05,0.0021391,0.0037644,0.11822,281.0,0.21356
103,1.02,0.011299,0.017509,0.059077,0.043,281.0,0.21356,0.00011886,0.0035795,0.0066822,0.066613,281.0,0.21356,1.5702e-05,0.0021222,0.0037345,0.11822,281.0,0.21356
104,1.03,0.011177,0.017361,0.058523,0.043,281.0,0.21356,0.00011821,0.00356,0.0066456,0.066613,281.0,0.21356,1.5576e-05,0.0021053,0.0037046,0.11822,281.0,0.21356
105,1.04,0.011055,0.017214,0.057972,0.043,281.0,0.21356,0.00011756,0.0035405,0.0066091,0.066613,281.0,0.21356,1.5451e-05,0.0020884,0.0036749,0.11822,281.0,0.21356
106,1.05,0.010933,0.017068,0.057423,0.043,281.0,0.21356,0.00011691,0.0035209,0.0065726,0.066613,281.0,0.21356,1.5327e-05,0.0020716,0.0036453,0.11822,281.0,0.21356
107,1.06,0.010812,0.016922,0.056876,0.043,281.0,0.21356,0.00011626,0.0035014,0.0065361,0.066613,281.0,0.21356,1.5203e-05,0.0020548,0.0036159,0.11822,281.0,0.21356
108,1.07,0.010692,0.016777,0.056331,0.043,281.0,0.21356,0.00011561,0.0034819,0.0064997,0.066613,281.0,0.21356,1.5078e-05,0.0020381,0.0035863,0.11822,281.0,0.21356
109,1.08,0.010572,0.016633,0.055789,0.043,281.0,0.21356,0.00011496,0.0034624,0.006463,0.066613,281.0,0.21356,1.4955e-05,0.0020215,0.0035569,0.11822,281.0,0.21356
110,1.09,0.010452,0.01649,0.055248,0.043,281.0,0.21356,0.00011431,0.0034429,0.0064268,0.066613,281.0,0.21356,1.4832e-05,0.0020048,0.0035277,0.11822,281.0,0.21356
111,1.1,0.010332,0.016347,0.05471,0.043,281.0,0.21356,0.00011367,0.0034234,0.0063904,0.066613,281.0,0.21356,1.4709e-05,0.0019883,0.0034986,0.11822,281.0,0.21356
112,1.11,0.010214,0.016204,0.054174,0.043,281.0,0.21356,0.00011302,0.003404,0.006354,0.066613,281.0,0.21356,1.4587e-05,0.0019718,0.0034696,0.11822,281.0,0.21356
113,1.12,0.010095,0.016062,0.053641,0.043,281.0,0.21356,0.00011237,0.0033845,0.0063177,0.066613,281.0,0.21356,1.4466e-05,0.0019554,0.0034407,0.11822,281.0,0.21356
