,depths,Eu_480.0,Ed_480.0,Eo_480.0,Eod_480.0,Eou_480.0,a_480.0,b_480.0,bb_480.0,Eu_540.0,Ed_540.0,Eo_540.0,Eod_540.0,Eou_540.0,a_540.0,b_540.0,bb_540.0,Eu_600.0,Ed_600.0,Eo_600.0,Eod_600.0,Eou_600.0,a_600.0,b_600.0,bb_600.0
77,0.76,0.018392,0.031371,0.10073,0.06035,0.040383,0.095,400.0,0.848,0.012974,0.022167,0.071068,0.042604,0.028464,0.11367,400.0,0.848,0.0090071,0.016065,0.050656,0.030752,0.019904,0.13914,400.0,0.848
78,0.77,0.017943,0.030826,0.098715,0.05927,0.039445,0.095,400.0,0.848,0.012661,0.021774,0.069636,0.041828,0.027808,0.11367,400.0,0.848,0.0087705,0.015758,0.049559,0.03015,0.019409,0.13914,400.0,0.848
79,0.78,0.017495,0.030287,0.096709,0.058198,0.038511,0.095,400.0,0.848,0.01235,0.021385,0.068214,0.041059,0.027155,0.11367,400.0,0.848,0.0085359,0.015456,0.048472,0.029555,0.018918,0.13914,400.0,0.848
80,0.79,0.01705,0.029751,0.094711,0.057132,0.037578,0.095,400.0,0.848,0.012041,0.020999,0.066799,0.040295,0.026503,0.11367,400.0,0.848,0.0083031,0.015156,0.047396,0.028965,0.018431,0.13914,400.0,0.848
81,0.8,0.016613,0.029224,0.092731,0.05608,0.036651,0.095,300.0,0.636,0.011737,0.02062,0.065396,0.039542,0.025855,0.11367,300.0,0.636,0.0080749,0.014864,0.046343,0.02839,0.017953,0.10534,300.0,0.636
82,0.81,0.016291,0.028814,0.091231,0.055257,0.035974,0.095,300.0,0.636,0.011515,0.020324,0.064333,0.038949,0.025385,0.11367,300.0,0.636,0.0079029,0.014643,0.04555,0.027956,0.017594,0.10534,300.0,0.636
83,0.8200000000000001,0.015971,0.028409,0.089752,0.054449,0.035303,0.095,300.0,0.636,0.011296,0.020032,0.063289,0.038368,0.024921,0.11367,300.0,0.636,0.0077319,0.014425,0.044762,0.027525,0.017236,0.10534,300.0,0.636
84,0.8300000000000001,0.015653,0.028007,0.088288,0.05365,0.034638,0.095,300.0,0.636,0.011077,0.019743,0.062257,0.037796,0.024461,0.11367,300.0,0.636,0.0075618,0.014208,0.043979,0.027098,0.016881,0.10534,300.0,0.636
85,0.84,0.015338,0.027608,0.086837,0.052859,0.033977,0.095,300.0,0.636,0.010861,0.019456,0.061235,0.03723,0.024005,0.11367,300.0,0.636,0.0073926,0.013993,0.043202,0.026675,0.016527,0.10534,300.0,0.636
86,0.85,0.015024,0.027212,0.085396,0.052075,0.033321,0.095,300.0,0.636,0.010646,0.019172,0.060223,0.03667,0.023553,0.11367,300.0,0.636,0.0072243,0.013779,0.04243,0.026254,0.016176,0.10534,300.0,0.636
87,0.86,0.014712,0.02682,0.083966,0.051298,0.032668,0.095,300.0,0.636,0.010433,0.018891,0.05922,0.036116,0.023104,0.11367,300.0,0.636,0.0070569,0.013568,0.041663,0.025837,0.015826,0.10534,300.0,0.636
88,0.87,0.014401,0.02643,0.082546,0.050527,0.032019,0.095,300.0,0.636,0.010221,0.018612,0.058225,0.035567,0.022658,0.11367,300.0,0.636,0.0068903,0.013358,0.040901,0.025423,0.015478,0.10534,300.0,0.636
