,depths,Eu_480.0,Ed_480.0,Eo_480.0,a_480.0,b_480.0,bb_480.0,Eu_540.0,Ed_540.0,Eo_540.0,a_540.0,b_540.0,bb_540.0,Eu_600.0,Ed_600.0,Eo_600.0,a_600.0,b_600.0,bb_600.0
61,0.6,0.023669,0.028774,0.10617,0.043,605.45,2.5671,0.015649,0.019529,0.071184,0.066613,605.45,2.5671,0.008032,0.010477,0.037418,0.11822,605.45,2.5671
62,0.61,0.023234,0.028293,0.10431,0.043,504.55,2.1393,0.015324,0.019158,0.069771,0.066613,504.55,2.1393,0.0078341,0.010235,0.036525,0.11822,504.55,2.1393
63,0.62,0.022807,0.027822,0.10249,0.043,504.55,2.1393,0.015007,0.018795,0.068392,0.066613,504.55,2.1393,0.0076421,0.010001,0.035661,0.11822,504.55,2.1393
64,0.63,0.022384,0.027356,0.10069,0.043,504.55,2.1393,0.014693,0.018436,0.067032,0.066613,504.55,2.1393,0.0074535,0.0097706,0.034814,0.11822,504.55,2.1393
65,0.64,0.021965,0.026894,0.098904,0.043,504.55,2.1393,0.014384,0.018082,0.065689,0.066613,504.55,2.1393,0.0072681,0.0095446,0.033982,0.11822,504.55,2.1393
66,0.65,0.021549,0.026436,0.097135,0.043,504.55,2.1393,0.014077,0.017733,0.064361,0.066613,504.55,2.1393,0.0070858,0.0093227,0.033165,0.11822,504.55,2.1393
67,0.66,0.021136,0.025982,0.09538,0.043,504.55,2.1393,0.013774,0.017387,0.063049,0.066613,504.55,2.1393,0.0069066,0.0091048,0.032362,0.11822,504.55,2.1393
68,0.67,0.020727,0.025532,0.093641,0.043,504.55,2.1393,0.013475,0.017046,0.061753,0.066613,504.55,2.1393,0.0067304,0.0088909,0.031574,0.11822,504.55,2.1393
69,0.68,0.020321,0.025086,0.091916,0.043,504.55,2.1393,0.013178,0.016709,0.060471,0.066613,504.55,2.1393,0.0065571,0.0086807,0.030798,0.11822,504.55,2.1393
70,0.6900000000000001,0.019918,0.024644,0.090205,0.043,504.55,2.1393,0.012885,0.016376,0.059204,0.066613,504.55,2.1393,0.0063865,0.0084742,0.030036,0.11822,504.55,2.1393
71,0.7000000000000001,0.019518,0.024206,0.088509,0.043,504.55,2.1393,0.012595,0.016047,0.057951,0.066613,504.55,2.1393,0.0062187,0.0082713,0.029287,0.11822,504.55,2.1393
72,0.71,0.019121,0.023771,0.086826,0.043,504.55,2.1393,0.012308,0.015722,0.056712,0.066613,504.55,2.1393,0.0060536,0.0080721,0.02855,0.11822,504.55,2.1393
73,0.72,0.018727,0.02334,0.085156,0.043,504.55,2.1393,0.012024,0.0154,0.055487,0.066613,504.55,2.1393,0.005891,0.0078762,0.027826,0.11822,504.55,2.1393
74,0.73,0.018336,0.022913,0.083499,0.043,504.55,2.1393,0.011742,0.015082,0.054275,0.066613,504.55,2.1393,0.005731,0.0076838,0.027114,0.11822,504.55,2.1393
75,0.74,0.017948,0.022489,0.081856,0.043,504.55,2.1393,0.011464,0.014768,0.053076,0.066613,504.55,2.1393,0.0055734,0.0074946,0.026413,0.11822,504.55,2.1393
76,0.75,0.017562,0.022069,0.080225,0.043,504.55,2.1393,0.011188,0.014458,0.05189,0.066613,504.55,2.1393,0.0054182,0.0073086,0.025723,0.11822,504.55,2.1393
77,0.76,0.017179,0.021652,0.078606,0.043,504.55,2.1393,0.010915,0.014151,0.050716,0.066613,504.55,2.1393,0.0052653,0.0071257,0.025044,0.11822,504.55,2.1393
78,0.77,0.016799,0.021239,0.077,0.043,504.55,2.1393,0.010645,0.013847,0.049554,0.066613,504.55,2.1393,0.0051146,0.0069459,0.024376,0.11822,504.55,2.1393
79,0.78,0.016422,0.020829,0.075406,0.043,504.55,2.1393,0.010377,0.013547,0.048405,0.066613,504.55,2.1393,0.0049662,0.006769,0.023719,0.11822,504.55,2.1393
80,0.79,0.016047,0.020422,0.073823,0.043,504.55,2.1393,0.010112,0.013249,0.047267,0.066613,504.55,2.1393,0.0048198,0.006595,0.023072,0.11822,504.55,2.1393
