,Zenith angle (°),"Radiance raw, -1e-05 cm, 484 nm (W sr-1 m-2 nm-1)","Radiance raw, -1e-05 cm, 544 nm (W sr-1 m-2 nm-1)","Radiance raw, -1e-05 cm, 603 nm (W sr-1 m-2 nm-1)","Radiance raw, 0.0 cm, 484 nm (W sr-1 m-2 nm-1)","Radiance raw, 0.0 cm, 544 nm (W sr-1 m-2 nm-1)","Radiance raw, 0.0 cm, 603 nm (W sr-1 m-2 nm-1)","Radiance raw, 20.0 cm, 484 nm (W sr-1 m-2 nm-1)","Radiance fit, 20.0 cm, 484 nm (W sr-1 m-2 nm-1)","Radiance raw, 20.0 cm, 544 nm (W sr-1 m-2 nm-1)","Radiance fit, 20.0 cm, 544 nm (W sr-1 m-2 nm-1)","Radiance raw, 20.0 cm, 603 nm (W sr-1 m-2 nm-1)","Radiance fit, 20.0 cm, 603 nm (W sr-1 m-2 nm-1)","Radiance raw, 40.0 cm, 484 nm (W sr-1 m-2 nm-1)","Radiance fit, 40.0 cm, 484 nm (W sr-1 m-2 nm-1)","Radiance raw, 40.0 cm, 544 nm (W sr-1 m-2 nm-1)","Radiance fit, 40.0 cm, 544 nm (W sr-1 m-2 nm-1)","Radiance raw, 40.0 cm, 603 nm (W sr-1 m-2 nm-1)","Radiance fit, 40.0 cm, 603 nm (W sr-1 m-2 nm-1)","Radiance raw, 60.0 cm, 484 nm (W sr-1 m-2 nm-1)","Radiance fit, 60.0 cm, 484 nm (W sr-1 m-2 nm-1)","Radiance raw, 60.0 cm, 544 nm (W sr-1 m-2 nm-1)","Radiance fit, 60.0 cm, 544 nm (W sr-1 m-2 nm-1)","Radiance raw, 60.0 cm, 603 nm (W sr-1 m-2 nm-1)","Radiance fit, 60.0 cm, 603 nm (W sr-1 m-2 nm-1)","Radiance raw, 80.0 cm, 484 nm (W sr-1 m-2 nm-1)","Radiance fit, 80.0 cm, 484 nm (W sr-1 m-2 nm-1)","Radiance raw, 80.0 cm, 544 nm (W sr-1 m-2 nm-1)","Radiance fit, 80.0 cm, 544 nm (W sr-1 m-2 nm-1)","Radiance raw, 80.0 cm, 603 nm (W sr-1 m-2 nm-1)","Radiance fit, 80.0 cm, 603 nm (W sr-1 m-2 nm-1)","Radiance raw, 100.0 cm, 484 nm (W sr-1 m-2 nm-1)","Radiance fit, 100.0 cm, 484 nm (W sr-1 m-2 nm-1)","Radiance raw, 100.0 cm, 544 nm (W sr-1 m-2 nm-1)","Radiance fit, 100.0 cm, 544 nm (W sr-1 m-2 nm-1)","Radiance raw, 100.0 cm, 603 nm (W sr-1 m-2 nm-1)","Radiance fit, 100.0 cm, 603 nm (W sr-1 m-2 nm-1)","Radiance raw, 120.0 cm, 484 nm (W sr-1 m-2 nm-1)","Radiance fit, 120.0 cm, 484 nm (W sr-1 m-2 nm-1)","Radiance raw, 120.0 cm, 544 nm (W sr-1 m-2 nm-1)","Radiance fit, 120.0 cm, 544 nm (W sr-1 m-2 nm-1)","Radiance raw, 120.0 cm, 603 nm (W sr-1 m-2 nm-1)","Radiance fit, 120.0 cm, 603 nm (W sr-1 m-2 nm-1)","Radiance raw, 140.0 cm, 484 nm (W sr-1 m-2 nm-1)","Radiance fit, 140.0 cm, 484 nm (W sr-1 m-2 nm-1)","Radiance raw, 140.0 cm, 544 nm (W sr-1 m-2 nm-1)","Radiance fit, 140.0 cm, 544 nm (W sr-1 m-2 nm-1)","Radiance raw, 140.0 cm, 603 nm (W sr-1 m-2 nm-1)","Radiance fit, 140.0 cm, 603 nm (W sr-1 m-2 nm-1)","Radiance raw, 160.0 cm, 484 nm (W sr-1 m-2 nm-1)","Radiance fit, 160.0 cm, 484 nm (W sr-1 m-2 nm-1)","Radiance raw, 160.0 cm, 544 nm (W sr-1 m-2 nm-1)","Radiance fit, 160.0 cm, 544 nm (W sr-1 m-2 nm-1)","Radiance raw, 160.0 cm, 603 nm (W sr-1 m-2 nm-1)","Radiance fit, 160.0 cm, 603 nm (W sr-1 m-2 nm-1)","Radiance raw, 180.0 cm, 484 nm (W sr-1 m-2 nm-1)","Radiance fit, 180.0 cm, 484 nm (W sr-1 m-2 nm-1)","Radiance raw, 180.0 cm, 544 nm (W sr-1 m-2 nm-1)","Radiance fit, 180.0 cm, 544 nm (W sr-1 m-2 nm-1)","Radiance raw, 180.0 cm, 603 nm (W sr-1 m-2 nm-1)","Radiance fit, 180.0 cm, 603 nm (W sr-1 m-2 nm-1)","Radiance raw, 200.0 cm, 484 nm (W sr-1 m-2 nm-1)","Radiance fit, 200.0 cm, 484 nm (W sr-1 m-2 nm-1)","Radiance raw, 200.0 cm, 544 nm (W sr-1 m-2 nm-1)","Radiance fit, 200.0 cm, 544 nm (W sr-1 m-2 nm-1)","Radiance raw, 200.0 cm, 603 nm (W sr-1 m-2 nm-1)","Radiance fit, 200.0 cm, 603 nm (W sr-1 m-2 nm-1)"
45,45.0,0.06344508854215117,0.053567475828705524,0.04595005048140438,0.06179949397300787,0.05250352651747001,0.04424164839995455,0.0201838906270611,0.020663475661773824,0.016457680191745473,0.01683497588697519,0.012221271393470701,0.012667194264391623,0.01505706030392041,0.014873317579154312,0.012185548818679464,0.012032723919503262,0.008569561089044896,0.008507125368391957,0.01073690776898453,0.010564124776852781,0.00841994198923149,0.008343427370744994,0.0054696282519790685,0.005431764817430515,0.007554820552077001,0.007437274640914574,0.005931550488217215,0.005838537630780445,0.003591483654684298,0.0035649791981049884,0.006611903254885653,0.006513698548998517,0.005152971462212457,0.005102199547854293,0.003057839299661161,0.0030145120042003692,0.005681454908752648,0.005639071011992616,0.0044203476996028,0.004420612460620655,0.0025563420483475934,0.0025504706142727806,0.00471986010262294,0.004698856611862809,0.0037680826880431657,0.0037305436348599066,0.002115242288716762,0.002095941110841521,0.004448732251940017,0.004349209711633177,0.003514317792407144,0.003457377090848152,0.0019407178645340947,0.001929584793864169,0.004403407969136642,0.00431485920525469,0.0034712322985801323,0.003432693270849383,0.0019318609020620584,0.0019145882552339928,0.0035426069832716757,0.0034991485386989614,0.0028698964614105103,0.002831843942911964,0.0015769891673283456,0.0015561812052682375
46,46.0,0.06392656721534995,0.054120872702880414,0.04602096379751577,0.06269658902999424,0.053229772345716596,0.04498169031061217,0.020220688817097942,0.02051861145561981,0.016466168724595116,0.016716764594581726,0.012323374259750343,0.012554809220227801,0.015070754030807708,0.014810025764941807,0.012172521581133577,0.011979275044690667,0.008623825958073204,0.008454207248070956,0.010716869630636122,0.010544263866231444,0.008438044732523466,0.008326018717550622,0.005486000605126226,0.005412162942809063,0.007572529637527778,0.00741853796465484,0.005903740224311543,0.0058236189568490375,0.003609397086856874,0.003550726150980118,0.006599396957155061,0.006488433312208097,0.005144443381920438,0.00508230063177355,0.0030272321964696855,0.0029984110460208615,0.005653825334531023,0.005607807682593413,0.004425926290590543,0.004396908572674841,0.0025245048713595053,0.0025327488488875714,0.004749023139722987,0.00467696894093935,0.003763429064912999,0.0037140608299464015,0.002099299771000929,0.0020832829118155073,0.004402540407811267,0.004327854950555867,0.003500758162013444,0.003441282381174502,0.0019439751697296872,0.0019174052239954876,0.004400873253217387,0.004294678165983099,0.0034699312748128312,0.003417287061273015,0.0019575573410065194,0.0019028647028334674,0.0035700148165977007,0.0034783595206380304,0.0028586302791304536,0.002815462803986194,0.001576793562340145,0.0015450061851598335
47,47.0,0.06388124880454223,0.0545609417018377,0.046310810755486806,0.06307932698382221,0.0534155080345114,0.04525958347673595,0.020147765852815164,0.020372698133640524,0.01630195424579102,0.01659757792285543,0.012206742098830641,0.012441710303119372,0.014966559682382648,0.014745278710372067,0.012050829941540164,0.011924576949775823,0.008455762855654497,0.008400337046161482,0.010755386234654966,0.010523197945506761,0.008361340113007537,0.008307660285206296,0.005453471544411575,0.005391908474931353,0.007537890528783239,0.007398880739647014,0.005834942278249244,0.005807966181294713,0.0035527225277591583,0.003536013864218627,0.006573943265685896,0.006462238097138258,0.005081169736305569,0.005061669792941556,0.002998520207727324,0.0029818805035987527,0.005632385580129496,0.005575748138946625,0.004360074955591043,0.004372574847675935,0.0025243320145549517,0.002514676291918646,0.0047459036938342115,0.004654241035657012,0.003722716044133102,0.00369689605263427,0.002091857382881861,0.0020702605850524028,0.004433737046566899,0.004305761774715111,0.003466842710764066,0.003424589943870679,0.0019345355944907334,0.001904915847240887,0.0043552585068024775,0.004273744127711114,0.003444981019516667,0.003401275372062079,0.0019309740490222104,0.0018908262357551638,0.0035049941136364848,0.003456870671429738,0.0028349480371803646,0.0027985105274640873,0.0015528954639737287,0.0015335452606327496
48,48.0,0.06442864504039673,0.05502981726955096,0.046852574413978505,0.06260851219332367,0.053189387117762235,0.04507379131292763,0.020002407260766346,0.020225843289043352,0.01631904030913093,0.016477499589656143,0.012147784916751612,0.012327984418220559,0.01488465986201923,0.014679091141497687,0.012104859392793207,0.011868641382325271,0.008436194823475041,0.008345536394848054,0.010655748916208735,0.010500909112610804,0.008427063057860631,0.008288339426865535,0.005468065665369118,0.005371000702157601,0.007506407262672822,0.007378291134585205,0.005891221746325037,0.005791569798450079,0.003589958788639154,0.0035208415078086326,0.006556155028613199,0.006435105739712633,0.005119647287828407,0.005040301474158473,0.0029997700138689573,0.0029649216846925576,0.005561818728617653,0.00554289584536911,0.00435074390013336,0.004347613004196979,0.002500878821464275,0.0024962585795839025,0.004707327270201713,0.00463066601069099,0.0037320825101281106,0.003679042484629879,0.0020773500044915212,0.0020568744882842917,0.0043700330509589555,0.004282925589148738,0.0034730264098375,0.0034072948689274347,0.0019279738672458727,0.001892118058989179,0.004309961667194843,0.004252050900724483,0.0034489165352213197,0.0033846524007929476,0.0019155374115469655,0.001878473667203214,0.0034988914187223568,0.003434678105014404,0.002832672483893094,0.002780983326713006,0.0015394599427887446,0.001521799473245199
49,49.0,0.06483528816923367,0.055787994181359046,0.04741613107609689,0.061992599495202104,0.05282196138735835,0.04475187140402309,0.019913193787386565,0.02007815388238506,0.016248059442672266,0.01635661303012071,0.012163065875290315,0.012213717785386508,0.014800062159657096,0.014611479635815678,0.01196950729604673,0.011811481693708648,0.008456109018140931,0.008289827982321064,0.010666140724305963,0.010477381810168758,0.008394960822731964,0.008268045284557648,0.005434901042671924,0.005349440040237623,0.007471359580151383,0.007356758879417432,0.005839870338287739,0.005774421543468864,0.003542800508389072,0.00350520896039937,0.006518087833957047,0.006407030390989474,0.005078583002000835,0.005018191159517906,0.002990807868256679,0.0029475364446964994,0.005534658778885609,0.005509255219177249,0.004330162589398363,0.004322025533220744,0.0024721872260626203,0.0024775017141814193,0.004704027539915966,0.00460623823670236,0.003717342459132506,0.0036604943547295776,0.0020703690233701893,0.0020431254840628187,0.004338537899913689,0.004259342800856062,0.0034527485997182575,0.0033893930784699468,0.0019279476684536544,0.0018790136283276797,0.00429929616800139,0.004229593354055504,0.0034249818073868316,0.0033674132104301656,0.0018898456461155669,0.0018658082068291372,0.0034512771592090127,0.003411778867349573,0.0028136938366385414,0.002762878183088388,0.0015264579331071926,0.0015097701929386404
50,50.0,0.06541109230226426,0.05593875329819152,0.047550312230968436,0.06179896139862007,0.05287551187204927,0.044784053294661605,0.01975272911356882,0.01992973611503155,0.016199684751475794,0.01623500130375891,0.011953092218284828,0.012098995832330654,0.014803974200556754,0.014542462654780543,0.011910493135819218,0.01175311286832102,0.008323164666391734,0.00823323555717621,0.010614906041477605,0.010452602902806562,0.008388889553557675,0.008246768847294134,0.005390634177935745,0.0053272280610454845,0.0073693030695842566,0.007334275317873239,0.00581072157099302,0.005756514434215967,0.003530129657656641,0.0034891168282858323,0.006451319960251274,0.006378007559670564,0.0050597749031160355,0.00499533540788792,0.002951138087499329,0.0029297271997818417,0.005493147712046439,0.0054748316526532295,0.004294095712085373,0.004295815717054581,0.0024586602631164697,0.002458412067976296,0.004658472176645178,0.004580953380517457,0.0037006713873564967,0.0036412469733851788,0.0020606344508461278,0.0020290149525443845,0.0043259227758786455,0.004235010850475729,0.0034355299349693525,0.003370881354182574,0.0018996030883563827,0.001865604706589456,0.0042777255168222825,0.004206367450236398,0.0034099766352500642,0.0033495537584964717,0.0018824518723890382,0.0018528314704382974,0.0034114215091902446,0.003388170965553279,0.002787374559878586,0.0027441928705714365,0.001497477997609672,0.0014974591258960384
51,51.0,0.0654089583965384,0.055970372790586316,0.04778162074017409,0.06088996288469322,0.05201302184689538,0.04408928908022645,0.01979520504170536,0.019780695305345965,0.016112669993823336,0.016112747003144846,0.011959627831669897,0.0119839030904234,0.014643224289958817,0.014472060571666898,0.011857005213752738,0.01169355154876894,0.008226588815395581,0.008175783930240724,0.010532473844497493,0.010426561748074787,0.008364708255924062,0.008224503004330034,0.005403984502583314,0.005304367518292304,0.007390023204203263,0.00731083345584865,0.005775078754584647,0.005737842809867611,0.0035166565923230504,0.003472566462539769,0.006448756902206863,0.006348034151255212,0.005019369248620086,0.004971731883731381,0.0029550766782293963,0.002911496938669405,0.005446098943747557,0.005439631532670946,0.004252962794211423,0.00426898764633689,0.002429251317450556,0.0024389963862190374,0.00463281219956938,0.004554808442059422,0.0036853925734129803,0.0036212967645474813,0.002049947670832991,0.0020145448029864317,0.004297491864526764,0.004209928241432823,0.0034198862842356598,0.0033517573626202736,0.0018897069384289295,0.0018518938349805477,0.0042645070497136705,0.004182370277356814,0.0033810070165081435,0.0033310709240319545,0.0018673941429275826,0.0018395454887093672,0.0034066463989381253,0.0033638533947041417,0.0027585277314570444,0.002724925978472394,0.0014978169840081975,0.0014848683216046295
52,52.00000000000001,0.06555036858362162,0.05638485800298124,0.04792448661454434,0.06124797039327569,0.05231251855252488,0.04439534630887334,0.019548438371025025,0.0196311357678006,0.016049514983210226,0.015989932164338763,0.011805989952998421,0.011868523093304391,0.014650677157518796,0.014400295694647798,0.01174868681624792,0.0116328160569028,0.008237120796085413,0.008117498973767293,0.010516086014307556,0.010399250260770009,0.008293129721477333,0.008201242593414695,0.005370425229918693,0.005280862370122327,0.007349453011236584,0.007286428005503372,0.00575153109948681,0.005718402366106207,0.0034532282738620667,0.0034555599742271542,0.00636662919017208,0.006317108503721348,0.004987951920296852,0.004947379385172342,0.0029390844976510595,0.0028928492329897814,0.005405571248054163,0.005403662257907548,0.004224692063263337,0.004241546235073774,0.00240418474370213,0.002419261789272732,0.004609789253994865,0.004527801787918995,0.003662535804625142,0.0036006412946922436,0.002041941598973579,0.001999717483913521,0.004257831002010098,0.004184094566466557,0.0033903676724296814,0.0033320196783315943,0.0018643488723911503,0.0018378839512581872,0.004206061584232778,0.004157600078329958,0.0033643179590102062,0.0033119625322633166,0.0018404269653661892,0.0018259527148951626,0.003393916648869521,0.0033388261622163793,0.002743798100702115,0.002705076932131136,0.0014933970404023289,0.0014720001790975669
53,53.0,0.06582341154176657,0.05654991734802488,0.04859391433627083,0.061187943879124324,0.05245762305064649,0.04434248067825989,0.019483398646617536,0.019481160695200336,0.0158827671454665,0.015866638179169383,0.011682304610307514,0.011752938278473068,0.014434629954494104,0.014327192284967885,0.011688739893283432,0.011570926410589589,0.008135417718400546,0.008058407617943972,0.01043450995238451,0.010370662970453004,0.008270567709468643,0.008176984443880203,0.0053046558944478085,0.005256717798506033,0.0072655593873283165,0.007261055424936931,0.005745832199244311,0.005698190186803779,0.003458817210680414,0.0034381002476574565,0.006330333772545649,0.0062852304196251724,0.004974798029835493,0.004922277869222664,0.0028759142518665717,0.0028737882461915953,0.00535571933345003,0.005366932253573257,0.0042030527436114585,0.004213497233649852,0.0023867751506302386,0.0023992157738287074,0.00457095244417914,0.004499933181460774,0.0036266046802600933,0.0035792792989406833,0.0020150484026424747,0.0019845359919155306,0.00423798070385629,0.004157510531456989,0.0033598611257592867,0.0033116678047240894,0.0018495332192852217,0.0018235783954336404,0.004194787862493229,0.004132056277279439,0.0033438637878597795,0.003292227376910405,0.0018169228082385764,0.0018120560314759844,0.0033328608863921185,0.0033130903097143803,0.0027220715102344722,0.0026846460115522467,0.0014735486563736708,0.0014588574523510351
54,54.0,0.06647425344431766,0.05662631634616428,0.04846470698986852,0.06148926647257429,0.05258069243834153,0.04455089531237404,0.019525258505270336,0.019330872044197228,0.015826803578003854,0.01574294570950228,0.011706209401577706,0.011637229892014564,0.014402903374521924,0.014252776570104122,0.011573244104828923,0.011507904336131771,0.008014107777056377,0.00799853784467571,0.0104438504478764,0.010340797071981739,0.008247356411655866,0.008151727414429866,0.005262762953603668,0.005231940225352828,0.007294991964078897,0.007234713953322399,0.0056911369054265,0.005677204772097437,0.0034514906529488024,0.0034201909516154653,0.006316172302472638,0.006252401194520532,0.004948792930656234,0.004896428474090768,0.002869628814500505,0.0028543187409621374,0.005328120768319975,0.005329450983598785,0.004208397567252047,0.004184847239762699,0.0023707965704232075,0.0023788662131928656,0.004530991719968263,0.0044712038093705705,0.003609233246957851,0.0035572107041944748,0.0019916457086873287,0.001969003879044043,0.0041856109984607925,0.004130177976476551,0.003337717304833575,0.0032907021926091105,0.0018456332486378644,0.0018089809144759335,0.004181152638181994,0.0041057395029667045,0.003304649271084842,0.003271865240063581,0.001793486811109111,0.001797858755739453,0.0033183131095264233,0.0032866479323382636,0.002693822045717334,0.002663634367917315,0.0014717728579680736,0.001445443254815726
55,55.0,0.06653408205542378,0.057082153358353926,0.04886695965324741,0.06121576004999401,0.052302420668269,0.044080293217950935,0.019244691076013416,0.019180370424267443,0.015676488294301547,0.015618934603614886,0.011592286278006719,0.011521477896609804,0.01425419405192721,0.014177076751820736,0.011492265862338927,0.011443773276250202,0.008024822027731764,0.007937918678600974,0.010452716430288254,0.010309652468896337,0.008209638415164552,0.00812547242550369,0.005276437687088481,0.005206537325274988,0.007270571856344497,0.007207403641388864,0.005710088349233892,0.005655446062770218,0.0034216135839757137,0.003401836548531964,0.006295671462331318,0.006218623641609194,0.004939680183046962,0.004869833538502392,0.0028601261456788775,0.002834446085128785,0.0052717855281507724,0.005291228960226716,0.0041506517139605036,0.004155603707236066,0.00235060588119057,0.0023582213566274825,0.004505043211178043,0.004441616304559241,0.0035747877059725173,0.0035344366492133673,0.0019729621823803734,0.001953125258776852,0.004168424688888137,0.004102099893999683,0.003298400319740007,0.00326912425636925,0.0018128464858768506,0.0017940956659954909,0.004103971389089335,0.004078651609186992,0.0032894196008857635,0.0032508769095721014,0.0017955501686224395,0.001783364644263782,0.0032907542123300593,0.003259502195418846,0.002662653692307389,0.002642044037922976,0.001439118599354132,0.0014317610630639247
56,56.0,0.06714886632819,0.057184606957045386,0.04894089128245226,0.060266013227727,0.051234080816059506,0.04291513151035008,0.01902674505471457,0.01902975499031312,0.015514319912603757,0.015494683814793339,0.011444719894940388,0.011405760882970298,0.014187069926404446,0.014100123009039112,0.011396700500885914,0.011378558393561186,0.007813643896504975,0.007876580175314656,0.010408000739405303,0.010277231809512878,0.008188883315258032,0.008098222486112703,0.00518900399574522,0.0051805180349437895,0.007216576650755896,0.007179126377156467,0.0056615706739620774,0.005632915460860692,0.003379636814600485,0.0033830423015552375,0.006269213863988662,0.006183902112543467,0.004892143775405969,0.004842496617971309,0.002822884056096037,0.0028141762560137725,0.005257986464864573,0.005252277750960267,0.004111797619307755,0.004125774952672847,0.0023307912852783626,0.00233728982773587,0.00444739139063727,0.004411174765348266,0.003549664608714386,0.0035109595015718727,0.0019480901776824276,0.001936904810524451,0.004095296702345235,0.004073280444211607,0.0032706491788816404,0.003246936387698144,0.0017741533041313827,0.0017789272208894903,0.004108167280504776,0.004050795692069953,0.0032634715616199628,0.003229264193890425,0.0017675561167670622,0.0017685778962844186,0.003228057428966204,0.0032316573484675593,0.0026255112256692442,0.002619877955899104,0.001409759380458236,0.0014178147195358722
57,57.00000000000001,0.06697227310552832,0.0573866674475989,0.049605684021449326,0.05783596349399595,0.04952315481177213,0.041366717882301916,0.018927147802637604,0.01887912333904259,0.015356861117932838,0.015370271322261257,0.011197746173479526,0.011290155984829521,0.014024243235433102,0.014021947495457964,0.011315968848027503,0.011312286569490411,0.007862168938481667,0.007814553406776427,0.010373668723171948,0.010243540515602927,0.00816833001655784,0.008069982715049247,0.005241323344951298,0.005153892558988252,0.007273285386321806,0.007149885906840845,0.00566219758866955,0.005609615846435107,0.003378079266868587,0.0033638142794911946,0.006238275142145118,0.006148242514313059,0.004891812009148205,0.004814422497966295,0.0028162545762743336,0.0027935158432191506,0.005211859772992724,0.005212609982830174,0.004094296734110257,0.004095370159914682,0.0023088109995644435,0.0023160806218799983,0.004440906620808909,0.004379884770872543,0.00352679307694504,0.003486782871439998,0.001945843316589696,0.0019203477826563952,0.004097573680926965,0.004043724967365178,0.0032663703954555457,0.003224141966868947,0.0017703677497417178,0.0017634805649336077,0.0040858497018939535,0.004022176104229536,0.0032352467872190037,0.0032070299343362847,0.0017573644079457505,0.0017535031559270703,0.0031871463255485825,0.003203118736434181,0.0025966325654154685,0.002597139963667601,0.0013965326915918949,0.0014036084343715385
58,58.0,0.06698372023125876,0.05761022760001573,0.049567676088865684,0.05667335649983942,0.048359889886388736,0.04064304902066575,0.018778490222337813,0.018728571409273205,0.015208141621977507,0.015245774054544806,0.011240134850041092,0.011174738797613869,0.01396965261086349,0.01394258433187375,0.011305998796949799,0.011244986398579281,0.007737181697267541,0.007751870443891846,0.010310156558953454,0.010208586803556172,0.008108850683310874,0.00804076035639579,0.005214688838918924,0.005126672372396579,0.007171960478131309,0.007119687850857041,0.005630060526864902,0.0055855515904662785,0.003361279966705276,0.003344159359585781,0.006203151050137755,0.006111652322158753,0.004836424321380711,0.00478561720392911,0.0028046580237060144,0.0027724720498231207,0.005182588648557098,0.005172239343947784,0.004083344971277792,0.004064399382281125,0.0022999285422515784,0.0022946031026238947,0.004407154644289799,0.00434775339264617,0.003497109865693543,0.0034619116221416618,0.0019263914078856443,0.0019034599940295025,0.004039546379824001,0.004013439993142769,0.0032216223764703414,0.0032007453714945184,0.0017696168765000764,0.0017477610993077322,0.004039753567113591,0.003992798465716263,0.0032065569658780192,0.003184178014721375,0.001745669834410518,0.001738145513293252,0.0031925714476061145,0.003173892808192677,0.002587491215803324,0.002573834818108379,0.0013854348860197479,0.0013891467863164438
59,59.00000000000001,0.06716305591268736,0.057658710073925666,0.049513359812766805,0.05582479157359274,0.047645389685246765,0.039998776687692875,0.01863211335097161,0.01857819338629144,0.015245468232151319,0.015121267815372751,0.011158134779149618,0.011059583300907028,0.013988822428548386,0.013862069593166158,0.011242875306170042,0.011176688178152028,0.0077218392114457,0.007688564336261638,0.010227750314058608,0.010172381697944256,0.008050701945655669,0.008010564789270603,0.005131212693699234,0.005098870219390115,0.007147379902232411,0.007088539714866374,0.005608890019103557,0.005560728563774177,0.0033472694143724907,0.0033240852281293627,0.006167854697479429,0.006074140588466317,0.004830185608745014,0.0047560880081068116,0.002781463673183509,0.00275105269197329,0.00514059414663175,0.005131180582319972,0.004023641453489985,0.004032873542567443,0.0022701471510464728,0.00227286699719838,0.004352325342875397,0.004314789202247536,0.003469229821642847,0.0034363518774532496,0.001939692575871899,0.0018862478340040394,0.00402254579740297,0.00398243324698831,0.003196092074350897,0.0031767519827491627,0.0017533431381617452,0.0017317746400461733,0.004014787858391269,0.003962669671733751,0.0031977222115187826,0.003160713368322671,0.0017418310897534617,0.001722510504387655,0.0031645702253558362,0.0031439871222229965,0.0025538268347882246,0.002549968196405345,0.0013859804675824172,0.0013744347226927215
60,59.99999999999999,0.06729946583038515,0.05787389825920732,0.05006880108942997,0.05514194419657329,0.04737913697246914,0.03972776080333448,0.01865325114777134,0.018428081610395237,0.01514543111582582,0.014996827212204373,0.011023872977908442,0.010944761784812396,0.013819430270724445,0.013780441289928641,0.011137827085379635,0.01110742389332514,0.00758425103851348,0.007624669089102782,0.010232623258977402,0.010134939037424885,0.008043613463985619,0.007979407531764545,0.005074680498169258,0.00507050010874956,0.007085914925070668,0.007056450895823388,0.005570678809666006,0.0055351541419938945,0.003341422596449318,0.003303600378868795,0.00609023269286638,0.006035717947605,0.004772459871630477,0.004725843433170461,0.002742872537331887,0.0027292661968668654,0.0051122676637340055,0.0050894495019090675,0.004012838595908013,0.004000804430786267,0.0022395444719459324,0.0022508823909854992,0.004343482733298444,0.004281002275090606,0.0034544233529244946,0.0034101110256136765,0.0018816878171093795,0.0018687182609381985,0.00398144938818631,0.0039507136533828684,0.003173524763858524,0.0031521681890286867,0.0017176544097301921,0.0017155274164058687,0.003949243479552273,0.003931797897090162,0.0031667565487352683,0.003136641982169611,0.0017221589466068445,0.0017066041098798427,0.0031014559737562396,0.003113410349464313,0.0025196603104341987,0.002525546698951542,0.001342903870576181,0.0013594775584291788
61,61.0,0.06775440674908341,0.05894485152902176,0.05080635727269097,0.0547950477360299,0.046921234124648034,0.039623653762160024,0.018577576450966915,0.018278326489733515,0.015143666316779741,0.014872525587472034,0.011022280137426605,0.010830344780308627,0.0137033100049816,0.013697739344739036,0.011082739471527684,0.01103722719735374,0.0075812468504968,0.007560219637353392,0.01020464373091508,0.010096275472946512,0.008021571487926583,0.007947302239039266,0.0050732662596462705,0.005041577305583131,0.007064285795151036,0.007023432682993645,0.005535880839726168,0.005508837206547611,0.003281974255898447,0.0032827141092190036,0.006008990155958288,0.005996396616686083,0.004739852985164679,0.004694893252601014,0.0027319066734778803,0.0027071215991122813,0.005060550578371288,0.005047062955928612,0.003981595875953459,0.003968204699644578,0.002234273887965698,0.0022286597210237945,0.004289450137754547,0.004246404190260061,0.003418806029355813,0.0033831977200263186,0.0018800732631773893,0.0018508787991554326,0.003920130525294025,0.003918291336045505,0.003149267982850132,0.00312700138703251,0.0017085197725414808,0.001699026068149102,0.003943398989951959,0.0039001925973641124,0.003136476021290189,0.0031119708986296866,0.0017069373077706394,0.0016904327526960177,0.0030762048624411267,0.003082172273322919,0.002502008389607623,0.0025005778498989493,0.0013335817763709082,0.0013442809741467145
62,62.0,0.06858705930417569,0.05944939767819058,0.05131924641211615,0.05415923260927823,0.04645617366400104,0.03945853615005461,0.018430117510536668,0.018129016417547866,0.014985575871327301,0.014748434952619117,0.010875684726246431,0.010716400993683841,0.01368090975222209,0.013614005563080605,0.011010105191673999,0.010966133387322807,0.007432490805090716,0.007495251816981609,0.010139539941031882,0.010056410458235139,0.007977952735769771,0.007914264695573279,0.005035315530094728,0.005012118319536363,0.007001119786296801,0.006989498253927064,0.005526444826682486,0.005481788141608153,0.0032790492890712175,0.0032614365142720446,0.005993547401610304,0.0059561903922280435,0.00469238426240818,0.004663248487832073,0.0027064255372818632,0.0026846285354712447,0.005003985844782034,0.005004038837373472,0.0039539126684625244,0.003935087857753816,0.002202517065343992,0.002206209768538381,0.004246111640591907,0.004211008026398732,0.0033867717531914994,0.003355621876642243,0.0018542474408801077,0.0018327375343834542,0.003893968563263679,0.003885177615049503,0.003112856754908567,0.003101259980258584,0.0016968374249415443,0.001682277641740267,0.00388325259913815,0.0038678645067735896,0.003111446407610068,0.0030867082142823324,0.0017040809554434476,0.0016740032944398432,0.003065493425562785,0.003050283786825745,0.0024723251671184723,0.0024750700953448798,0.0013418658835126155,0.0013288510132980695
