,depths,Eu_480.0,Ed_480.0,Eo_480.0,a_480.0,b_480.0,bb_480.0,Eu_540.0,Ed_540.0,Eo_540.0,a_540.0,b_540.0,bb_540.0,Eu_600.0,Ed_600.0,Eo_600.0,a_600.0,b_600.0,bb_600.0
0,0.0,0.10665,0.11663,0.42131,480.0,480.0,480.0,0.083135,0.10758,0.36054,540.0,540.0,540.0,0.046808,0.098604,0.2759,600.0,600.0,600.0
1,0.0,0.20996,0.21986,0.89141,0.1,500.0,98.35,0.16327,0.18765,0.71719,0.94,500.0,98.35,0.090005,0.14176,0.44795,9.6897,500.0,98.35
2,0.01,0.19039,0.19947,0.7796,0.1,500.0,98.35,0.12487,0.14347,0.53589,0.94,500.0,98.35,0.039019,0.060826,0.19678,9.6897,500.0,98.35
3,0.02,0.17382,0.18215,0.71189,0.1,500.0,98.35,0.095251,0.10944,0.40883,0.94,500.0,98.35,0.016275,0.025367,0.082099,9.6897,500.0,98.35
4,0.03,0.1586,0.16625,0.64964,0.1,500.0,98.35,0.07265,0.083474,0.31183,0.94,500.0,98.35,0.0067848,0.010575,0.034227,9.6897,500.0,98.35
5,0.04,0.14461,0.15164,0.59246,0.1,500.0,98.35,0.055411,0.063667,0.23783,0.94,500.0,98.35,0.0028285,0.0044088,0.014269,9.6897,500.0,98.35
6,0.05,0.13176,0.13822,0.53991,0.1,500.0,98.35,0.042261,0.048559,0.18139,0.94,500.0,98.35,0.0011792,0.001838,0.0059487,9.6897,500.0,98.35
7,0.06,0.11993,0.12588,0.49158,0.1,500.0,98.35,0.032231,0.037035,0.13834,0.94,500.0,98.35,0.00049161,0.00076626,0.00248,9.6897,500.0,98.35
8,0.07,0.10904,0.11452,0.44708,0.1,500.0,98.35,0.02458,0.028244,0.10551,0.94,500.0,98.35,0.00020495,0.00031945,0.0010339,9.6897,500.0,98.35
9,0.08,0.099,0.10405,0.40607,0.1,500.0,98.35,0.018742,0.021538,0.080453,0.94,500.0,98.35,8.5442e-05,0.00013318,0.00043102,9.6897,500.0,98.35
10,0.09,0.089733,0.094398,0.36823,0.1,500.0,98.35,0.014289,0.016422,0.061338,0.94,500.0,98.35,3.562e-05,5.5521e-05,0.00017969,9.6897,500.0,98.35
11,0.1,0.081168,0.085481,0.33327,0.1,500.0,98.35,0.010889,0.012518,0.046751,0.94,500.0,98.35,1.485e-05,2.3146e-05,7.4912e-05,9.6897,500.0,98.35
12,0.11,0.073236,0.077232,0.30091,0.1,500.0,98.35,0.0082937,0.0095373,0.035614,0.94,500.0,98.35,6.1907e-06,9.6494e-06,3.123e-05,9.6897,500.0,98.35
13,0.12,0.065875,0.069585,0.2709,0.1,500.0,98.35,0.0063103,0.0072608,0.027105,0.94,500.0,98.35,2.5809e-06,4.0228e-06,1.302e-05,9.6897,500.0,98.35
14,0.13,0.05903,0.062483,0.24301,0.1,500.0,98.35,0.0047926,0.0055202,0.020598,0.94,500.0,98.35,1.0759e-06,1.6771e-06,5.4277e-06,9.6897,500.0,98.35
15,0.14,0.052644,0.055867,0.21701,0.1,500.0,98.35,0.0036286,0.0041871,0.01561,0.94,500.0,98.35,4.4856e-07,6.9917e-07,2.2628e-06,9.6897,500.0,98.35
16,0.15,0.04667,0.049688,0.1927,0.1,500.0,98.35,0.0027324,0.003163,0.011775,0.94,500.0,98.35,1.8699e-07,2.9147e-07,9.4333e-07,9.6897,500.0,98.35
17,0.16,0.04106,0.043897,0.1699,0.1,500.0,98.35,0.0020379,0.0023723,0.0088086,0.94,500.0,98.35,7.7919e-08,1.2149e-07,3.9315e-07,9.6897,500.0,98.35
