,Angle [deg],PF [1/sr]
0,0.0001,38448.53663610209
1,0.3608210420841683,936.782137608493
2,0.7215420841683367,190.05876406355006
3,1.0822631262525049,89.64128096447115
4,1.4429841683366733,60.297480434732854
5,1.8037052104208418,44.562931321201674
6,2.16442625250501,35.06631367379681
7,2.5251472945891784,26.65142638254811
8,2.885868336673347,20.310636340658892
9,3.2465893787575153,16.40422524245839
10,3.6073104208416837,13.191845724353753
11,3.9680314629258517,10.368662615221162
12,4.328752505010019,8.61458745688333
13,4.689473547094188,7.072833274075568
14,5.050194589178356,5.5292588407891925
15,5.410915631262525,4.566853073448539
16,5.771636673346693,3.516976521277151
17,6.132357715430861,2.988698992074701
18,6.49307875751503,2.4740059331956394
19,6.853799799599198,2.078101602780304
20,7.214520841683367,1.7264053444826502
21,7.575241883767535,1.5193827459463067
22,7.935962925851703,1.2920280169745477
23,8.296683967935872,0.9884085714325394
24,8.657405010020039,0.9366846920858286
25,9.018126052104208,0.7078596500564208
26,9.378847094188377,0.6839233960048392
27,9.739568136272545,0.5407751027661737
28,10.100289178356713,0.5113280283916949
29,10.461010220440881,0.4292552614910047
30,10.82173126252505,0.40141425751927456
31,11.182452304609217,0.32082777007252167
32,11.543173346693386,0.34673383458448626
33,11.903894388777555,0.24854191522551117
34,12.264615430861722,0.25339922171474455
35,12.625336472945891,0.20114803822456676
36,12.98605751503006,0.18285735101235404
37,13.346778557114227,0.18657864062315468
38,13.707499599198396,0.14718303264619467
39,14.068220641282565,0.14077139861469043
40,14.428941683366734,0.12480156446235698
41,14.789662725450901,0.1072106822475796
42,15.15038376753507,0.10193317875630735
43,15.511104809619239,0.09359914098364604
44,15.871825851703406,0.08723112239925102
45,16.232546893787575,0.0751517275074257
46,16.593267935871744,0.06335179219993926
47,16.953988977955913,0.05954387999979807
48,17.314710020040078,0.05072633486518829
49,17.675431062124247,0.04778576304685331
50,18.036152104208416,0.041366986996976815
51,18.396873146292585,0.04223900877161488
52,18.757594188376753,0.038773917053951404
53,19.118315230460922,0.03502888763582513
54,19.47903627254509,0.03331488079142072
55,19.839757314629257,0.027274116594090375
56,20.200478356713425,0.02727222401361212
57,20.561199398797594,0.025791554738464898
58,20.921920440881763,0.022454231872013328
59,21.282641482965932,0.018473184350294634
60,21.6433625250501,0.02030526584721939
61,22.004083567134266,0.017743747767761244
62,22.364804609218435,0.01427302700319263
63,22.725525651302604,0.01447990801849167
64,23.086246693386773,0.013742252186745584
65,23.446967735470942,0.014008625608361292
66,23.80768877755511,0.011547412773247482
67,24.16840981963928,0.01223655673594413
68,24.529130861723445,0.008422382936839432
69,24.889851903807614,0.009074179252614417
70,25.250572945891783,0.008574530554329718
71,25.61129398797595,0.007613395096559333
72,25.97201503006012,0.00961790158619889
73,26.33273607214429,0.00711190958144995
74,26.693457114228455,0.006821015737819139
75,27.054178156312624,0.00718179204280646
76,27.414899198396792,0.006334549962150632
77,27.77562024048096,0.006134444148848026
78,28.13634128256513,0.005798742431079323
79,28.4970623246493,0.005381380261991362
80,28.857783366733468,0.005256988672102576
81,29.218504408817633,0.004960568464321615
82,29.579225450901802,0.00370348959990542
83,29.93994649298597,0.004992501270150329
84,30.30066753507014,0.003308322540822913
85,30.66138857715431,0.0039029039813808053
86,31.022109619238478,0.003993031561283746
87,31.382830661322643,0.003986487604971248
