,depths,Eu_480.0,Ed_480.0,Eo_480.0,a_480.0,b_480.0,bb_480.0,Eu_540.0,Ed_540.0,Eo_540.0,a_540.0,b_540.0,bb_540.0,Eu_600.0,Ed_600.0,Eo_600.0,a_600.0,b_600.0,bb_600.0
69,0.68,0.034644,0.041029,0.15318,0.043,500.0,2.12,0.022857,0.027845,0.10259,0.066613,500.0,2.12,0.011757,0.015032,0.054145,0.11822,500.0,2.12
70,0.6900000000000001,0.034116,0.040436,0.15091,0.043,500.0,2.12,0.022453,0.027373,0.10081,0.066613,500.0,2.12,0.011501,0.014713,0.052981,0.11822,500.0,2.12
71,0.7000000000000001,0.033594,0.039849,0.14867,0.043,500.0,2.12,0.022055,0.026908,0.099065,0.066613,500.0,2.12,0.01125,0.014399,0.05184,0.11822,500.0,2.12
72,0.71,0.033076,0.039268,0.14644,0.043,500.0,2.12,0.021661,0.026449,0.097341,0.066613,500.0,2.12,0.011003,0.014092,0.050722,0.11822,500.0,2.12
73,0.72,0.032564,0.038693,0.14424,0.043,500.0,2.12,0.021273,0.025997,0.09564,0.066613,500.0,2.12,0.010761,0.013791,0.049624,0.11822,500.0,2.12
74,0.73,0.032056,0.038124,0.14206,0.043,500.0,2.12,0.02089,0.025551,0.093961,0.066613,500.0,2.12,0.010524,0.013496,0.048548,0.11822,500.0,2.12
75,0.74,0.031554,0.037561,0.13991,0.043,500.0,2.12,0.020511,0.02511,0.092305,0.066613,500.0,2.12,0.010291,0.013207,0.047492,0.11822,500.0,2.12
76,0.75,0.031056,0.037004,0.13777,0.043,500.0,2.12,0.020138,0.024676,0.090671,0.066613,500.0,2.12,0.010063,0.012923,0.046457,0.11822,500.0,2.12
77,0.76,0.030563,0.036453,0.13566,0.043,500.0,2.12,0.019769,0.024248,0.089059,0.066613,500.0,2.12,0.0098388,0.012644,0.045441,0.11822,500.0,2.12
78,0.77,0.030075,0.035907,0.13356,0.043,500.0,2.12,0.019405,0.023825,0.087468,0.066613,500.0,2.12,0.0096188,0.012371,0.044445,0.11822,500.0,2.12
79,0.78,0.029591,0.035366,0.13149,0.043,500.0,2.12,0.019046,0.023408,0.085897,0.066613,500.0,2.12,0.0094029,0.012103,0.043467,0.11822,500.0,2.12
80,0.79,0.029112,0.034831,0.12944,0.043,500.0,2.12,0.018691,0.022997,0.084347,0.066613,500.0,2.12,0.0091909,0.011841,0.042508,0.11822,500.0,2.12
