,depths,Eu_480.0,Ed_480.0,Eo_480.0,Eod_480.0,Eou_480.0,a_480.0,b_480.0,bb_480.0,Eu_540.0,Ed_540.0,Eo_540.0,Eod_540.0,Eou_540.0,a_540.0,b_540.0,bb_540.0,Eu_600.0,Ed_600.0,Eo_600.0,Eod_600.0,Eou_600.0,a_600.0,b_600.0,bb_600.0,g
105,1.04,0.0091936,0.019109,0.056306,0.035737,0.020568,0.043,110.0,0.0704,0.0069016,0.015003,0.043463,0.027932,0.015531,0.065,110.0,0.0704,0.0035504,0.0089349,0.024578,0.016414,0.0081638,0.133,110.0,0.0704,999.0
106,1.05,0.0091036,0.018995,0.055894,0.035511,0.020382,0.043,110.0,0.0704,0.0068309,0.014904,0.043119,0.027737,0.015383,0.065,110.0,0.0704,0.0035074,0.0088594,0.024337,0.016266,0.0080706,0.133,110.0,0.0704,999.0
107,1.06,0.0090139,0.018881,0.055484,0.035286,0.020197,0.043,110.0,0.0704,0.0067604,0.014806,0.042778,0.027543,0.015235,0.065,110.0,0.0704,0.0034647,0.0087845,0.024099,0.01612,0.0079782,0.133,110.0,0.0704,999.0
108,1.07,0.0089243,0.018768,0.055076,0.035063,0.020013,0.043,110.0,0.0704,0.0066902,0.014708,0.042439,0.027351,0.015089,0.065,110.0,0.0704,0.0034224,0.0087102,0.023863,0.015977,0.0078867,0.133,110.0,0.0704,999.0
109,1.08,0.008835,0.018655,0.05467,0.034841,0.019829,0.043,110.0,0.0704,0.0066202,0.01461,0.042103,0.02716,0.014943,0.065,110.0,0.0704,0.0033802,0.0086365,0.02363,0.015834,0.0077958,0.133,110.0,0.0704,999.0
110,1.09,0.008746,0.018543,0.054265,0.034619,0.019645,0.043,110.0,0.0704,0.0065505,0.014514,0.041768,0.026971,0.014797,0.065,110.0,0.0704,0.0033384,0.0085634,0.023399,0.015694,0.0077057,0.133,110.0,0.0704,999.0
111,1.1,0.0086571,0.01843,0.053862,0.034399,0.019463,0.043,110.0,0.0704,0.006481,0.014417,0.041435,0.026782,0.014652,0.065,110.0,0.0704,0.0032968,0.0084909,0.023171,0.015555,0.0076163,0.133,110.0,0.0704,999.0
112,1.11,0.0085684,0.018319,0.05346,0.03418,0.01928,0.043,110.0,0.0704,0.0064117,0.014321,0.041103,0.026595,0.014508,0.065,110.0,0.0704,0.0032554,0.0084188,0.022944,0.015417,0.0075274,0.133,110.0,0.0704,999.0
113,1.12,0.0084799,0.018207,0.05306,0.033961,0.019098,0.043,110.0,0.0704,0.0063426,0.014225,0.040773,0.026409,0.014364,0.065,110.0,0.0704,0.0032143,0.0083473,0.022719,0.01528,0.0074391,0.133,110.0,0.0704,999.0
114,1.1300000000000001,0.0083915,0.018096,0.05266,0.033744,0.018917,0.043,110.0,0.0704,0.0062738,0.01413,0.040445,0.026224,0.014221,0.065,110.0,0.0704,0.0031734,0.0082764,0.022496,0.015145,0.0073513,0.133,110.0,0.0704,999.0
115,1.1400000000000001,0.0083034,0.017985,0.052262,0.033527,0.018735,0.043,110.0,0.0704,0.0062051,0.014035,0.040118,0.02604,0.014078,0.065,110.0,0.0704,0.0031327,0.0082059,0.022275,0.015011,0.0072641,0.133,110.0,0.0704,999.0
116,1.1500000000000001,0.0082154,0.017875,0.051866,0.033311,0.018555,0.043,110.0,0.0704,0.0061366,0.013941,0.039792,0.025857,0.013936,0.065,110.0,0.0704,0.0030922,0.008136,0.022055,0.014877,0.0071774,0.133,110.0,0.0704,999.0
117,1.16,0.0081276,0.017765,0.05147,0.033096,0.018374,0.043,110.0,0.0704,0.0060683,0.013847,0.039468,0.025674,0.013794,0.065,110.0,0.0704,0.003052,0.0080665,0.021837,0.014745,0.0070911,0.133,110.0,0.0704,999.0
118,1.17,0.0080399,0.017655,0.051076,0.032882,0.018194,0.043,110.0,0.0704,0.0060002,0.013753,0.039145,0.025493,0.013652,0.065,110.0,0.0704,0.0030119,0.0079975,0.02162,0.014615,0.0070054,0.133,110.0,0.0704,999.0
119,1.18,0.0079524,0.017546,0.050682,0.032668,0.018014,0.043,110.0,0.0704,0.0059323,0.01366,0.038824,0.025312,0.013511,0.065,110.0,0.0704,0.002972,0.007929,0.021405,0.014485,0.0069201,0.133,110.0,0.0704,999.0
120,1.19,0.007865,0.017437,0.05029,0.032455,0.017835,0.043,110.0,0.0704,0.0058646,0.013567,0.038503,0.025133,0.01337,0.065,110.0,0.0704,0.0029323,0.007861,0.021191,0.014356,0.0068352,0.133,110.0,0.0704,999.0
121,1.2,0.0077778,0.017328,0.049898,0.032242,0.017656,0.043,110.0,0.0704,0.005797,0.013474,0.038184,0.024954,0.01323,0.065,110.0,0.0704,0.0028928,0.0077935,0.020979,0.014228,0.0067507,0.133,110.0,0.0704,999.0
122,1.21,0.0076908,0.01722,0.049508,0.032031,0.017477,0.043,110.0,0.0704,0.0057296,0.013382,0.037866,0.024776,0.01309,0.065,110.0,0.0704,0.0028535,0.0077264,0.020767,0.014101,0.0066666,0.133,110.0,0.0704,999.0
123,1.22,0.0076038,0.017112,0.049118,0.03182,0.017299,0.043,110.0,0.0704,0.0056624,0.01329,0.037549,0.024598,0.01295,0.065,110.0,0.0704,0.0028143,0.0076597,0.020558,0.013975,0.0065829,0.133,110.0,0.0704,999.0
124,1.23,0.007517,0.017004,0.048729,0.031609,0.01712,0.043,110.0,0.0704,0.0055953,0.013199,0.037233,0.024422,0.012811,0.065,110.0,0.0704,0.0027753,0.0075935,0.020349,0.01385,0.0064996,0.133,110.0,0.0704,999.0
125,1.24,0.0074304,0.016896,0.048342,0.031399,0.016942,0.043,110.0,0.0704,0.0055283,0.013108,0.036918,0.024246,0.012672,0.065,110.0,0.0704,0.0027365,0.0075278,0.020142,0.013725,0.0064166,0.133,110.0,0.0704,999.0
126,1.25,0.0073438,0.016789,0.047955,0.03119,0.016765,0.043,110.0,0.0704,0.0054615,0.013017,0.036604,0.02407,0.012533,0.065,110.0,0.0704,0.0026978,0.0074624,0.019936,0.013602,0.006334,0.133,110.0,0.0704,999.0
127,1.26,0.0072574,0.016682,0.047569,0.030981,0.016587,0.043,110.0,0.0704,0.0053949,0.012927,0.036291,0.023896,0.012395,0.065,110.0,0.0704,0.0026593,0.0073975,0.019731,0.013479,0.0062516,0.133,110.0,0.0704,999.0
128,1.27,0.0071711,0.016575,0.047183,0.030773,0.01641,0.043,110.0,0.0704,0.0053284,0.012837,0.035979,0.023722,0.012257,0.065,110.0,0.0704,0.0026209,0.0073331,0.019527,0.013357,0.0061696,0.133,110.0,0.0704,999.0
129,1.28,0.007085,0.016469,0.046799,0.030566,0.016233,0.043,110.0,0.0704,0.005262,0.012747,0.035667,0.023549,0.012119,0.065,110.0,0.0704,0.0025827,0.007269,0.019324,0.013236,0.0060878,0.133,110.0,0.0704,999.0
130,1.29,0.0069989,0.016363,0.046415,0.030359,0.016056,0.043,110.0,0.0704,0.0051957,0.012658,0.035357,0.023376,0.011981,0.065,110.0,0.0704,0.0025446,0.0072053,0.019122,0.013116,0.0060063,0.133,110.0,0.0704,999.0
131,1.3,0.006913,0.016257,0.046031,0.030152,0.015879,0.043,110.0,0.0704,0.0051296,0.012569,0.035048,0.023204,0.011843,0.065,110.0,0.0704,0.0025066,0.0071421,0.018922,0.012997,0.005925,0.133,110.0,0.0704,999.0
132,1.31,0.0068272,0.016152,0.045649,0.029946,0.015703,0.043,110.0,0.0704,0.0050637,0.01248,0.034739,0.023033,0.011706,0.065,110.0,0.0704,0.0024688,0.0070792,0.018722,0.012878,0.0058438,0.133,110.0,0.0704,999.0
133,1.32,0.0067414,0.016046,0.045267,0.029741,0.015526,0.043,110.0,0.0704,0.0049978,0.012392,0.034431,0.022862,0.011569,0.065,110.0,0.0704,0.0024311,0.0070167,0.018523,0.01276,0.0057629,0.133,110.0,0.0704,999.0
134,1.33,0.0066558,0.015941,0.044885,0.029535,0.01535,0.043,110.0,0.0704,0.004932,0.012304,0.034123,0.022692,0.011432,0.065,110.0,0.0704,0.0023935,0.0069546,0.018325,0.012643,0.0056821,0.133,110.0,0.0704,999.0
135,1.34,0.0065702,0.015836,0.044504,0.029331,0.015173,0.043,110.0,0.0704,0.0048664,0.012216,0.033817,0.022522,0.011295,0.065,110.0,0.0704,0.002356,0.0068929,0.018127,0.012526,0.0056013,0.133,110.0,0.0704,999.0
136,1.35,0.0064848,0.015732,0.044124,0.029127,0.014997,0.043,110.0,0.0704,0.0048008,0.012129,0.03351,0.022353,0.011157,0.065,110.0,0.0704,0.0023186,0.0068316,0.01793,0.01241,0.0055205,0.133,110.0,0.0704,999.0
137,1.36,0.0063994,0.015628,0.043743,0.028923,0.01482,0.043,110.0,0.0704,0.0047353,0.012042,0.033204,0.022184,0.01102,0.065,110.0,0.0704,0.0022813,0.0067705,0.017734,0.012294,0.0054397,0.133,110.0,0.0704,999.0
138,1.37,0.006314,0.015524,0.043363,0.028719,0.014644,0.043,110.0,0.0704,0.0046699,0.011955,0.032899,0.022016,0.010883,0.065,110.0,0.0704,0.0022441,0.0067099,0.017538,0.012179,0.0053585,0.133,110.0,0.0704,999.0
139,1.3800000000000001,0.0062287,0.01542,0.042982,0.028516,0.014466,0.043,110.0,0.0704,0.0046046,0.011868,0.032593,0.021848,0.010745,0.065,110.0,0.0704,0.0022069,0.0066495,0.017342,0.012065,0.0052769,0.133,110.0,0.0704,999.0
140,1.3900000000000001,0.0061435,0.015316,0.042603,0.028313,0.014289,0.043,110.0,0.0704,0.0045393,0.011782,0.032287,0.02168,0.010607,0.065,110.0,0.0704,0.0021698,0.0065894,0.017145,0.011951,0.0051946,0.133,110.0,0.0704,999.0
141,1.4000000000000001,0.0060603,0.015214,0.042225,0.028113,0.014112,0.043,80.0,0.0512,0.0044753,0.011696,0.03198,0.021513,0.010467,0.065,80.0,0.0512,0.0021334,0.0065299,0.016946,0.011836,0.0051107,0.133,80.0,0.0512,999.0
142,1.41,0.006,0.015136,0.041943,0.027956,0.013987,0.043,80.0,0.0512,0.0044298,0.01163,0.031752,0.021381,0.010371,0.065,80.0,0.0512,0.0021083,0.0064824,0.016797,0.011742,0.0050554,0.133,80.0,0.0512,999.0
143,1.42,0.0059398,0.015058,0.041664,0.027801,0.013862,0.043,80.0,0.0512,0.0043844,0.011564,0.031526,0.021251,0.010275,0.065,80.0,0.0512,0.0020834,0.0064353,0.016651,0.01165,0.0050009,0.133,80.0,0.0512,999.0
144,1.43,0.0058798,0.01498,0.041386,0.027648,0.013738,0.043,80.0,0.0512,0.0043391,0.011498,0.031303,0.021122,0.01018,0.065,80.0,0.0512,0.0020587,0.0063885,0.016507,0.01156,0.0049471,0.133,80.0,0.0512,999.0
145,1.44,0.0058199,0.014902,0.04111,0.027495,0.013614,0.043,80.0,0.0512,0.004294,0.011433,0.031081,0.020995,0.010086,0.065,80.0,0.0512,0.0020341,0.006342,0.016364,0.011471,0.0048936,0.133,80.0,0.0512,999.0
146,1.45,0.0057602,0.014825,0.040834,0.027344,0.013491,0.043,80.0,0.0512,0.004249,0.011368,0.03086,0.020868,0.0099917,0.065,80.0,0.0512,0.0020096,0.0062959,0.016223,0.011383,0.0048406,0.133,80.0,0.0512,999.0
147,1.46,0.0057005,0.014748,0.04056,0.027192,0.013367,0.043,80.0,0.0512,0.0042042,0.011303,0.03064,0.020742,0.0098979,0.065,80.0,0.0512,0.0019853,0.0062501,0.016083,0.011295,0.0047879,0.133,80.0,0.0512,999.0
148,1.47,0.0056409,0.014671,0.040286,0.027042,0.013244,0.043,80.0,0.0512,0.0041594,0.011239,0.030421,0.020617,0.0098043,0.065,80.0,0.0512,0.001961,0.0062045,0.015945,0.011209,0.0047355,0.133,80.0,0.0512,999.0
149,1.48,0.0055814,0.014594,0.040013,0.026892,0.013121,0.043,80.0,0.0512,0.0041148,0.011174,0.030204,0.020493,0.009711,0.065,80.0,0.0512,0.0019369,0.0061593,0.015807,0.011123,0.0046835,0.133,80.0,0.0512,999.0
150,1.49,0.005522,0.014518,0.039741,0.026742,0.012999,0.043,80.0,0.0512,0.0040702,0.01111,0.029987,0.020369,0.0096179,0.065,80.0,0.0512,0.0019129,0.0061144,0.01567,0.011038,0.0046317,0.133,80.0,0.0512,999.0
151,1.5,0.0054626,0.014441,0.03947,0.026593,0.012876,0.043,80.0,0.0512,0.0040258,0.011046,0.02977,0.020245,0.0095251,0.065,80.0,0.0512,0.001889,0.0060697,0.015534,0.010954,0.0045802,0.133,80.0,0.0512,999.0
152,1.51,0.0054034,0.014365,0.039199,0.026445,0.012754,0.043,80.0,0.0512,0.0039814,0.010983,0.029555,0.020122,0.0094326,0.065,80.0,0.0512,0.0018652,0.0060253,0.0154,0.010871,0.004529,0.133,80.0,0.0512,999.0
153,1.52,0.0053442,0.014289,0.038929,0.026297,0.012632,0.043,80.0,0.0512,0.0039372,0.010919,0.02934,0.02,0.0093403,0.065,80.0,0.0512,0.0018415,0.0059812,0.015266,0.010788,0.004478,0.133,80.0,0.0512,999.0
154,1.53,0.0052852,0.014213,0.038659,0.026149,0.01251,0.043,80.0,0.0512,0.003893,0.010856,0.029127,0.019878,0.0092481,0.065,80.0,0.0512,0.0018178,0.0059374,0.015132,0.010705,0.0044273,0.133,80.0,0.0512,999.0
155,1.54,0.0052261,0.014138,0.03839,0.026002,0.012389,0.043,80.0,0.0512,0.0038489,0.010793,0.028913,0.019757,0.0091563,0.065,80.0,0.0512,0.0017943,0.0058938,0.015,0.010623,0.0043768,0.133,80.0,0.0512,999.0
156,1.55,0.0051672,0.014062,0.038122,0.025855,0.012267,0.043,80.0,0.0512,0.0038049,0.01073,0.028701,0.019636,0.0090646,0.065,80.0,0.0512,0.0017709,0.0058505,0.014869,0.010542,0.0043265,0.133,80.0,0.0512,999.0
157,1.56,0.0051083,0.013987,0.037854,0.025709,0.012146,0.043,80.0,0.0512,0.003761,0.010668,0.028489,0.019516,0.0089731,0.065,80.0,0.0512,0.0017475,0.0058074,0.014738,0.010461,0.0042765,0.133,80.0,0.0512,999.0
158,1.57,0.0050495,0.013912,0.037587,0.025563,0.012024,0.043,80.0,0.0512,0.0037172,0.010606,0.028278,0.019396,0.0088818,0.065,80.0,0.0512,0.0017242,0.0057647,0.014608,0.010381,0.0042267,0.133,80.0,0.0512,999.0
159,1.58,0.0049907,0.013837,0.03732,0.025417,0.011903,0.043,80.0,0.0512,0.0036734,0.010543,0.028068,0.019277,0.0087907,0.065,80.0,0.0512,0.001701,0.0057221,0.014479,0.010301,0.0041771,0.133,80.0,0.0512,999.0
160,1.59,0.0049321,0.013763,0.037054,0.025272,0.011782,0.043,80.0,0.0512,0.0036297,0.010482,0.027858,0.019158,0.0086997,0.065,80.0,0.0512,0.0016779,0.0056799,0.01435,0.010222,0.0041277,0.133,80.0,0.0512,999.0
161,1.6,0.0048734,0.013688,0.036788,0.025127,0.011661,0.043,80.0,0.0512,0.0035861,0.01042,0.027649,0.01904,0.008609,0.065,80.0,0.0512,0.0016549,0.0056378,0.014222,0.010144,0.0040786,0.133,80.0,0.0512,999.0
162,1.61,0.0048149,0.013614,0.036523,0.024982,0.011541,0.043,80.0,0.0512,0.0035426,0.010359,0.02744,0.018921,0.0085184,0.065,80.0,0.0512,0.001632,0.005596,0.014095,0.010066,0.0040296,0.133,80.0,0.0512,999.0
163,1.62,0.0047564,0.01354,0.036258,0.024838,0.01142,0.043,80.0,0.0512,0.0034991,0.010297,0.027232,0.018804,0.008428,0.065,80.0,0.0512,0.0016091,0.0055545,0.013969,0.0099879,0.0039809,0.133,80.0,0.0512,999.0
164,1.6300000000000001,0.0046979,0.013466,0.035993,0.024694,0.0113,0.043,80.0,0.0512,0.0034557,0.010236,0.027024,0.018687,0.0083378,0.065,80.0,0.0512,0.0015863,0.0055132,0.013843,0.0099107,0.0039323,0.133,80.0,0.0512,999.0
165,1.6400000000000001,0.0046396,0.013392,0.035729,0.02455,0.011179,0.043,80.0,0.0512,0.0034124,0.010175,0.026818,0.01857,0.0082478,0.065,80.0,0.0512,0.0015636,0.0054722,0.013718,0.0098341,0.003884,0.133,80.0,0.0512,999.0
166,1.6500000000000001,0.0045812,0.013318,0.035466,0.024407,0.011059,0.043,80.0,0.0512,0.0033692,0.010115,0.026611,0.018453,0.0081579,0.065,80.0,0.0512,0.0015409,0.0054314,0.013594,0.0097579,0.0038358,0.133,80.0,0.0512,999.0
167,1.6600000000000001,0.0045229,0.013245,0.035203,0.024264,0.010939,0.043,80.0,0.0512,0.003326,0.010054,0.026406,0.018337,0.0080682,0.065,80.0,0.0512,0.0015184,0.0053908,0.01347,0.0096821,0.0037879,0.133,80.0,0.0512,999.0
168,1.67,0.0044647,0.013171,0.03494,0.024122,0.010819,0.043,80.0,0.0512,0.0032829,0.0099942,0.0262,0.018222,0.0079786,0.065,80.0,0.0512,0.0014959,0.0053505,0.013347,0.0096068,0.0037402,0.133,80.0,0.0512,999.0
169,1.68,0.0044065,0.013098,0.034678,0.023979,0.010699,0.043,80.0,0.0512,0.0032398,0.0099342,0.025996,0.018106,0.0078892,0.065,80.0,0.0512,0.0014734,0.0053104,0.013225,0.009532,0.0036927,0.133,80.0,0.0512,999.0
170,1.69,0.0043484,0.013025,0.034416,0.023837,0.010579,0.043,80.0,0.0512,0.0031969,0.0098744,0.025792,0.017992,0.0078,0.065,80.0,0.0512,0.0014511,0.0052705,0.013103,0.0094577,0.0036454,0.133,80.0,0.0512,999.0
171,1.7,0.0042903,0.012952,0.034155,0.023696,0.010459,0.043,80.0,0.0512,0.0031539,0.0098148,0.025588,0.017877,0.007711,0.065,80.0,0.0512,0.0014288,0.0052308,0.012982,0.0093838,0.0035984,0.133,80.0,0.0512,999.0
172,1.71,0.0042323,0.01288,0.033894,0.023554,0.010339,0.043,80.0,0.0512,0.0031111,0.0097554,0.025385,0.017763,0.0076222,0.065,80.0,0.0512,0.0014066,0.0051915,0.012862,0.0093103,0.0035516,0.133,80.0,0.0512,999.0
173,1.72,0.0041743,0.012807,0.033633,0.023413,0.01022,0.043,80.0,0.0512,0.0030683,0.0096961,0.025183,0.01765,0.0075336,0.065,80.0,0.0512,0.0013844,0.0051523,0.012742,0.0092374,0.0035051,0.133,80.0,0.0512,999.0
174,1.73,0.0041163,0.012735,0.033373,0.023273,0.0101,0.043,80.0,0.0512,0.0030256,0.0096371,0.024981,0.017536,0.0074452,0.065,80.0,0.0512,0.0013623,0.0051133,0.012624,0.0091648,0.0034588,0.133,80.0,0.0512,999.0
175,1.74,0.0040584,0.012663,0.033113,0.023132,0.0099811,0.043,80.0,0.0512,0.0029829,0.0095783,0.02478,0.017423,0.0073571,0.065,80.0,0.0512,0.0013403,0.0050746,0.012506,0.0090928,0.0034129,0.133,80.0,0.0512,999.0
176,1.75,0.0040006,0.012591,0.032854,0.022992,0.0098621,0.043,80.0,0.0512,0.0029403,0.0095196,0.02458,0.017311,0.0072692,0.065,80.0,0.0512,0.0013184,0.0050361,0.012388,0.0090212,0.0033672,0.133,80.0,0.0512,999.0
177,1.76,0.0039428,0.012519,0.032596,0.022852,0.0097434,0.043,80.0,0.0512,0.0028978,0.0094612,0.024381,0.017199,0.0071818,0.065,80.0,0.0512,0.0012966,0.0049979,0.012272,0.0089502,0.0033221,0.133,80.0,0.0512,999.0
178,1.77,0.0038851,0.012447,0.032338,0.022713,0.0096249,0.043,80.0,0.0512,0.0028554,0.009403,0.024182,0.017087,0.0070948,0.065,80.0,0.0512,0.0012748,0.0049599,0.012157,0.0088796,0.0032775,0.133,80.0,0.0512,999.0
179,1.78,0.0038274,0.012376,0.032081,0.022574,0.0095067,0.043,80.0,0.0512,0.002813,0.009345,0.023985,0.016976,0.0070084,0.065,80.0,0.0512,0.0012531,0.0049221,0.012043,0.0088097,0.0032335,0.133,80.0,0.0512,999.0
180,1.79,0.0037697,0.012304,0.031822,0.022435,0.009387,0.043,80.0,0.0512,0.0027707,0.0092872,0.023789,0.016866,0.0069227,0.065,80.0,0.0512,0.0012316,0.0048846,0.011931,0.0087404,0.0031904,0.133,80.0,0.0512,999.0
181,1.8,0.003709,0.01223,0.031561,0.022294,0.0092679,0.043,150.0,0.096,0.002727,0.0092281,0.023593,0.016755,0.0068374,0.065,150.0,0.096,0.0012094,0.0048466,0.011821,0.0086721,0.0031492,0.133,150.0,0.096,999.0
182,1.81,0.0035975,0.012105,0.031093,0.022056,0.0090372,0.043,150.0,0.096,0.002644,0.0091299,0.023239,0.016573,0.0066658,0.065,150.0,0.096,0.0011654,0.0047871,0.011627,0.0085689,0.0030584,0.133,150.0,0.096,999.0
183,1.82,0.0034856,0.01198,0.030618,0.021814,0.008804,0.043,150.0,0.096,0.0025606,0.0090315,0.022879,0.016387,0.0064919,0.065,150.0,0.096,0.0011212,0.0047275,0.011427,0.0084612,0.0029655,0.133,150.0,0.096,999.0
184,1.83,0.0033734,0.011855,0.030139,0.02157,0.0085689,0.043,150.0,0.096,0.0024769,0.0089331,0.022515,0.016199,0.0063164,0.065,150.0,0.096,0.0010768,0.004668,0.011223,0.0083517,0.0028714,0.133,150.0,0.096,999.0
185,1.84,0.0032609,0.011729,0.029657,0.021325,0.0083319,0.043,150.0,0.096,0.0023931,0.0088347,0.022148,0.016009,0.0061393,0.065,150.0,0.096,0.0010322,0.0046086,0.011017,0.0082411,0.0027761,0.133,150.0,0.096,999.0
186,1.85,0.0031481,0.011604,0.029171,0.021078,0.0080929,0.043,150.0,0.096,0.002309,0.0087363,0.021779,0.015818,0.0059606,0.065,150.0,0.096,0.00098743,0.0045493,0.01081,0.0081298,0.0026798,0.133,150.0,0.096,999.0
187,1.86,0.003035,0.011478,0.028683,0.020831,0.0078518,0.043,150.0,0.096,0.0022246,0.0086379,0.021407,0.015627,0.0057804,0.065,150.0,0.096,0.00094251,0.0044902,0.0106,0.0080179,0.0025825,0.133,150.0,0.096,999.0
188,1.87,0.0029216,0.011353,0.028191,0.020582,0.0076083,0.043,150.0,0.096,0.0021401,0.0085396,0.021033,0.015434,0.0055983,0.065,150.0,0.096,0.00089742,0.0044311,0.01039,0.0079056,0.002484,0.133,150.0,0.096,999.0
189,1.8800000000000001,0.0028078,0.011227,0.027695,0.020332,0.0073622,0.043,150.0,0.096,0.0020552,0.0084412,0.020656,0.015241,0.0054143,0.065,150.0,0.096,0.00085215,0.0043722,0.010177,0.0077928,0.0023842,0.133,150.0,0.096,999.0
190,1.8900000000000001,0.0026936,0.011101,0.027194,0.020081,0.0071129,0.043,150.0,0.096,0.00197,0.0083427,0.020275,0.015047,0.0052279,0.065,150.0,0.096,0.00080668,0.0043133,0.0099624,0.0076795,0.0022829,0.133,150.0,0.096,999.0
191,1.9000000000000001,0.0025789,0.010975,0.026689,0.019829,0.0068601,0.043,150.0,0.096,0.0018845,0.0082441,0.019891,0.014852,0.0050389,0.065,150.0,0.096,0.00076097,0.0042545,0.0097457,0.0075658,0.0021799,0.133,150.0,0.096,999.0
192,1.9100000000000001,0.0024637,0.010848,0.026178,0.019575,0.0066032,0.043,150.0,0.096,0.0017986,0.0081454,0.019503,0.014656,0.0048467,0.065,150.0,0.096,0.000715,0.0041957,0.0095264,0.0074515,0.0020749,0.133,150.0,0.096,999.0
193,1.92,0.0023478,0.010721,0.02566,0.019319,0.0063412,0.043,150.0,0.096,0.0017121,0.0080464,0.019109,0.014459,0.0046508,0.065,150.0,0.096,0.00066871,0.0041369,0.0093039,0.0073364,0.0019675,0.133,150.0,0.096,999.0
194,1.93,0.0022312,0.010594,0.025134,0.01906,0.0060733,0.043,150.0,0.096,0.0016252,0.0079471,0.01871,0.014259,0.0044505,0.065,150.0,0.096,0.00062205,0.004078,0.0090776,0.0072205,0.0018571,0.133,150.0,0.096,999.0
195,1.94,0.0021137,0.010465,0.024597,0.018799,0.0057981,0.043,150.0,0.096,0.0015375,0.0078475,0.018303,0.014058,0.0042446,0.065,150.0,0.096,0.00057493,0.004019,0.0088465,0.0071034,0.0017431,0.133,150.0,0.096,999.0
196,1.95,0.001995,0.010336,0.024048,0.018534,0.0055137,0.043,150.0,0.096,0.001449,0.0077472,0.017886,0.013854,0.0040318,0.065,150.0,0.096,0.00052727,0.0039597,0.0086092,0.0069847,0.0016246,0.133,150.0,0.096,999.0
197,1.96,0.0018751,0.010206,0.023482,0.018265,0.0052173,0.043,150.0,0.096,0.0013596,0.0076463,0.017457,0.013647,0.00381,0.065,150.0,0.096,0.00047892,0.0039001,0.0083639,0.006864,0.0014999,0.133,150.0,0.096,999.0
198,1.97,0.0017534,0.010074,0.022894,0.017989,0.0049048,0.043,150.0,0.096,0.0012688,0.0075443,0.017012,0.013436,0.003576,0.065,150.0,0.096,0.00042968,0.0038399,0.0081072,0.0067403,0.0013669,0.133,150.0,0.096,999.0
199,1.98,0.0016295,0.0099407,0.022272,0.017704,0.0045684,0.043,150.0,0.096,0.0011763,0.0074409,0.016541,0.013217,0.0033239,0.065,150.0,0.096,0.00037923,0.0037789,0.0078333,0.0066122,0.0012211,0.133,150.0,0.096,999.0
200,1.99,0.0015022,0.0098041,0.021597,0.017404,0.0041925,0.043,150.0,0.096,0.0010813,0.0073353,0.016029,0.012988,0.0030418,0.065,150.0,0.096,0.00032699,0.0037164,0.0075302,0.0064764,0.0010538,0.133,150.0,0.096,999.0
201,2.0,0.0013693,0.0096289,0.020645,0.016949,0.0036957,0.0475,0.5,0.00032,0.00098497,0.0072164,0.01537,0.012691,0.0026785,0.05,0.5,0.00032,0.00027324,0.0036417,0.0071066,0.0062845,0.00082212,0.1,0.5,0.00032,999.0
202,2.0100000000000002,0.0013673,0.0096171,0.020605,0.016916,0.003689,0.0475,0.5,0.01148,0.00098343,0.0072071,0.015338,0.012664,0.0026732,0.05,0.5,0.01148,0.00027246,0.0036338,0.0070809,0.0062618,0.00081909,0.1,0.5,0.01148,999.0
203,2.02,0.0013651,0.0096051,0.020564,0.016883,0.0036816,0.0475,0.5,0.01148,0.00098179,0.0071978,0.015305,0.012638,0.0026675,0.05,0.5,0.01148,0.00027161,0.0036259,0.0070553,0.0062396,0.00081572,0.1,0.5,0.01148,999.0
204,2.0300000000000002,0.001363,0.0095933,0.020525,0.016851,0.0036744,0.0475,0.5,0.01148,0.00098015,0.0071886,0.015274,0.012612,0.0026618,0.05,0.5,0.01148,0.00027077,0.003618,0.0070303,0.0062178,0.00081242,0.1,0.5,0.01148,999.0
205,2.04,0.0013608,0.0095814,0.020486,0.016819,0.0036672,0.0475,0.5,0.01148,0.00097853,0.0071794,0.015242,0.012586,0.0026562,0.05,0.5,0.01148,0.00026994,0.0036101,0.0070057,0.0061965,0.00080919,0.1,0.5,0.01148,999.0
206,2.05,0.0013587,0.0095696,0.020447,0.016787,0.0036601,0.0475,0.5,0.01148,0.00097691,0.0071702,0.015212,0.012561,0.0026507,0.05,0.5,0.01148,0.00026912,0.0036023,0.0069817,0.0061757,0.00080604,0.1,0.5,0.01148,999.0
207,2.06,0.0013566,0.0095578,0.020409,0.016756,0.0036531,0.0475,0.5,0.01148,0.00097531,0.007161,0.015181,0.012536,0.0026453,0.05,0.5,0.01148,0.00026831,0.0035945,0.0069582,0.0061553,0.00080295,0.1,0.5,0.01148,999.0
208,2.07,0.0013545,0.009546,0.020372,0.016726,0.0036462,0.0475,0.5,0.01148,0.00097372,0.0071518,0.015152,0.012512,0.0026399,0.05,0.5,0.01148,0.00026751,0.0035867,0.0069351,0.0061352,0.00079991,0.1,0.5,0.01148,999.0
209,2.08,0.0013524,0.0095343,0.020335,0.016695,0.0036393,0.0475,0.5,0.01148,0.00097213,0.0071426,0.015122,0.012488,0.0026346,0.05,0.5,0.01148,0.00026671,0.003579,0.0069124,0.0061155,0.00079693,0.1,0.5,0.01148,999.0
