Unnamed: 0,depths,Eu_480.0,Ed_480.0,Eo_480.0,Eod_480.0,Eou_480.0,a_480.0,b_480.0,bb_480.0,Eu_540.0,Ed_540.0,Eo_540.0,Eod_540.0,Eou_540.0,a_540.0,b_540.0,bb_540.0,Eu_600.0,Ed_600.0,Eo_600.0,Eod_600.0,Eou_600.0,a_600.0,b_600.0,bb_600.0,g
71,0.7,0.0026316405819732636,0.011853128452184142,0.026666774770341517,0.020332542942234317,0.006334231828107201,0.15,70.0,0.147,0.002015639854981796,0.009678893197100436,0.021464580243198736,0.016528040598980713,0.004936539644218026,0.18,70.0,0.147,0.0010997931333360047,0.007270415258392912,0.014834621573685564,0.012113939827727772,0.002720681745957789,0.25,70.0,0.147,0.99
72,0.71,0.0024112435930988066,0.01201837885530016,0.02635854906120983,0.02049076820126342,0.0058677808599464105,0.15,70.0,0.147,0.0020251576175403115,0.009469120994450485,0.021157719497049407,0.016228686906586506,0.0049290325904629,0.18,70.0,0.147,0.0011753320342737098,0.007103830749261581,0.014686177579402744,0.011833643051108159,0.002852534528294587,0.25,70.0,0.147,0.99
73,0.72,0.002396738531373148,0.01185918954941521,0.026103355581291312,0.02027162923368987,0.00583172634760144,0.15,70.0,0.147,0.0018633911345421943,0.009504634475683652,0.0209170792107467,0.016344550334284284,0.004572528876462419,0.18,70.0,0.147,0.0012349302687473208,0.006979400502932104,0.014640132348499342,0.011633297683596255,0.003006834664903087,0.25,70.0,0.147,0.99
74,0.73,0.002527022124070188,0.011586297994044642,0.02599868935699454,0.019921635961342363,0.006077053395652178,0.15,70.0,0.147,0.0019781336928175334,0.009336215407173578,0.0208494622195692,0.01602960989189347,0.00481985232767573,0.18,70.0,0.147,0.001061940845409378,0.007099449726596422,0.014428314351532523,0.011807095322244027,0.002621219029288497,0.25,70.0,0.147,0.99
75,0.74,0.0024263749370716306,0.011736308644287013,0.025981558116312184,0.02009088887355174,0.005890669242760444,0.15,70.0,0.147,0.0018750825485483878,0.009412431114074435,0.020741809453515433,0.016138083380954207,0.004603726072561233,0.18,70.0,0.147,0.0011490938823876399,0.006912021461896789,0.0143067857955112,0.01152479657545294,0.002781989220058259,0.25,70.0,0.147,0.99
76,0.75,0.0024026249817549797,0.011557822963573031,0.02568124080827651,0.01986605500451976,0.005815185803756748,0.15,70.0,0.147,0.001980394689870999,0.009240799032006771,0.02068128148006269,0.015892240262694483,0.004789041217368208,0.18,70.0,0.147,0.0010927877128078952,0.00686889674211285,0.014072845075327677,0.011397337639053463,0.0026755074362742153,0.25,70.0,0.147,0.99
77,0.76,0.002399260707015617,0.011513443113863925,0.025555380472413517,0.019717018332111556,0.005838362140301963,0.15,70.0,0.147,0.0017808897020098384,0.009214853586830673,0.02022657432886702,0.01577976416909676,0.0044468101597702646,0.18,70.0,0.147,0.001029397648998408,0.006904632185848778,0.014052423453029532,0.011483730791508105,0.0025686926615214275,0.25,70.0,0.147,0.99
78,0.77,0.002384149186602299,0.01146373522996487,0.025421755506878176,0.019646775918215963,0.005774979588662216,0.15,70.0,0.147,0.0018822401479511584,0.009053887374717918,0.02013889507258645,0.0155895347478112,0.004549360324775251,0.18,70.0,0.147,0.0009902403913478986,0.006817492526121348,0.013789877865087235,0.011315548170501854,0.0024743296945853852,0.25,70.0,0.147,0.99
79,0.78,0.0023920337631495345,0.011202288392445746,0.024999792586466407,0.01920375890851331,0.005796033677953091,0.15,70.0,0.147,0.0018555556134282295,0.009064239247392362,0.020058902160320313,0.015603973807535775,0.0044549283527845355,0.18,70.0,0.147,0.0009882661806313842,0.0067256794115027815,0.013608176794009212,0.01119051217774261,0.002417664616266606,0.25,70.0,0.147,0.99
80,0.79,0.0024572626458839327,0.011207826878552346,0.025176815978161942,0.019351849258788894,0.005824966719373046,0.15,70.0,0.147,0.0018434665085665064,0.00888340889047081,0.019720832840533036,0.015236080324539086,0.004484752515993948,0.18,70.0,0.147,0.0011234247407921555,0.006550915023897944,0.01362284222696557,0.010914011485725078,0.002708830741240495,0.25,70.0,0.147,0.99
81,0.8,0.002291349761956316,0.011118320959770929,0.024608132433193583,0.019001838795285858,0.005606293637907729,0.15,70.0,0.147,0.0017703321459919064,0.008928136486347006,0.01963079960555167,0.015305939653073924,0.004324859952477749,0.18,70.0,0.147,0.001144185652571414,0.006498429917317994,0.01356931439534805,0.010801766162467105,0.002767548232880948,0.25,70.0,0.147,0.99
82,0.81,0.0021269263841308624,0.01115529038007102,0.02431805222635841,0.019050553810912894,0.005267498415445516,0.15,70.0,0.147,0.0018477410062175857,0.008712505584650945,0.01942788756649568,0.014972249715687776,0.004455637850807905,0.18,70.0,0.147,0.0011171857374249912,0.00646120855622473,0.013483958217063616,0.010772855122541294,0.0027111030945223217,0.25,70.0,0.147,0.99
83,0.82,0.0020848350385980637,0.011159704846665461,0.024223543073959294,0.019063928512875142,0.005159614561084157,0.15,70.0,0.147,0.0016236964424445619,0.008863881112208191,0.019162971207701378,0.015090164469802657,0.004072806737898725,0.18,70.0,0.147,0.001015757182134086,0.006462522377596814,0.01325145322283321,0.010772231999997552,0.002479221222835659,0.25,70.0,0.147,0.99
84,0.83,0.0021225576765292256,0.011048722329881447,0.02398786488813459,0.018782637279050496,0.005205227609084098,0.15,70.0,0.147,0.0017446570027937513,0.008624831999518813,0.019064920597170007,0.014806546471256003,0.004258374125914002,0.18,70.0,0.147,0.0010647408073405369,0.006330705134408036,0.013168653114114021,0.010555565436008638,0.002613087678105384,0.25,70.0,0.147,0.99
85,0.84,0.002126007800437521,0.010782666344766358,0.02370216651577895,0.018481139629710507,0.005221026886068441,0.15,70.0,0.147,0.0016146665783820136,0.00865419406131816,0.01880716423789334,0.01480690319173736,0.004000261046155977,0.18,70.0,0.147,0.0009449908158153242,0.006362480360546285,0.012906242204813139,0.010573434125283332,0.002332808079529806,0.25,70.0,0.147,0.99
86,0.85,0.0022325351173164355,0.010694426325224781,0.023707768764986707,0.01828858773750735,0.005419181027479362,0.15,70.0,0.147,0.0015926380429962493,0.008558264093945712,0.018647650192666655,0.014676057184191455,0.003971593008475199,0.18,70.0,0.147,0.000915842699182903,0.006363973317640029,0.012860230580549319,0.010545793807374498,0.002314436773174825,0.25,70.0,0.147,0.99
87,0.86,0.0020036257714912483,0.010724812248228827,0.023307922525004098,0.01836815666403117,0.004939765860972926,0.15,70.0,0.147,0.0017498188857514028,0.008409225312607065,0.018653252268711968,0.014442686698570087,0.004210565570141881,0.18,70.0,0.147,0.0009795628195600552,0.0061496762346040295,0.012594159101309678,0.010210766016699412,0.002383393084610265,0.25,70.0,0.147,0.99
88,0.87,0.002118357207089204,0.010676170881969734,0.02342632245664656,0.01823991123802814,0.005186411218618419,0.15,70.0,0.147,0.0015417528829202926,0.008488336805301953,0.01837229930069574,0.0145083087259674,0.0038639905747283403,0.18,70.0,0.147,0.0008880396965251533,0.006224023429701079,0.01250226972432379,0.010276264037188638,0.002226005687135154,0.25,70.0,0.147,0.99
89,0.88,0.0021375123248973966,0.010513895638594109,0.023174385021791553,0.017934603921577384,0.005239781100214172,0.15,70.0,0.147,0.0015319756609148139,0.008414133562457175,0.018194915144784683,0.014383296218810699,0.003811618925973984,0.18,70.0,0.147,0.0009713380067992801,0.006003319842422436,0.012396169242034908,0.009997024624424157,0.002399144617610748,0.25,70.0,0.147,0.99
90,0.89,0.0019641805172978923,0.010498242299239556,0.022686741694047535,0.017877001440807252,0.004809740253240282,0.15,70.0,0.147,0.0014848244888606107,0.008338033633756167,0.017975004512912035,0.014192877031424193,0.0037821274814878467,0.18,70.0,0.147,0.0009431738340337072,0.005981687133738596,0.012277500140397005,0.009948963744670714,0.0023285363957262907,0.25,70.0,0.147,0.99
91,0.9,0.0018957790555706076,0.010519686086580639,0.022648347004988193,0.018010950455787517,0.0046373965492006765,0.15,70.0,0.147,0.001573776042845736,0.00820957722929517,0.01796579752553562,0.014102725289953596,0.003863072235582025,0.18,70.0,0.147,0.0008044360293528251,0.00606416772844731,0.012029971097473212,0.009964492293438883,0.002065478804034327,0.25,70.0,0.147,0.99
92,0.91,0.002063836744165005,0.010150026559309234,0.022325020449148626,0.01735295624514941,0.004972064203999216,0.15,70.0,0.147,0.0014705205955117808,0.008181203013333662,0.017616290864104635,0.013958184807377911,0.003658106056726718,0.18,70.0,0.147,0.0008197110359818404,0.00600059615462869,0.011965033533992666,0.00989227114098121,0.002072762393011452,0.25,70.0,0.147,0.99
93,0.92,0.0017999853879596306,0.010460253201627807,0.022369235258456393,0.017832622679244865,0.00453661257921153,0.15,70.0,0.147,0.001524380308046436,0.008061717912454525,0.017530917405582082,0.013817534230083889,0.003713383175498192,0.18,70.0,0.147,0.0007506962452640383,0.00595861048529217,0.01179077601288687,0.009848176803138278,0.00194259920974859,0.25,70.0,0.147,0.99
94,0.93,0.0019032689512045269,0.010196377818901394,0.022090033893324434,0.017365136462237626,0.004724897431086801,0.15,70.0,0.147,0.0015038025427089765,0.007973913105584972,0.017332146147197813,0.013614787546848094,0.003717358600349715,0.18,70.0,0.147,0.0009057071816755813,0.005768881326324009,0.011774590935358568,0.009568279079373068,0.002206311855985502,0.25,70.0,0.147,0.99
95,0.94,0.0018748728187595117,0.010069281112845871,0.021844886441721206,0.017217578182502663,0.004627308259218547,0.15,70.0,0.147,0.0014767991718173856,0.007950957511462253,0.017267240039899257,0.013567554984723403,0.003699685055175852,0.18,70.0,0.147,0.0008987793429429686,0.005739001194211192,0.01173245753548225,0.00956390703461584,0.002168550500866411,0.25,70.0,0.147,0.99
96,0.95,0.001964525099272638,0.009881258205357159,0.021603194562360352,0.016826374264405086,0.004776820297955267,0.15,70.0,0.147,0.0014463372326744637,0.007838806628577204,0.01699681129039883,0.01338307186821574,0.003613739422183093,0.18,70.0,0.147,0.0007431774471295721,0.005760832676928208,0.011405569947956848,0.009490538876857395,0.0019150310710994512,0.25,70.0,0.147,0.99
97,0.96,0.0017404630276012909,0.01004689876860744,0.021426281805189695,0.01702441041271356,0.004401871392476131,0.15,70.0,0.147,0.0013945739868511228,0.00787859305517143,0.016899820506448216,0.013452774622774211,0.003447045883674006,0.18,70.0,0.147,0.0008138946419221094,0.005644069414635976,0.011369452593991462,0.009305722378690453,0.002063730215301011,0.25,70.0,0.147,0.99
98,0.97,0.001696739748266795,0.009932356763046223,0.021063711769864223,0.016829143390764627,0.0042345683790996,0.15,70.0,0.147,0.001380051854704107,0.0077536313752724715,0.016626977946229478,0.01320068324072132,0.0034262947055081544,0.18,70.0,0.147,0.0007434809665103163,0.005681760975323827,0.011272571903756717,0.009370384080624301,0.001902187823132415,0.25,70.0,0.147,0.99
99,0.98,0.0018850302095918458,0.009724484252766676,0.021104229698713197,0.01650706367053033,0.004597166028182861,0.15,70.0,0.147,0.0013940706651100906,0.007711979139361414,0.016560269408043844,0.013108416076544983,0.0034518533314988574,0.18,70.0,0.147,0.0007031311079921702,0.005612838194620497,0.011039697220499535,0.009207387852161956,0.0018323093683375773,0.25,70.0,0.147,0.99
100,0.99,0.0018861989614560406,0.009665163233322898,0.021107949345023393,0.016536210253280288,0.004571739091743105,0.15,70.0,0.147,0.0013077673431542865,0.0077079892588104515,0.016383805731530397,0.013095161825035777,0.0032886439064946224,0.18,70.0,0.147,0.0007390100059136186,0.00551138320678822,0.010947324692116763,0.009099097826502988,0.0018482268656137741,0.25,70.0,0.147,0.99
101,1.0,0.0017678543164113426,0.009598510025621104,0.02064175787828965,0.016339856923729475,0.0043019009545601766,0.18,50.0,0.105,0.0012617446641540523,0.007632391840110098,0.01610867703948509,0.01294532086869837,0.003163356170786723,0.21,50.0,0.105,0.0006703645392687666,0.0055473174712731945,0.010829343941940522,0.009146185573206511,0.0016831583687340083,0.27,50.0,0.105,0.99
102,1.01,0.0016797980956149694,0.00829238007843003,0.018830935124777667,0.01450500263853316,0.0043259324862445075,0.18,50.0,0.105,0.0013970436688214675,0.006875451901649678,0.015650537872866063,0.012048721584943151,0.0036018162879229154,0.21,50.0,0.105,0.0009889222812159374,0.005015789581877406,0.011129147493752772,0.008634194888051333,0.0024949526057014403,0.27,50.0,0.105,0.99
103,1.02,0.0016321840586282436,0.008235420569251806,0.018600681865249966,0.014382090502228285,0.004218591363021681,0.18,50.0,0.105,0.0013873438623850562,0.006820437745448108,0.015513926911105284,0.01194666200351998,0.003567264907585304,0.21,50.0,0.105,0.0009840462994022065,0.004978435356854732,0.011049753916819761,0.008570276560046062,0.002479477356773702,0.27,50.0,0.105,0.99
104,1.03,0.0016408021808320358,0.008205179228118758,0.018568957785648807,0.014330540147286155,0.0042384176383626505,0.18,50.0,0.105,0.0013800087413418378,0.006786467786810935,0.01543566336731019,0.01188009017112279,0.003555573196187402,0.21,50.0,0.105,0.0009760007981111736,0.004930781450066577,0.010925073862892236,0.00847115726148602,0.002453916601406217,0.27,50.0,0.105,0.99
105,1.04,0.001609697532472831,0.008117008526177522,0.018337980307055756,0.014167481036242479,0.004170499270813275,0.18,50.0,0.105,0.0013512540958130841,0.006720405222370299,0.015256618606710877,0.01175947329639049,0.0034971453103203867,0.21,50.0,0.105,0.0009659857478863827,0.004895011344338997,0.010842830688846913,0.008411408161625195,0.0024314225272217185,0.27,50.0,0.105,0.99
106,1.05,0.0016192593753304213,0.00807901533362093,0.01824670994409533,0.014085911845799274,0.004160798098296055,0.18,50.0,0.105,0.0013508633430093385,0.0066882935542132895,0.015173996727537425,0.01169280759437563,0.003481189133161795,0.21,50.0,0.105,0.0009510736604224254,0.004854625740760603,0.010734623267511555,0.00833346892709831,0.002401154340413246,0.27,50.0,0.105,0.99
107,1.06,0.001598159451701244,0.008022908992217949,0.018101576977312614,0.013982313480315693,0.004119263496996918,0.18,50.0,0.105,0.001340995141454158,0.006650273960189787,0.015075611972375483,0.011625012683725268,0.0034505992886502174,0.21,50.0,0.105,0.0009491313666341699,0.004810081607122674,0.010637665189640058,0.008248556818919724,0.002389108370720331,0.27,50.0,0.105,0.99
108,1.07,0.0016047726885033231,0.007981069657463313,0.018019974088741633,0.013895728131157858,0.004124245957583776,0.18,50.0,0.105,0.0013249803079269098,0.006578713239034791,0.014896295676442312,0.011488516239689975,0.003407779436752335,0.21,50.0,0.105,0.000941919728056651,0.0047725630272827035,0.010557507843063108,0.008185333040092214,0.002372174802970894,0.27,50.0,0.105,0.99
109,1.08,0.0015460258964844935,0.007906396323800137,0.017768804475502775,0.013767109490849529,0.004001694984653246,0.18,50.0,0.105,0.0013122601340499174,0.00655238653098665,0.014813576836658808,0.011436402394762232,0.0033771744418965768,0.21,50.0,0.105,0.0009225917002184162,0.004737374465070408,0.010444566060087665,0.008116826866843488,0.002327739193244177,0.27,50.0,0.105,0.99
110,1.09,0.001538416684631764,0.00787413766631048,0.01770515076929598,0.013712947206554514,0.003992203562741465,0.18,50.0,0.105,0.0012956236017283562,0.006487313001465787,0.014659032640858905,0.011322669017650454,0.00333636362320845,0.21,50.0,0.105,0.0009196630924670924,0.004698065033358167,0.010362173747829353,0.008050742384419789,0.002311431363409562,0.27,50.0,0.105,0.99
111,1.1,0.0015382835477779611,0.007815307756331984,0.017595880062125386,0.013603067388463596,0.0039928126736617905,0.18,50.0,0.105,0.0012960664063098102,0.006451052116552578,0.014594078458223126,0.01125268905789365,0.0033413894003294763,0.21,50.0,0.105,0.0009082393357981596,0.0046618390745992635,0.010266103577475757,0.007982653564903741,0.0022834500125720174,0.27,50.0,0.105,0.99
112,1.11,0.001516766806803278,0.007777672610336654,0.01745174942769787,0.013527886506636607,0.003923862921061262,0.18,50.0,0.105,0.001270834892028726,0.006390580029139282,0.01442298045082282,0.011143807665575458,0.0032791727852473623,0.21,50.0,0.105,0.0009027907170109224,0.0046186652427366165,0.010190799324337658,0.00791082814441055,0.002279971179927108,0.27,50.0,0.105,0.99
113,1.12,0.0014944627978736766,0.0077258449152102305,0.01730495950364343,0.013425045780897307,0.003879913722746127,0.18,50.0,0.105,0.0012668236766614379,0.0063606775397330164,0.014370871731173292,0.011092825970945039,0.0032780457602282526,0.21,50.0,0.105,0.0008856890413521068,0.004582298092320045,0.01007837711099532,0.007840456459421965,0.002237920651573356,0.27,50.0,0.105,0.99
114,1.13,0.001505835258417096,0.007673543087467621,0.017232088213501584,0.013339844467635765,0.0038922437458658136,0.18,50.0,0.105,0.0012383783327504783,0.006314249870356056,0.014194701779001324,0.010992331140384476,0.0032023706386168486,0.21,50.0,0.105,0.0008733639573643535,0.004548316223005166,0.009990624045340147,0.007780081023383015,0.0022105430219571333,0.27,50.0,0.105,0.99
115,1.14,0.001453061860457059,0.0076133285170828955,0.01701920347788516,0.013230410285018625,0.003788793192866537,0.18,50.0,0.105,0.0012243483205166506,0.0062627700551410375,0.014080063605742208,0.01090500013978691,0.003175063465955298,0.21,50.0,0.105,0.0008670929392599441,0.004508555251094252,0.009894927939413526,0.00770562704319563,0.002189300896217899,0.27,50.0,0.105,0.99
116,1.15,0.0014601812839192554,0.007573303695578483,0.016919022650185186,0.013140372148763976,0.003778650501421209,0.18,50.0,0.105,0.0012304324896062237,0.0062241164111152885,0.01402034331880954,0.010841529987986315,0.003178813330823221,0.21,50.0,0.105,0.0008602046870080902,0.004469571710650361,0.009823748215817479,0.007643235182846036,0.0021805130329714422,0.27,50.0,0.105,0.99
117,1.16,0.0014576292409251006,0.007560135431447009,0.016910555082675742,0.013129215062705838,0.0037813400199699044,0.18,50.0,0.105,0.00121212733008892,0.00622570399563296,0.013977534534368227,0.010833559395117756,0.00314397513925047,0.21,50.0,0.105,0.0008609738212975929,0.0044753567202842565,0.009818657050512044,0.007643637246304307,0.002175019804207738,0.27,50.0,0.105,0.99
118,1.17,0.0014228763002984686,0.007454692315674665,0.016647769630756048,0.01294315851595752,0.003704611114798532,0.18,50.0,0.105,0.0012018088624002933,0.006144532863798276,0.013814932989484661,0.010696385156012286,0.0031185478334723746,0.21,50.0,0.105,0.0008450383036632123,0.0043982830244910205,0.009653295437586144,0.007513708897202395,0.0021395865403837475,0.27,50.0,0.105,0.99
119,1.18,0.001431117117992501,0.007441506223537321,0.016638627246893398,0.012916166082216093,0.003722461164677302,0.18,50.0,0.105,0.0011841608813456196,0.006091099092101151,0.013655332194669662,0.010584307744943719,0.0030710244497259443,0.21,50.0,0.105,0.0008391079018790427,0.004365623007913793,0.009574584264488534,0.007454028148118918,0.0021205561163696166,0.27,50.0,0.105,0.99
120,1.19,0.0014235121487218827,0.007384201377756877,0.01649771235027292,0.012803935341401845,0.0036937770088710737,0.18,50.0,0.105,0.0011846459100254478,0.006053990103145643,0.013580612167268758,0.010521651145944654,0.0030589610213241024,0.21,50.0,0.105,0.000827080950785363,0.004333321828993812,0.009490754735071407,0.007398525180493069,0.0020922295545783365,0.27,50.0,0.105,0.99
121,1.2,0.0013890378317360829,0.007345207002041973,0.016351467844112552,0.012731267474022184,0.0036202003700903677,0.18,50.0,0.105,0.0011536415416465824,0.006004549105386445,0.013433638063033215,0.010430203342402668,0.0030034347206305506,0.21,50.0,0.105,0.0008139280065376442,0.004292806033324589,0.009397063484678508,0.007327327648478702,0.0020697358361998056,0.27,50.0,0.105,0.99
122,1.21,0.001363917513463227,0.0072741245343361915,0.01616881616443971,0.01260298353417846,0.0035658326302612474,0.18,50.0,0.105,0.0011528084950586423,0.005961584421084557,0.013359720128691742,0.010365858748608311,0.0029938613800834283,0.21,50.0,0.105,0.0008101528820112327,0.0042642252012010115,0.009333183613788376,0.007277232052286119,0.0020559515615022578,0.27,50.0,0.105,0.99
123,1.22,0.0013572599909349662,0.007223273176893317,0.01605931721010378,0.01251198921768248,0.003547327992421304,0.18,50.0,0.105,0.0011384372338083554,0.005916873721757727,0.013231092723836683,0.01027876349530972,0.002952329228526963,0.21,50.0,0.105,0.0008036475467464356,0.004221605244501954,0.009244608983972712,0.007204934329217146,0.0020396746547555675,0.27,50.0,0.105,0.99
124,1.23,0.0013654328500612419,0.00719695209618464,0.016027832366092364,0.012469211749030908,0.003558620617061452,0.18,50.0,0.105,0.0011271397395644371,0.00588269546440342,0.01316196348554722,0.010220014839463186,0.0029419486460840315,0.21,50.0,0.105,0.0007939436219612579,0.004196869433155119,0.0091731265994415,0.007160691142677915,0.0020124354567635865,0.27,50.0,0.105,0.99
125,1.24,0.001345057275694466,0.00713231146286096,0.01584555900617958,0.012341559771906405,0.003503999234273179,0.18,50.0,0.105,0.00111766006750536,0.005848961265155585,0.013077533642157104,0.01015786320066517,0.0029196704414919334,0.21,50.0,0.105,0.0007853361639231588,0.004156693841020251,0.009067041323471829,0.0070824539045622505,0.001984587418909579,0.27,50.0,0.105,0.99
126,1.25,0.0013265324392641386,0.007081891557806714,0.015740981545413507,0.012269362833563804,0.0034716187118497056,0.18,50.0,0.105,0.0010997566903999398,0.005802942433107958,0.012940667395870367,0.010065444301472467,0.002875223094397897,0.21,50.0,0.105,0.0007755020261489238,0.004123277393518924,0.008989468197599364,0.007024668023801267,0.0019648001737980953,0.27,50.0,0.105,0.99
127,1.26,0.0013295486877324023,0.0070472318324322734,0.01566090155559168,0.012200027280253371,0.003460874275338308,0.18,50.0,0.105,0.0011033136991889668,0.00576294540665467,0.012867448241635162,0.009998529151577456,0.0028689190900577054,0.21,50.0,0.105,0.0007652226922103889,0.004094773442863465,0.00892078063337256,0.006974141383614532,0.0019466392497580279,0.27,50.0,0.105,0.99
128,1.27,0.0013071201773026718,0.007010715070964039,0.015556024063342498,0.012135210567628679,0.003420813495713817,0.18,50.0,0.105,0.0010913632257604478,0.005725758705933023,0.012766496014069588,0.009931953454154815,0.002834542559914771,0.21,50.0,0.105,0.0007625646706168361,0.004057895061035764,0.008852028680296057,0.006915070517492693,0.0019369581628033636,0.27,50.0,0.105,0.99
129,1.28,0.001306561059221028,0.006970528753364437,0.01546691954568848,0.012056084485650879,0.003410835060037603,0.18,50.0,0.105,0.0010666262553988947,0.005673187147222879,0.012639309017070118,0.009843622139096299,0.0027956868779738155,0.21,50.0,0.105,0.0007552861333407445,0.004026478776825342,0.008769790391783012,0.006852030788064356,0.0019177596037186551,0.27,50.0,0.105,0.99
130,1.29,0.0012851346701369406,0.006913600107384839,0.015325473784284841,0.011962050791347123,0.0033634229929377195,0.18,50.0,0.105,0.0010574743455817408,0.00564198958425735,0.012558584594914012,0.00978434832623768,0.002774236268676332,0.21,50.0,0.105,0.0007401248563120458,0.003998212784809209,0.008692723236904986,0.00680792287437589,0.0018848003625290973,0.27,50.0,0.105,0.99
131,1.3,0.0012744946060817626,0.00689084137041951,0.015278130939775786,0.011922217761187126,0.0033559131785886602,0.18,50.0,0.105,0.0010458170053999332,0.005590252386518178,0.012426079933231414,0.009688965056655839,0.002737114876575574,0.21,50.0,0.105,0.0007306184378819792,0.003963687792129578,0.008615457318941304,0.006751152983294206,0.0018643043356471004,0.27,50.0,0.105,0.99
132,1.31,0.0012539185070236055,0.006817818024178438,0.01506883314038876,0.011777252389009358,0.0032915807513794054,0.18,50.0,0.105,0.0010383134407367866,0.0055660642677885066,0.012372625784958484,0.009651870103125067,0.002720755681833416,0.21,50.0,0.105,0.0007302964918862836,0.003927520707630616,0.008547308027249876,0.006687950898673737,0.0018593571285761405,0.27,50.0,0.105,0.99
133,1.32,0.0012330975900208486,0.0067796945832076854,0.014987014072743752,0.011722706748165678,0.0032643073245780746,0.18,50.0,0.105,0.0010290684329832193,0.005517753337877234,0.01224774272590498,0.009556762520528426,0.0026909802053765542,0.21,50.0,0.105,0.0007263066367352683,0.0038969999842489423,0.008479032474894191,0.006630793499404743,0.0018482389754894482,0.27,50.0,0.105,0.99
134,1.33,0.001218622857915027,0.006741861367036729,0.014868438671441164,0.011651510092938787,0.003216928578502375,0.18,50.0,0.105,0.0010210602611148483,0.005485168314103501,0.012184364699267324,0.009501301763386042,0.00268306293588128,0.21,50.0,0.105,0.000714162092281703,0.0038654565495213167,0.008400499564674115,0.006575606227987976,0.0018248933366861381,0.27,50.0,0.105,0.99
135,1.34,0.0012004378359454695,0.00668569425777951,0.01472640384283369,0.011550313747422538,0.003176090095411153,0.18,50.0,0.105,0.0009989620061458297,0.005441984403263002,0.01205386953674702,0.009422280728552574,0.002631588808194449,0.21,50.0,0.105,0.0007057152775077985,0.003834551043990739,0.008328826571171321,0.0065223824087486965,0.0018064441624226241,0.27,50.0,0.105,0.99
136,1.35,0.001212903845216671,0.006662572445184568,0.014712521771114585,0.011514765383113707,0.0031977563880008766,0.18,50.0,0.105,0.0009979690388293271,0.005416608910892433,0.012023316448533725,0.009391168306543459,0.002632148141990267,0.21,50.0,0.105,0.0006986807446545473,0.0038076192811735935,0.008263879423658698,0.006477376233419514,0.0017865031902391847,0.27,50.0,0.105,0.99
137,1.36,0.001181638983475165,0.006620760942195314,0.014571003515103416,0.011430394409247502,0.0031406091058559155,0.18,50.0,0.105,0.0009738918467995879,0.0053689027819977305,0.011868423617446255,0.00929743947996996,0.0025709841374762944,0.21,50.0,0.105,0.0006909851107424111,0.0037802760355514545,0.008197752429806525,0.006427391919987787,0.0017703605098187381,0.27,50.0,0.105,0.99
138,1.37,0.0011831426183613733,0.006586068478333029,0.014517712586191006,0.011379960177833152,0.003137752408357853,0.18,50.0,0.105,0.000977603330346564,0.005346682439288313,0.0118296867229955,0.009257971651159257,0.0025717150718362405,0.21,50.0,0.105,0.0006833014746627106,0.0037453124038933677,0.008119767620206187,0.00637053899707041,0.0017492286231357756,0.27,50.0,0.105,0.99
139,1.38,0.001148398643622634,0.006515540450241146,0.014296292016797926,0.01123700188851466,0.003059290128283267,0.18,50.0,0.105,0.0009501468327579658,0.00529347066079921,0.011691960312818751,0.009166787884097041,0.0025251724287217074,0.21,50.0,0.105,0.0006758030163701797,0.003713027850401905,0.008043738529192792,0.006311003877973638,0.001732734651219155,0.27,50.0,0.105,0.99
140,1.39,0.0011280466421263807,0.006483325954503847,0.014202493341103078,0.011190012224533433,0.003012481116569645,0.18,50.0,0.105,0.0009509350998400995,0.0052539859879543295,0.011612157382576446,0.009091659919242238,0.002520497463334207,0.21,50.0,0.105,0.0006619965318995759,0.0036857782691858566,0.007969659639747766,0.006266295484997535,0.001703364154750231,0.27,50.0,0.105,0.99
141,1.4,0.0011386885260080758,0.006443129154335255,0.014134015993604795,0.011111148333376286,0.00302286766022851,0.18,50.0,0.105,0.0009415108904635873,0.005229380059090216,0.011539538984791285,0.0090500992973633,0.0024894396874279878,0.21,50.0,0.105,0.0006574241304713294,0.0036518972805205385,0.007899987695876097,0.006207971309098987,0.0016920163867771086,0.27,50.0,0.105,0.99
142,1.41,0.0011260177809977775,0.006403350796955996,0.014032586752914059,0.01103577016084489,0.00299681659206917,0.18,50.0,0.105,0.0009363783705524184,0.0051933391919880695,0.011467905063729305,0.008987043253040427,0.0024808618106888784,0.21,50.0,0.105,0.0006556617859089865,0.003625899720362036,0.007841619149994417,0.006157334568318683,0.0016842845816757333,0.27,50.0,0.105,0.99
143,1.42,0.0011264235765500355,0.006372775398738664,0.013998189165847805,0.010996586005874293,0.003001603159973515,0.18,50.0,0.105,0.000927702824717709,0.005159672012560985,0.011386398524692363,0.008926671611463384,0.0024597269132289783,0.21,50.0,0.105,0.0006437377465590415,0.0036017309228186397,0.007774331473424406,0.00611690396421853,0.0016574275092058762,0.27,50.0,0.105,0.99
144,1.43,0.0010993635611252254,0.006316497365339855,0.01385070974942901,0.010899576006409261,0.0029511337430197476,0.18,50.0,0.105,0.0009025510473988165,0.005112884532448168,0.011252926727559044,0.008840697115670742,0.002412229611888301,0.21,50.0,0.105,0.0006398064677445123,0.0035697887954718372,0.007708517775382649,0.00606111810442296,0.0016473996709596892,0.27,50.0,0.105,0.99
