DateTime	DateTimeUTC	Millisecond (ms)	Ed0Roll (°)	Ed0Pitch (°)	Ed0380 (µW/(cm² nm))	Ed0395 (µW/(cm² nm))	Ed0412 (µW/(cm² nm))	Ed0443 (µW/(cm² nm))	Ed0465 (µW/(cm² nm))	Ed0490 (µW/(cm² nm))	Ed0510 (µW/(cm² nm))	Ed0532 (µW/(cm² nm))	Ed0555 (µW/(cm² nm))	Ed0560 (µW/(cm² nm))	Ed0589 (µW/(cm² nm))	Ed0625 (µW/(cm² nm))	Ed0665 (µW/(cm² nm))	Ed0683 (µW/(cm² nm))	Ed0694 (µW/(cm² nm))	Ed0710 (µW/(cm² nm))	Ed0765 (µW/(cm² nm))	Ed0780 (µW/(cm² nm))	Ed0875 (µW/(cm² nm))
3/23/2022 4:25:20 PM	3/23/2022 4:25:20 PM	667	-0.4892626	-0.9785607	63.92615	66.04974	104.3496	113.9902	129.4087	121.5686	120.4892	120.0559	114.3801	112.8832	107.5035	101.8565	99.66518	93.06544	90.35942	91.42696	55.35189	78.33535	58.96793
3/23/2022 4:25:21 PM	3/23/2022 4:25:21 PM	634	-0.4892626	-0.9785607	63.94406	66.06805	104.3809	114.0282	129.4527	121.6107	120.5326	120.1022	114.424	112.9261	107.5448	101.8968	99.70605	93.10427	90.39684	91.46523	55.37628	78.36893	58.99274
3/23/2022 4:25:22 PM	3/23/2022 4:25:22 PM	617	-0.5591593	-1.048466	63.92083	66.04916	104.3466	113.9945	129.4143	121.5793	120.5038	120.0751	114.3999	112.9028	107.5263	101.8817	99.69317	93.09306	90.3873	91.45592	55.37204	78.36164	58.98942
3/23/2022 4:25:23 PM	3/23/2022 4:25:23 PM	599	-0.4892626	-0.9785607	63.9103	66.03624	104.3247	113.9676	129.3845	121.5517	120.4738	120.0439	114.3699	112.8738	107.4983	101.8544	99.66627	93.06834	90.36319	91.43093	55.35775	78.34084	58.97342
3/23/2022 4:25:24 PM	3/23/2022 4:25:24 PM	567	-0.4892626	-1.048466	63.92703	66.05262	104.3522	113.9991	129.4183	121.582	120.504	120.0732	114.3982	112.9008	107.5218	101.8761	99.68671	93.08794	90.3812	91.45003	55.3686	78.35645	58.98495
3/23/2022 4:25:25 PM	3/23/2022 4:25:25 PM	549	-0.4892626	-0.9785607	63.92066	66.0463	104.3407	113.9845	129.3985	121.5641	120.4855	120.0542	114.3796	112.8824	107.5047	101.8589	99.66968	93.07115	90.36553	91.43391	55.35867	78.34281	58.97404
3/23/2022 4:25:26 PM	3/23/2022 4:25:26 PM	517	-0.4892626	-0.9785607	63.94466	66.07205	104.3839	114.0349	129.4579	121.6195	120.5433	120.114	114.4375	112.9396	107.5607	101.9115	99.72041	93.11855	90.41125	91.47981	55.38625	78.38185	59.00272
3/23/2022 4:25:27 PM	3/23/2022 4:25:27 PM	499	-0.5591593	-1.048466	63.94392	66.06852	104.3816	114.0291	129.4529	121.6126	120.5354	120.1053	114.4273	112.9309	107.5516	101.9021	99.70927	93.10786	90.40135	91.46887	55.37928	78.37207	58.99483
3/23/2022 4:25:28 PM	3/23/2022 4:25:28 PM	482	-0.4892626	-0.9785607	63.95143	66.08005	104.3955	114.0466	129.4685	121.6285	120.5518	120.1211	114.4424	112.9451	107.5655	101.9135	99.71853	93.11594	90.40907	91.47653	55.38307	78.37704	58.99705
3/23/2022 4:25:29 PM	3/23/2022 4:25:29 PM	449	-0.4892626	-1.048466	63.94061	66.063	104.3744	114.0203	129.4412	121.5977	120.5203	120.0895	114.4127	112.9173	107.538	101.8865	99.69015	93.08946	90.38284	91.45026	55.36631	78.3539	58.9798
3/23/2022 4:25:30 PM	3/23/2022 4:25:30 PM	432	-0.4892626	-1.048466	63.96148	66.08842	104.4142	114.064	129.4933	121.6488	120.5729	120.1436	114.4649	112.967	107.5869	101.933	99.73596	93.13186	90.42469	91.49164	55.39202	78.38958	59.00669
3/23/2022 4:25:31 PM	3/23/2022 4:25:31 PM	399	-0.4892626	-1.048466	63.92982	66.05038	104.3524	113.9921	129.4053	121.5672	120.4894	120.0581	114.382	112.8854	107.5082	101.8574	99.66134	93.06178	90.35609	91.42292	55.34967	78.3303	58.96193
3/23/2022 4:25:32 PM	3/23/2022 4:25:32 PM	382	-0.5591593	-1.048466	63.90231	66.02669	104.303	113.9326	129.3349	121.4953	120.4165	119.9824	114.3079	112.812	107.4358	101.7878	99.59244	92.99681	90.29367	91.35931	55.31085	78.27466	58.92028
3/23/2022 4:25:33 PM	3/23/2022 4:25:33 PM	365	-0.4892626	-1.048466	63.90871	66.03001	104.3118	113.9466	129.3502	121.5105	120.4319	119.9996	114.3237	112.828	107.4521	101.8032	99.60831	93.01216	90.30855	91.37481	55.32037	78.28863	58.93063
3/23/2022 4:25:34 PM	3/23/2022 4:25:34 PM	332	-0.4892626	-0.9785607	63.90441	66.02482	104.3034	113.9357	129.3349	121.4976	120.4188	119.9851	114.3101	112.8158	107.4412	101.7922	99.59621	92.99993	90.2972	91.36344	55.31306	78.27802	58.92234
3/23/2022 4:25:35 PM	3/23/2022 4:25:35 PM	315	-0.4892626	-1.048466	63.93602	66.06171	104.3634	114.0091	129.4274	121.5875	120.5102	120.0813	114.405	112.9092	107.5326	101.8807	99.6845	93.08326	90.37754	91.44498	55.36385	78.34949	58.9771
3/23/2022 4:25:36 PM	3/23/2022 4:25:36 PM	282	-0.4892626	-0.9785607	63.91692	66.03983	104.3282	113.9659	129.3778	121.5427	120.465	120.0373	114.3626	112.8682	107.4937	101.8439	99.6477	93.04961	90.34534	91.41221	55.34385	78.32185	58.95682
3/23/2022 4:25:37 PM	3/23/2022 4:25:37 PM	265	-0.4892626	-0.9785607	63.93115	66.05501	104.3578	113.9953	129.4129	121.577	120.5	120.0714	114.3968	112.9003	107.5245	101.8736	99.67699	93.07599	90.3709	91.43807	55.35954	78.34393	58.97366
3/23/2022 4:25:38 PM	3/23/2022 4:25:38 PM	248	-0.4892626	-0.9785607	63.95362	66.08202	104.3984	114.0454	129.4673	121.6297	120.5526	120.1252	114.4477	112.9514	107.5732	101.9195	99.72184	93.11756	90.41138	91.47937	55.38424	78.37885	58.99926
3/23/2022 4:25:39 PM	3/23/2022 4:25:39 PM	215	-0.4892626	-1.048466	63.95005	66.0765	104.3906	114.0373	129.4578	121.6139	120.5369	120.1079	114.4292	112.9326	107.5536	101.8989	99.69976	93.09711	90.39079	91.45815	55.37044	78.3594	58.9833
3/23/2022 4:25:40 PM	3/23/2022 4:25:40 PM	198	-0.4892626	-0.9785607	63.92788	66.04975	104.349	113.9832	129.3934	121.5538	120.4735	120.0416	114.3661	112.8708	107.4934	101.8399	99.64098	93.04128	90.33666	91.40369	55.3362	78.31189	58.94662
3/23/2022 4:25:41 PM	3/23/2022 4:25:41 PM	165	-0.4892626	-1.048466	63.91865	66.03962	104.3297	113.9617	129.3722	121.5347	120.4561	120.0252	114.351	112.8561	107.4815	101.829	99.63152	93.03251	90.32935	91.39516	55.33196	78.30573	58.94271
3/23/2022 4:25:42 PM	3/23/2022 4:25:42 PM	148	-0.4892626	-0.9785607	63.94835	66.07235	104.3857	114.0261	129.4457	121.6057	120.5301	120.0984	114.4217	112.9256	107.5492	101.8919	99.6917	93.08788	90.38432	91.45021	55.36477	78.35281	58.97688
3/23/2022 4:25:43 PM	3/23/2022 4:25:43 PM	131	-0.4892626	-1.048466	63.99011	66.12219	104.4598	114.1195	129.5519	121.709	120.6357	120.2072	114.5256	113.0288	107.6481	101.9879	99.7851	93.17632	90.47002	91.53684	55.41751	78.42577	59.03263
3/23/2022 4:25:44 PM	3/23/2022 4:25:44 PM	98	-0.4892626	-1.048466	63.97166	66.10133	104.4285	114.0783	129.5061	121.6639	120.5883	120.1595	114.4811	112.9848	107.6066	101.9461	99.74374	93.13786	90.43199	91.49863	55.39386	78.39211	59.00741
3/23/2022 4:25:45 PM	3/23/2022 4:25:45 PM	81	-0.4892626	-1.048466	63.93839	66.06367	104.3652	114.0061	129.4216	121.5805	120.503	120.0733	114.3978	112.902	107.5283	101.8701	99.66766	93.06483	90.36246	91.42825	55.35014	78.33176	58.96123
