,depths,Eu_480.0,Ed_480.0,Eo_480.0,Eod_480.0,Eou_480.0,a_480.0,b_480.0,bb_480.0,Eu_540.0,Ed_540.0,Eo_540.0,Eod_540.0,Eou_540.0,a_540.0,b_540.0,bb_540.0,Eu_600.0,Ed_600.0,Eo_600.0,Eod_600.0,Eou_600.0,a_600.0,b_600.0,bb_600.0,g
106,1.05,0.0086488,0.019232,0.055113,0.035659,0.019454,0.043,110.0,0.4081,0.0065365,0.015234,0.042803,0.028065,0.014738,0.065,110.0,0.4081,0.0034092,0.0092888,0.024578,0.016796,0.007782,0.133,110.0,0.4081,999.0
107,1.06,0.0085658,0.019125,0.054728,0.035446,0.019281,0.043,110.0,0.4081,0.0064709,0.015141,0.04248,0.027879,0.014601,0.065,110.0,0.4081,0.0033688,0.0092158,0.024346,0.016652,0.0076943,0.133,110.0,0.4081,999.0
108,1.07,0.0084829,0.019019,0.054344,0.035235,0.01911,0.043,110.0,0.4081,0.0064055,0.015048,0.042159,0.027695,0.014463,0.065,110.0,0.4081,0.0033285,0.0091433,0.024117,0.01651,0.0076073,0.133,110.0,0.4081,999.0
109,1.08,0.0084003,0.018913,0.053963,0.035024,0.018938,0.043,110.0,0.4081,0.0063403,0.014956,0.041839,0.027513,0.014327,0.065,110.0,0.4081,0.0032885,0.0090714,0.02389,0.016369,0.007521,0.133,110.0,0.4081,999.0
110,1.09,0.0083178,0.018807,0.053583,0.034815,0.018768,0.043,110.0,0.4081,0.0062754,0.014864,0.041522,0.027331,0.014191,0.065,110.0,0.4081,0.0032488,0.009,0.023666,0.016231,0.0074353,0.133,110.0,0.4081,999.0
111,1.1,0.0082355,0.018702,0.053204,0.034607,0.018597,0.043,110.0,0.4081,0.0062106,0.014772,0.041206,0.027151,0.014055,0.065,110.0,0.4081,0.0032092,0.0089291,0.023444,0.016093,0.0073502,0.133,110.0,0.4081,999.0
112,1.11,0.0081534,0.018597,0.052827,0.034399,0.018427,0.043,110.0,0.4081,0.006146,0.014681,0.040892,0.026972,0.01392,0.065,110.0,0.4081,0.0031699,0.0088588,0.023223,0.015958,0.0072657,0.133,110.0,0.4081,999.0
113,1.12,0.0080713,0.018493,0.052451,0.034193,0.018258,0.043,110.0,0.4081,0.0060816,0.01459,0.040579,0.026794,0.013785,0.065,110.0,0.4081,0.0031307,0.0087889,0.023005,0.015823,0.0071817,0.133,110.0,0.4081,999.0
114,1.1300000000000001,0.0079895,0.018388,0.052076,0.033987,0.018088,0.043,110.0,0.4081,0.0060174,0.014499,0.040268,0.026617,0.013651,0.065,110.0,0.4081,0.0030918,0.0087195,0.022788,0.01569,0.0070982,0.133,110.0,0.4081,999.0
115,1.1400000000000001,0.0079078,0.018284,0.051702,0.033783,0.01792,0.043,110.0,0.4081,0.0059534,0.014409,0.039958,0.026441,0.013517,0.065,110.0,0.4081,0.003053,0.0086506,0.022573,0.015558,0.0070152,0.133,110.0,0.4081,999.0
116,1.1500000000000001,0.0078262,0.018181,0.05133,0.033579,0.017751,0.043,110.0,0.4081,0.0058895,0.01432,0.03965,0.026266,0.013384,0.065,110.0,0.4081,0.0030145,0.0085821,0.022359,0.015427,0.0069326,0.133,110.0,0.4081,999.0
117,1.16,0.0077448,0.018077,0.050958,0.033375,0.017583,0.043,110.0,0.4081,0.0058258,0.01423,0.039342,0.026092,0.013251,0.065,110.0,0.4081,0.0029761,0.0085141,0.022147,0.015297,0.0068505,0.133,110.0,0.4081,999.0
118,1.17,0.0076635,0.017974,0.050587,0.033173,0.017415,0.043,110.0,0.4081,0.0057622,0.014141,0.039036,0.025918,0.013118,0.065,110.0,0.4081,0.0029378,0.0084466,0.021937,0.015168,0.0067687,0.133,110.0,0.4081,999.0
119,1.18,0.0075824,0.017871,0.050218,0.032971,0.017247,0.043,110.0,0.4081,0.0056988,0.014052,0.038731,0.025746,0.012985,0.065,110.0,0.4081,0.0028998,0.0083795,0.021728,0.01504,0.0066874,0.133,110.0,0.4081,999.0
120,1.19,0.0075013,0.017769,0.049849,0.03277,0.017079,0.043,110.0,0.4081,0.0056355,0.013964,0.038427,0.025574,0.012853,0.065,110.0,0.4081,0.0028619,0.0083129,0.02152,0.014914,0.0066064,0.133,110.0,0.4081,999.0
121,1.2,0.0074204,0.017666,0.049482,0.032569,0.016912,0.043,110.0,0.4081,0.0055724,0.013876,0.038125,0.025403,0.012722,0.065,110.0,0.4081,0.0028242,0.0082467,0.021314,0.014788,0.0065258,0.133,110.0,0.4081,999.0
122,1.21,0.0073396,0.017564,0.049114,0.032369,0.016745,0.043,110.0,0.4081,0.0055094,0.013788,0.037823,0.025233,0.01259,0.065,110.0,0.4081,0.0027866,0.0081809,0.021109,0.014663,0.0064455,0.133,110.0,0.4081,999.0
123,1.22,0.0072589,0.017463,0.048749,0.03217,0.016578,0.043,110.0,0.4081,0.0054465,0.013701,0.037522,0.025064,0.012459,0.065,110.0,0.4081,0.0027492,0.0081155,0.020905,0.01454,0.0063656,0.133,110.0,0.4081,999.0
124,1.23,0.0071784,0.017361,0.048383,0.031972,0.016412,0.043,110.0,0.4081,0.0053838,0.013614,0.037223,0.024895,0.012328,0.065,110.0,0.4081,0.0027119,0.0080506,0.020703,0.014417,0.0062859,0.133,110.0,0.4081,999.0
125,1.24,0.0070979,0.01726,0.048019,0.031773,0.016245,0.043,110.0,0.4081,0.0053212,0.013527,0.036924,0.024727,0.012197,0.065,110.0,0.4081,0.0026747,0.007986,0.020501,0.014295,0.0062066,0.133,110.0,0.4081,999.0
126,1.25,0.0070175,0.017159,0.047655,0.031576,0.016079,0.043,110.0,0.4081,0.0052588,0.013441,0.036626,0.02456,0.012067,0.065,110.0,0.4081,0.0026377,0.0079219,0.020301,0.014173,0.0061275,0.133,110.0,0.4081,999.0
127,1.26,0.0069373,0.017058,0.047292,0.031379,0.015913,0.043,110.0,0.4081,0.0051964,0.013355,0.036329,0.024393,0.011936,0.065,110.0,0.4081,0.0026009,0.0078582,0.020102,0.014053,0.0060487,0.133,110.0,0.4081,999.0
128,1.27,0.0068571,0.016958,0.046929,0.031183,0.015747,0.043,110.0,0.4081,0.0051342,0.013269,0.036033,0.024227,0.011806,0.065,110.0,0.4081,0.0025641,0.0077948,0.019903,0.013933,0.00597,0.133,110.0,0.4081,999.0
129,1.28,0.006777,0.016858,0.046567,0.030987,0.015581,0.043,110.0,0.4081,0.0050721,0.013184,0.035738,0.024062,0.011676,0.065,110.0,0.4081,0.0025275,0.0077319,0.019706,0.013815,0.0058916,0.133,110.0,0.4081,999.0
130,1.29,0.0066971,0.016758,0.046206,0.030791,0.015415,0.043,110.0,0.4081,0.0050101,0.013099,0.035444,0.023897,0.011546,0.065,110.0,0.4081,0.002491,0.0076693,0.01951,0.013697,0.0058134,0.133,110.0,0.4081,999.0
131,1.3,0.0066172,0.016658,0.045845,0.030596,0.015249,0.043,110.0,0.4081,0.0049482,0.013014,0.03515,0.023733,0.011417,0.065,110.0,0.4081,0.0024546,0.007607,0.019315,0.013579,0.0057353,0.133,110.0,0.4081,999.0
132,1.31,0.0065374,0.016559,0.045485,0.030402,0.015083,0.043,110.0,0.4081,0.0048864,0.012929,0.034856,0.02357,0.011287,0.065,110.0,0.4081,0.0024183,0.0075452,0.01912,0.013463,0.0056574,0.133,110.0,0.4081,999.0
133,1.32,0.0064577,0.01646,0.045125,0.030208,0.014918,0.043,110.0,0.4081,0.0048247,0.012845,0.034564,0.023406,0.011157,0.065,110.0,0.4081,0.0023821,0.0074838,0.018927,0.013347,0.0055795,0.133,110.0,0.4081,999.0
134,1.33,0.006378,0.016361,0.044766,0.030014,0.014752,0.043,110.0,0.4081,0.0047631,0.012761,0.034272,0.023244,0.011028,0.065,110.0,0.4081,0.0023461,0.0074226,0.018734,0.013232,0.0055017,0.133,110.0,0.4081,999.0
135,1.34,0.0062984,0.016262,0.044407,0.029821,0.014586,0.043,110.0,0.4081,0.0047015,0.012677,0.03398,0.023082,0.010898,0.065,110.0,0.4081,0.0023101,0.0073619,0.018541,0.013117,0.0054239,0.133,110.0,0.4081,999.0
136,1.35,0.0062189,0.016163,0.044048,0.029628,0.01442,0.043,110.0,0.4081,0.0046401,0.012594,0.033689,0.022921,0.010768,0.065,110.0,0.4081,0.0022742,0.0073014,0.018349,0.013003,0.005346,0.133,110.0,0.4081,999.0
137,1.36,0.0061394,0.016065,0.043689,0.029436,0.014254,0.043,110.0,0.4081,0.0045787,0.012511,0.033398,0.022759,0.010638,0.065,110.0,0.4081,0.0022384,0.0072413,0.018158,0.01289,0.005268,0.133,110.0,0.4081,999.0
138,1.37,0.00606,0.015967,0.04333,0.029243,0.014087,0.043,110.0,0.4081,0.0045174,0.012428,0.033107,0.022599,0.010508,0.065,110.0,0.4081,0.0022026,0.0071816,0.017967,0.012777,0.0051896,0.133,110.0,0.4081,999.0
139,1.3800000000000001,0.0059807,0.015869,0.042971,0.029051,0.01392,0.043,110.0,0.4081,0.0044562,0.012345,0.032816,0.022438,0.010377,0.065,110.0,0.4081,0.0021669,0.0071221,0.017776,0.012665,0.0051109,0.133,110.0,0.4081,999.0
140,1.3900000000000001,0.0059013,0.015771,0.042613,0.02886,0.013753,0.043,110.0,0.4081,0.0043949,0.012263,0.032525,0.022279,0.010247,0.065,110.0,0.4081,0.0021313,0.007063,0.017585,0.012553,0.0050319,0.133,110.0,0.4081,999.0
141,1.4000000000000001,0.0058237,0.015675,0.042255,0.02867,0.013586,0.043,80.0,0.2968,0.0043349,0.012181,0.032232,0.022118,0.010114,0.065,80.0,0.2968,0.0020961,0.0070038,0.017388,0.012438,0.0049494,0.133,80.0,0.2968,999.0
142,1.41,0.0057676,0.015601,0.041988,0.02852,0.013468,0.043,80.0,0.2968,0.0042922,0.012117,0.032013,0.02199,0.010023,0.065,80.0,0.2968,0.002072,0.0069567,0.017242,0.012345,0.0048966,0.133,80.0,0.2968,999.0
143,1.42,0.0057116,0.015527,0.041724,0.028373,0.013351,0.043,80.0,0.2968,0.0042497,0.012054,0.031798,0.021865,0.0099333,0.065,80.0,0.2968,0.0020481,0.00691,0.017099,0.012254,0.0048448,0.133,80.0,0.2968,999.0
144,1.43,0.0056558,0.015453,0.041462,0.028227,0.013235,0.043,80.0,0.2968,0.0042073,0.011991,0.031585,0.021741,0.0098439,0.065,80.0,0.2968,0.0020243,0.0068636,0.016958,0.012164,0.0047934,0.133,80.0,0.2968,999.0
145,1.44,0.0056,0.01538,0.0412,0.028082,0.013118,0.043,80.0,0.2968,0.004165,0.011928,0.031373,0.021618,0.0097549,0.065,80.0,0.2968,0.0020007,0.0068174,0.016818,0.012076,0.0047424,0.133,80.0,0.2968,999.0
146,1.45,0.0055444,0.015306,0.040939,0.027937,0.013002,0.043,80.0,0.2968,0.0041228,0.011866,0.031162,0.021496,0.0096662,0.065,80.0,0.2968,0.0019771,0.0067716,0.01668,0.011988,0.0046917,0.133,80.0,0.2968,999.0
147,1.46,0.0054888,0.015233,0.04068,0.027793,0.012887,0.043,80.0,0.2968,0.0040807,0.011804,0.030952,0.021375,0.0095778,0.065,80.0,0.2968,0.0019537,0.0067261,0.016543,0.011901,0.0046413,0.133,80.0,0.2968,999.0
148,1.47,0.0054333,0.01516,0.040421,0.02765,0.012771,0.043,80.0,0.2968,0.0040387,0.011742,0.030743,0.021254,0.0094896,0.065,80.0,0.2968,0.0019303,0.0066808,0.016407,0.011815,0.0045913,0.133,80.0,0.2968,999.0
149,1.48,0.0053778,0.015088,0.040162,0.027507,0.012656,0.043,80.0,0.2968,0.0039968,0.01168,0.030535,0.021134,0.0094017,0.065,80.0,0.2968,0.001907,0.0066358,0.016272,0.01173,0.0045415,0.133,80.0,0.2968,999.0
150,1.49,0.0053225,0.015015,0.039905,0.027365,0.01254,0.043,80.0,0.2968,0.0039549,0.011618,0.030328,0.021014,0.0093141,0.065,80.0,0.2968,0.0018839,0.0065911,0.016138,0.011646,0.004492,0.133,80.0,0.2968,999.0
151,1.5,0.0052672,0.014943,0.039648,0.027223,0.012425,0.043,80.0,0.2968,0.0039132,0.011557,0.030122,0.020895,0.0092266,0.065,80.0,0.2968,0.0018608,0.0065466,0.016005,0.011562,0.0044427,0.133,80.0,0.2968,999.0
152,1.51,0.0052119,0.01487,0.039392,0.027081,0.01231,0.043,80.0,0.2968,0.0038715,0.011496,0.029916,0.020777,0.0091394,0.065,80.0,0.2968,0.0018378,0.0065024,0.015872,0.011479,0.0043937,0.133,80.0,0.2968,999.0
153,1.52,0.0051568,0.014798,0.039136,0.02694,0.012195,0.043,80.0,0.2968,0.0038299,0.011435,0.029711,0.020659,0.0090523,0.065,80.0,0.2968,0.0018149,0.0064585,0.015741,0.011396,0.0043449,0.133,80.0,0.2968,999.0
154,1.53,0.0051017,0.014727,0.038881,0.0268,0.012081,0.043,80.0,0.2968,0.0037884,0.011374,0.029507,0.020542,0.0089655,0.065,80.0,0.2968,0.001792,0.0064148,0.015611,0.011314,0.0042963,0.133,80.0,0.2968,999.0
155,1.54,0.0050466,0.014655,0.038626,0.02666,0.011966,0.043,80.0,0.2968,0.003747,0.011313,0.029304,0.020425,0.0088788,0.065,80.0,0.2968,0.0017693,0.0063714,0.015481,0.011233,0.004248,0.133,80.0,0.2968,999.0
156,1.55,0.0049916,0.014583,0.038372,0.02652,0.011852,0.043,80.0,0.2968,0.0037056,0.011253,0.029101,0.020309,0.0087923,0.065,80.0,0.2968,0.0017466,0.0063282,0.015352,0.011152,0.0041999,0.133,80.0,0.2968,999.0
157,1.56,0.0049367,0.014512,0.038118,0.026381,0.011738,0.043,80.0,0.2968,0.0036643,0.011193,0.028899,0.020193,0.008706,0.065,80.0,0.2968,0.001724,0.0062853,0.015224,0.011072,0.0041519,0.133,80.0,0.2968,999.0
158,1.57,0.0048818,0.014441,0.037865,0.026242,0.011623,0.043,80.0,0.2968,0.0036231,0.011133,0.028697,0.020077,0.0086199,0.065,80.0,0.2968,0.0017015,0.0062426,0.015096,0.010992,0.0041042,0.133,80.0,0.2968,999.0
159,1.58,0.004827,0.01437,0.037612,0.026103,0.011509,0.043,80.0,0.2968,0.0035819,0.011073,0.028496,0.019963,0.0085339,0.065,80.0,0.2968,0.001679,0.0062001,0.01497,0.010913,0.0040567,0.133,80.0,0.2968,999.0
160,1.59,0.0047722,0.014299,0.03736,0.025965,0.011395,0.043,80.0,0.2968,0.0035409,0.011014,0.028296,0.019848,0.0084481,0.065,80.0,0.2968,0.0016567,0.0061579,0.014844,0.010834,0.0040094,0.133,80.0,0.2968,999.0
161,1.6,0.0047175,0.014228,0.037109,0.025827,0.011281,0.043,80.0,0.2968,0.0034998,0.010954,0.028096,0.019734,0.0083624,0.065,80.0,0.2968,0.0016343,0.006116,0.014719,0.010756,0.0039623,0.133,80.0,0.2968,999.0
162,1.61,0.0046628,0.014157,0.036857,0.025689,0.011168,0.043,80.0,0.2968,0.0034589,0.010895,0.027897,0.01962,0.0082769,0.065,80.0,0.2968,0.0016121,0.0060742,0.014594,0.010679,0.0039153,0.133,80.0,0.2968,999.0
163,1.62,0.0046082,0.014087,0.036606,0.025552,0.011054,0.043,80.0,0.2968,0.003418,0.010836,0.027699,0.019507,0.0081915,0.065,80.0,0.2968,0.0015899,0.0060327,0.01447,0.010602,0.0038686,0.133,80.0,0.2968,999.0
164,1.6300000000000001,0.0045536,0.014017,0.036356,0.025415,0.01094,0.043,80.0,0.2968,0.0033771,0.010777,0.027501,0.019394,0.0081064,0.065,80.0,0.2968,0.0015678,0.0059915,0.014347,0.010525,0.003822,0.133,80.0,0.2968,999.0
165,1.6400000000000001,0.004499,0.013947,0.036106,0.025279,0.010827,0.043,80.0,0.2968,0.0033363,0.010719,0.027303,0.019282,0.0080213,0.065,80.0,0.2968,0.0015458,0.0059504,0.014225,0.010449,0.0037756,0.133,80.0,0.2968,999.0
166,1.6500000000000001,0.0044445,0.013877,0.035856,0.025143,0.010713,0.043,80.0,0.2968,0.0032956,0.01066,0.027106,0.01917,0.0079364,0.065,80.0,0.2968,0.0015238,0.0059096,0.014103,0.010373,0.0037295,0.133,80.0,0.2968,999.0
167,1.6600000000000001,0.0043901,0.013807,0.035607,0.025007,0.0106,0.043,80.0,0.2968,0.003255,0.010602,0.02691,0.019058,0.0078516,0.065,80.0,0.2968,0.0015019,0.005869,0.013982,0.010298,0.0036835,0.133,80.0,0.2968,999.0
168,1.67,0.0043357,0.013737,0.035358,0.024871,0.010486,0.043,80.0,0.2968,0.0032144,0.010544,0.026714,0.018947,0.007767,0.065,80.0,0.2968,0.00148,0.0058286,0.013861,0.010223,0.0036377,0.133,80.0,0.2968,999.0
169,1.68,0.0042813,0.013668,0.035109,0.024736,0.010373,0.043,80.0,0.2968,0.0031738,0.010486,0.026519,0.018836,0.0076826,0.065,80.0,0.2968,0.0014582,0.0057885,0.013741,0.010149,0.0035921,0.133,80.0,0.2968,999.0
170,1.69,0.0042269,0.013598,0.034861,0.024601,0.01026,0.043,80.0,0.2968,0.0031333,0.010429,0.026324,0.018726,0.0075983,0.065,80.0,0.2968,0.0014365,0.0057486,0.013622,0.010075,0.0035467,0.133,80.0,0.2968,999.0
171,1.7,0.0041726,0.013529,0.034613,0.024466,0.010147,0.043,80.0,0.2968,0.0030929,0.010371,0.02613,0.018616,0.0075142,0.065,80.0,0.2968,0.0014149,0.0057089,0.013504,0.010002,0.0035016,0.133,80.0,0.2968,999.0
172,1.71,0.0041184,0.01346,0.034366,0.024332,0.010034,0.043,80.0,0.2968,0.0030525,0.010314,0.025937,0.018506,0.0074303,0.065,80.0,0.2968,0.0013932,0.0056694,0.013386,0.0099293,0.0034567,0.133,80.0,0.2968,999.0
173,1.72,0.0040642,0.013391,0.034119,0.024198,0.009921,0.043,80.0,0.2968,0.0030122,0.010257,0.025744,0.018397,0.0073466,0.065,80.0,0.2968,0.0013717,0.0056301,0.013269,0.0098569,0.003412,0.133,80.0,0.2968,999.0
174,1.73,0.00401,0.013322,0.033872,0.024064,0.0098083,0.043,80.0,0.2968,0.0029719,0.0102,0.025551,0.018288,0.0072631,0.065,80.0,0.2968,0.0013502,0.0055911,0.013153,0.0097849,0.0033676,0.133,80.0,0.2968,999.0
175,1.74,0.0039558,0.013254,0.033626,0.023931,0.0096956,0.043,80.0,0.2968,0.0029317,0.010143,0.02536,0.01818,0.0071799,0.065,80.0,0.2968,0.0013288,0.0055522,0.013037,0.0097135,0.0033235,0.133,80.0,0.2968,999.0
176,1.75,0.0039017,0.013185,0.033381,0.023797,0.0095832,0.043,80.0,0.2968,0.0028915,0.010086,0.025169,0.018072,0.007097,0.065,80.0,0.2968,0.0013074,0.0055136,0.012922,0.0096425,0.0032798,0.133,80.0,0.2968,999.0
177,1.76,0.0038477,0.013117,0.033136,0.023665,0.009471,0.043,80.0,0.2968,0.0028514,0.01003,0.024979,0.017964,0.0070144,0.065,80.0,0.2968,0.0012861,0.0054752,0.012808,0.009572,0.0032364,0.133,80.0,0.2968,999.0
178,1.77,0.0037936,0.013048,0.032891,0.023532,0.009359,0.043,80.0,0.2968,0.0028113,0.0099738,0.024789,0.017857,0.0069322,0.065,80.0,0.2968,0.0012649,0.005437,0.012696,0.009502,0.0031935,0.133,80.0,0.2968,999.0
179,1.78,0.0037396,0.01298,0.032647,0.0234,0.0092474,0.043,80.0,0.2968,0.0027714,0.0099178,0.024601,0.01775,0.0068504,0.065,80.0,0.2968,0.0012438,0.0053991,0.012584,0.0094325,0.0031512,0.133,80.0,0.2968,999.0
180,1.79,0.0036857,0.012912,0.032404,0.023268,0.0091358,0.043,80.0,0.2968,0.0027314,0.0098619,0.024413,0.017644,0.0067688,0.065,80.0,0.2968,0.0012227,0.0053613,0.012474,0.0093637,0.0031099,0.133,80.0,0.2968,999.0
181,1.8,0.0036294,0.012843,0.03216,0.023136,0.0090236,0.043,150.0,0.5565,0.0026894,0.009804,0.024222,0.017535,0.0066871,0.065,150.0,0.5565,0.001201,0.005323,0.012366,0.0092959,0.0030705,0.133,150.0,0.5565,999.0
182,1.81,0.0035249,0.012725,0.031717,0.022913,0.0088036,0.043,150.0,0.5565,0.0026109,0.0097098,0.023888,0.017365,0.0065232,0.065,150.0,0.5565,0.0011581,0.0052638,0.012178,0.0091969,0.0029816,0.133,150.0,0.5565,999.0
183,1.82,0.0034201,0.012606,0.031268,0.022687,0.0085814,0.043,150.0,0.5565,0.0025321,0.0096156,0.023546,0.017189,0.0063567,0.065,150.0,0.5565,0.0011149,0.0052045,0.011983,0.0090929,0.0028904,0.133,150.0,0.5565,999.0
184,1.83,0.003315,0.012488,0.030815,0.022458,0.0083574,0.043,150.0,0.5565,0.0024531,0.0095215,0.023201,0.017012,0.0061888,0.065,150.0,0.5565,0.0010716,0.0051454,0.011785,0.0089874,0.0027981,0.133,150.0,0.5565,999.0
185,1.84,0.0032097,0.01237,0.030359,0.022228,0.0081316,0.043,150.0,0.5565,0.0023739,0.0094273,0.022852,0.016833,0.0060194,0.065,150.0,0.5565,0.0010281,0.0050864,0.011585,0.0088807,0.0027047,0.133,150.0,0.5565,999.0
186,1.85,0.0031042,0.012251,0.029901,0.021997,0.0079041,0.043,150.0,0.5565,0.0022945,0.0093332,0.022502,0.016653,0.0058487,0.065,150.0,0.5565,0.00098455,0.0050276,0.011384,0.0087732,0.0026103,0.133,150.0,0.5565,999.0
187,1.86,0.0029985,0.012133,0.029439,0.021764,0.0076748,0.043,150.0,0.5565,0.002215,0.0092392,0.022149,0.016472,0.0056765,0.065,150.0,0.5565,0.00094083,0.0049688,0.01118,0.0086651,0.0025149,0.133,150.0,0.5565,999.0
188,1.87,0.0028925,0.012014,0.028974,0.021531,0.0074435,0.043,150.0,0.5565,0.0021353,0.0091452,0.021794,0.016291,0.0055028,0.065,150.0,0.5565,0.00089699,0.0049103,0.010975,0.0085565,0.0024185,0.133,150.0,0.5565,999.0
189,1.8800000000000001,0.0027863,0.011896,0.028507,0.021297,0.00721,0.043,150.0,0.5565,0.0020554,0.0090512,0.021436,0.016108,0.0053274,0.065,150.0,0.5565,0.00085299,0.0048518,0.010768,0.0084474,0.0023209,0.133,150.0,0.5565,999.0
190,1.8900000000000001,0.0026798,0.011777,0.028036,0.021061,0.0069742,0.043,150.0,0.5565,0.0019753,0.0089573,0.021076,0.015926,0.0051502,0.065,150.0,0.5565,0.00080885,0.0047935,0.01056,0.0083379,0.002222,0.133,150.0,0.5565,999.0
191,1.9000000000000001,0.002573,0.011658,0.027561,0.020825,0.0067357,0.043,150.0,0.5565,0.0018949,0.0088634,0.020713,0.015742,0.0049711,0.065,150.0,0.5565,0.00076455,0.0047353,0.01035,0.008228,0.0021218,0.133,150.0,0.5565,999.0
192,1.9100000000000001,0.0024659,0.011539,0.027082,0.020588,0.0064942,0.043,150.0,0.5565,0.0018143,0.0087694,0.020347,0.015557,0.0047897,0.065,150.0,0.5565,0.00072006,0.0046772,0.010138,0.0081176,0.00202,0.133,150.0,0.5565,999.0
193,1.92,0.0023584,0.01142,0.026598,0.020349,0.0062492,0.043,150.0,0.5565,0.0017335,0.0086755,0.019977,0.015372,0.0046056,0.065,150.0,0.5565,0.00067537,0.0046191,0.009923,0.0080066,0.0019164,0.133,150.0,0.5565,999.0
194,1.93,0.0022504,0.011301,0.026108,0.020108,0.0060002,0.043,150.0,0.5565,0.0016523,0.0085814,0.019603,0.015185,0.0044185,0.065,150.0,0.5565,0.00063044,0.0045612,0.0097057,0.0078951,0.0018106,0.133,150.0,0.5565,999.0
195,1.94,0.002142,0.011181,0.025612,0.019866,0.0057463,0.043,150.0,0.5565,0.0015707,0.0084872,0.019225,0.014997,0.0042278,0.065,150.0,0.5565,0.00058525,0.0045032,0.009485,0.0077827,0.0017023,0.133,150.0,0.5565,999.0
196,1.95,0.002033,0.011062,0.025108,0.019622,0.0054866,0.043,150.0,0.5565,0.0014887,0.0083929,0.01884,0.014808,0.0040327,0.065,150.0,0.5565,0.00053974,0.0044452,0.0092602,0.0076695,0.0015908,0.133,150.0,0.5565,999.0
197,1.96,0.0019233,0.010941,0.024594,0.019374,0.0052195,0.043,150.0,0.5565,0.0014062,0.0082982,0.018448,0.014616,0.003832,0.065,150.0,0.5565,0.00049385,0.0043872,0.0090302,0.0075549,0.0014753,0.133,150.0,0.5565,999.0
198,1.97,0.0018129,0.01082,0.024067,0.019124,0.004943,0.043,150.0,0.5565,0.0013231,0.0082033,0.018046,0.014422,0.0036242,0.065,150.0,0.5565,0.0004475,0.004329,0.0087932,0.0074387,0.0013545,0.133,150.0,0.5565,999.0
199,1.98,0.0017014,0.010699,0.023522,0.018868,0.0046537,0.043,150.0,0.5565,0.0012392,0.0081078,0.017631,0.014225,0.0034067,0.065,150.0,0.5565,0.00040057,0.0042705,0.0085467,0.0073201,0.0012266,0.133,150.0,0.5565,999.0
200,1.99,0.0015885,0.010576,0.022951,0.018606,0.0043453,0.043,150.0,0.5565,0.0011543,0.0080115,0.017197,0.014022,0.0031748,0.065,150.0,0.5565,0.00035285,0.0042116,0.0082857,0.0071979,0.0010878,0.133,150.0,0.5565,999.0
201,2.0,0.0014664,0.010382,0.022029,0.018092,0.0039374,0.0475,0.5,0.001855,0.0010647,0.0078733,0.016541,0.013665,0.0028758,0.05,0.5,0.001855,0.00030612,0.0041485,0.0079635,0.0070496,0.00091388,0.1,0.5,0.001855,999.0
202,2.0100000000000002,0.0014643,0.01037,0.021991,0.01806,0.0039311,0.0475,0.5,0.01148,0.0010631,0.0078635,0.016511,0.01364,0.0028709,0.05,0.5,0.01148,0.00030527,0.0041396,0.0079356,0.007025,0.00091065,0.1,0.5,0.01148,999.0
203,2.02,0.0014621,0.010357,0.021953,0.018029,0.0039239,0.0475,0.5,0.01148,0.0010614,0.0078535,0.01648,0.013614,0.0028654,0.05,0.5,0.01148,0.00030436,0.0041308,0.0079079,0.0070009,0.00090704,0.1,0.5,0.01148,999.0
204,2.0300000000000002,0.0014599,0.010345,0.021914,0.017998,0.0039169,0.0475,0.5,0.01148,0.0010598,0.0078436,0.01645,0.01359,0.0028599,0.05,0.5,0.01148,0.00030345,0.004122,0.0078808,0.0069773,0.00090351,0.1,0.5,0.01148,999.0
205,2.04,0.0014577,0.010332,0.021877,0.017967,0.0039098,0.0475,0.5,0.01148,0.0010581,0.0078337,0.01642,0.013565,0.0028545,0.05,0.5,0.01148,0.00030256,0.0041132,0.0078543,0.0069543,0.00090007,0.1,0.5,0.01148,999.0
206,2.05,0.0014555,0.010319,0.021839,0.017936,0.0039029,0.0475,0.5,0.01148,0.0010565,0.0078239,0.01639,0.013541,0.0028492,0.05,0.5,0.01148,0.00030167,0.0041045,0.0078284,0.0069317,0.00089669,0.1,0.5,0.01148,999.0
207,2.06,0.0014533,0.010307,0.021802,0.017906,0.003896,0.0475,0.5,0.01148,0.0010548,0.0078141,0.016361,0.013517,0.0028439,0.05,0.5,0.01148,0.0003008,0.0040958,0.0078029,0.0069095,0.00089338,0.1,0.5,0.01148,999.0
208,2.07,0.0014512,0.010294,0.021765,0.017876,0.0038891,0.0475,0.5,0.01148,0.0010532,0.0078043,0.016332,0.013493,0.0028386,0.05,0.5,0.01148,0.00029993,0.0040871,0.0077779,0.0068877,0.00089013,0.1,0.5,0.01148,999.0
209,2.08,0.001449,0.010282,0.021729,0.017846,0.0038823,0.0475,0.5,0.01148,0.0010516,0.0077945,0.016303,0.01347,0.0028334,0.05,0.5,0.01148,0.00029907,0.0040785,0.0077533,0.0068664,0.00088694,0.1,0.5,0.01148,999.0
210,2.09,0.0014469,0.01027,0.021692,0.017817,0.0038756,0.0475,0.5,0.01148,0.0010499,0.0077847,0.016275,0.013446,0.0028283,0.05,0.5,0.01148,0.00029822,0.0040699,0.0077291,0.0068453,0.0008838,0.1,0.5,0.01148,999.0
