,depths,Eu_480.0,Ed_480.0,Eo_480.0,Eod_480.0,Eou_480.0,a_480.0,b_480.0,bb_480.0,Kd_480.0,Eu_540.0,Ed_540.0,Eo_540.0,Eod_540.0,Eou_540.0,a_540.0,b_540.0,bb_540.0,Kd_540.0,Eu_600.0,Ed_600.0,Eo_600.0,Eod_600.0,Eou_600.0,a_600.0,b_600.0,bb_600.0,Kd_600.0,g
18,0.17,0.046623,0.061752,0.21661,0.11972,0.096886,0.06,170.0,6.1591,4.9572,0.040398,0.05458,0.1898,0.1056,0.084194,0.0775,170.0,6.1591,5.2838,0.030745,0.043996,0.14925,0.084625,0.064624,0.145,170.0,6.1591,6.2292,0.85
19,0.18,0.043708,0.05871,0.20468,0.11367,0.091013,0.06,170.0,6.1591,5.171,0.037678,0.051717,0.17862,0.099911,0.078707,0.0775,170.0,6.1591,5.5224,0.028242,0.041284,0.13881,0.079255,0.059553,0.145,170.0,6.1591,6.5345,0.85
20,0.19,0.040807,0.05569,0.19279,0.10765,0.085139,0.06,170.0,6.1591,5.4256,0.034973,0.048879,0.16748,0.09426,0.07322,0.0775,170.0,6.1591,5.8082,0.025762,0.03861,0.12844,0.073948,0.05449,0.145,170.0,6.1591,6.9138,0.85
21,0.2,0.037623,0.052389,0.17942,0.10101,0.078402,0.06,480.0,17.39,1.2486,0.032004,0.045779,0.15493,0.088027,0.066898,0.0775,480.0,17.39,1.3729,0.023036,0.035699,0.11666,0.068095,0.048569,0.145,480.0,17.39,1.7297,0.99
22,0.21,0.037112,0.051771,0.17713,0.099784,0.07735,0.06,480.0,1.7808,1.1816,0.031534,0.045189,0.15276,0.086844,0.065921,0.0775,480.0,1.7808,1.2912,0.022623,0.035117,0.11458,0.066897,0.047686,0.145,480.0,1.7808,1.6292,0.99
23,0.22,0.036608,0.051161,0.17489,0.098573,0.076316,0.06,480.0,1.7808,1.1867,0.031072,0.04461,0.15066,0.085691,0.064967,0.0775,480.0,1.7808,1.2929,0.02222,0.03455,0.1126,0.065759,0.046837,0.145,480.0,1.7808,1.6283,0.99
24,0.23,0.036109,0.050558,0.17267,0.097375,0.075292,0.06,480.0,1.7808,1.1888,0.030615,0.044037,0.14858,0.084552,0.064024,0.0775,480.0,1.7808,1.2957,0.021824,0.033992,0.11066,0.064651,0.046006,0.145,480.0,1.7808,1.6268,0.99
25,0.24,0.035613,0.049959,0.17047,0.096191,0.074277,0.06,480.0,1.7808,1.1926,0.030162,0.04347,0.14652,0.08343,0.063091,0.0775,480.0,1.7808,1.2994,0.021435,0.033444,0.10876,0.063569,0.04519,0.145,480.0,1.7808,1.6261,0.99
26,0.25,0.035121,0.049366,0.16829,0.095019,0.07327,0.06,480.0,1.7808,1.1972,0.029713,0.042908,0.14449,0.082323,0.062168,0.0775,480.0,1.7808,1.302,0.021051,0.032904,0.1069,0.06251,0.044388,0.145,480.0,1.7808,1.6296,0.99
27,0.26,0.034633,0.048777,0.16613,0.09386,0.072271,0.06,480.0,1.7808,1.2029,0.029268,0.042352,0.14248,0.08123,0.061254,0.0775,480.0,1.7808,1.307,0.020672,0.032372,0.10507,0.061471,0.043598,0.145,480.0,1.7808,1.6315,0.99
28,0.27,0.034148,0.048194,0.16399,0.092711,0.07128,0.06,480.0,1.7808,1.207,0.028827,0.041802,0.1405,0.080149,0.060349,0.0775,480.0,1.7808,1.311,0.020299,0.031848,0.10327,0.06045,0.042821,0.145,480.0,1.7808,1.6337,0.99
29,0.28,0.033667,0.047615,0.16187,0.091572,0.070297,0.06,480.0,1.7808,1.2113,0.02839,0.041256,0.13853,0.07908,0.059451,0.0775,480.0,1.7808,1.3161,0.019931,0.031331,0.1015,0.059447,0.042054,0.145,480.0,1.7808,1.6376,0.99
30,0.29,0.033189,0.04704,0.15976,0.090444,0.069321,0.06,480.0,1.7808,1.2167,0.027956,0.040716,0.13658,0.078022,0.058562,0.0775,480.0,1.7808,1.3218,0.019568,0.030822,0.09976,0.058461,0.041299,0.145,480.0,1.7808,1.6381,0.99
31,0.3,0.032714,0.04647,0.15768,0.089326,0.068351,0.06,480.0,1.7808,1.2219,0.027526,0.040181,0.13466,0.076976,0.057681,0.0775,480.0,1.7808,1.3262,0.01921,0.03032,0.098044,0.05749,0.040554,0.145,480.0,1.7808,1.6415,0.99
32,0.31,0.032242,0.045905,0.15561,0.088216,0.067389,0.06,480.0,1.7808,1.2268,0.0271,0.039651,0.13275,0.075939,0.056807,0.0775,480.0,1.7808,1.3315,0.018856,0.029826,0.096353,0.056534,0.039819,0.145,480.0,1.7808,1.6493,0.99
33,0.32,0.031774,0.045343,0.15355,0.087116,0.066433,0.06,480.0,1.7808,1.235,0.026676,0.039126,0.13085,0.074913,0.055941,0.0775,480.0,1.7808,1.3366,0.018506,0.029338,0.094687,0.055592,0.039094,0.145,480.0,1.7808,1.6507,0.99
34,0.33,0.031308,0.044786,0.15151,0.086025,0.065484,0.06,480.0,1.7808,1.2397,0.026256,0.038605,0.12898,0.073897,0.055081,0.0775,480.0,1.7808,1.3421,0.018161,0.028857,0.093043,0.054665,0.038378,0.145,480.0,1.7808,1.6589,0.99
35,0.34,0.030845,0.044233,0.14948,0.084942,0.064541,0.06,480.0,1.7808,1.2456,0.02584,0.038089,0.12712,0.072891,0.054228,0.0775,480.0,1.7808,1.3488,0.01782,0.028382,0.091422,0.05375,0.037672,0.145,480.0,1.7808,1.6613,0.99
36,0.35,0.030385,0.043685,0.14747,0.083867,0.063604,0.06,480.0,1.7808,1.2518,0.025426,0.037578,0.12528,0.071893,0.053382,0.0775,480.0,1.7808,1.3555,0.017483,0.027914,0.089823,0.052849,0.036974,0.145,480.0,1.7808,1.6675,0.99
37,0.36,0.029928,0.04314,0.14547,0.082801,0.062673,0.06,480.0,1.7808,1.2593,0.025015,0.037071,0.12345,0.070905,0.052542,0.0775,480.0,1.7808,1.3602,0.01715,0.027452,0.088245,0.051961,0.036285,0.145,480.0,1.7808,1.6725,0.99
38,0.37,0.029474,0.042599,0.14349,0.081742,0.061747,0.06,480.0,1.7808,1.2653,0.024608,0.036568,0.12163,0.069926,0.051709,0.0775,480.0,1.7808,1.3685,0.016821,0.026996,0.086689,0.051085,0.035604,0.145,480.0,1.7808,1.6789,0.99
39,0.38,0.029023,0.042062,0.14152,0.080691,0.060828,0.06,480.0,1.7808,1.2714,0.024203,0.03607,0.11984,0.068955,0.050883,0.0775,480.0,1.7808,1.3765,0.016496,0.026546,0.085151,0.05022,0.034931,0.145,480.0,1.7808,1.6851,0.99
40,0.39,0.028574,0.041529,0.13956,0.079648,0.059915,0.06,480.0,1.7808,1.2795,0.023801,0.035576,0.11805,0.067992,0.050062,0.0775,480.0,1.7808,1.3862,0.016174,0.026103,0.083634,0.049367,0.034267,0.145,480.0,1.7808,1.6895,0.99
41,0.4,0.028128,0.041,0.13762,0.078613,0.059007,0.06,480.0,1.7808,1.2865,0.023402,0.035087,0.11629,0.067038,0.049247,0.0775,480.0,1.7808,1.3916,0.015857,0.025665,0.082136,0.048526,0.03361,0.145,480.0,1.7808,1.697,0.99
42,0.41,0.027684,0.040474,0.13569,0.077584,0.058104,0.06,480.0,1.7808,1.2931,0.023006,0.034601,0.11453,0.066093,0.048438,0.0775,480.0,1.7808,1.3974,0.015542,0.025232,0.080657,0.047696,0.032961,0.145,480.0,1.7808,1.7007,0.99
43,0.42,0.027243,0.039953,0.13377,0.076563,0.057207,0.06,480.0,1.7808,1.3029,0.022613,0.03412,0.11279,0.065155,0.047635,0.0775,480.0,1.7808,1.4031,0.015231,0.024806,0.079196,0.046877,0.032319,0.145,480.0,1.7808,1.7092,0.99
44,0.43,0.026804,0.039434,0.13186,0.075549,0.056315,0.06,480.0,1.7808,1.311,0.022222,0.033642,0.11106,0.064224,0.046838,0.0775,480.0,1.7808,1.4154,0.014924,0.024385,0.077752,0.046068,0.031684,0.145,480.0,1.7808,1.7173,0.99
