,depths,Eu_480.0,Ed_480.0,Eo_480.0,a_480.0,b_480.0,bb_480.0,Eu_540.0,Ed_540.0,Eo_540.0,a_540.0,b_540.0,bb_540.0,Eu_600.0,Ed_600.0,Eo_600.0,a_600.0,b_600.0,bb_600.0
0,0.0,0.10881,0.11663,0.42528,480.0,480.0,480.0,0.099042,0.10758,0.38985,540.0,540.0,540.0,0.088702,0.098604,0.35351,600.0,600.0,600.0
1,0.0,0.2143,0.22204,0.90699,0.043,500.0,87.945,0.19506,0.20351,0.8276,0.066613,500.0,87.945,0.17466,0.18449,0.74439,0.11822,500.0,87.945
2,0.01,0.20036,0.20773,0.81606,0.043,500.0,87.945,0.18043,0.18837,0.73747,0.066613,500.0,87.945,0.15856,0.16758,0.6521,0.11822,500.0,87.945
3,0.02,0.18881,0.19584,0.76927,0.043,500.0,87.945,0.16812,0.17559,0.68739,0.066613,500.0,87.945,0.14484,0.15313,0.59585,0.11822,500.0,87.945
4,0.03,0.17776,0.18447,0.72446,0.043,500.0,87.945,0.15652,0.16355,0.64012,0.066613,500.0,87.945,0.13222,0.13983,0.54402,0.11822,500.0,87.945
5,0.04,0.16721,0.17362,0.68167,0.043,500.0,87.945,0.1456,0.15222,0.59562,0.066613,500.0,87.945,0.12061,0.12761,0.49638,0.11822,500.0,87.945
6,0.05,0.15714,0.16326,0.64079,0.043,500.0,87.945,0.13532,0.14155,0.55371,0.066613,500.0,87.945,0.10994,0.11638,0.45257,0.11822,500.0,87.945
7,0.06,0.1475,0.15336,0.6017,0.043,500.0,87.945,0.12562,0.1315,0.5142,0.066613,500.0,87.945,0.10011,0.10604,0.41225,0.11822,500.0,87.945
8,0.07,0.13827,0.14388,0.5643,0.043,500.0,87.945,0.11646,0.12202,0.47693,0.066613,500.0,87.945,0.09106,0.096524,0.37511,0.11822,500.0,87.945
9,0.08,0.12944,0.13481,0.52848,0.043,500.0,87.945,0.10782,0.11306,0.44173,0.066613,500.0,87.945,0.082708,0.08775,0.34087,0.11822,500.0,87.945
10,0.09,0.12096,0.12612,0.49415,0.043,500.0,87.945,0.099636,0.1046,0.40844,0.066613,500.0,87.945,0.074995,0.079653,0.30925,0.11822,500.0,87.945
11,0.1,0.11283,0.11778,0.4612,0.043,500.0,87.945,0.091889,0.09659,0.37693,0.066613,500.0,87.945,0.06786,0.07217,0.28002,0.11822,500.0,87.945
12,0.11,0.10501,0.10977,0.42954,0.043,500.0,87.945,0.08454,0.089001,0.34706,0.066613,500.0,87.945,0.061248,0.065243,0.25294,0.11822,500.0,87.945
13,0.12,0.09748,0.10206,0.39908,0.043,500.0,87.945,0.077559,0.081798,0.31869,0.066613,500.0,87.945,0.055108,0.05882,0.22782,0.11822,500.0,87.945
14,0.13,0.090228,0.094645,0.36974,0.043,500.0,87.945,0.070914,0.074951,0.29171,0.066613,500.0,87.945,0.049394,0.05285,0.20446,0.11822,500.0,87.945
15,0.14,0.083228,0.087492,0.34144,0.043,500.0,87.945,0.064578,0.068429,0.266,0.066613,500.0,87.945,0.04406,0.047288,0.18267,0.11822,500.0,87.945
16,0.15,0.076462,0.080585,0.31409,0.043,500.0,87.945,0.058522,0.062204,0.24144,0.066613,500.0,87.945,0.039067,0.042091,0.16229,0.11822,500.0,87.945
17,0.16,0.06991,0.073904,0.28762,0.043,500.0,87.945,0.05272,0.05625,0.21793,0.066613,500.0,87.945,0.034374,0.037218,0.14316,0.11822,500.0,87.945
