,depths,Eu_480.0,Ed_480.0,Eo_480.0,a_480.0,b_480.0,bb_480.0,Eu_540.0,Ed_540.0,Eo_540.0,a_540.0,b_540.0,bb_540.0,Eu_600.0,Ed_600.0,Eo_600.0,a_600.0,b_600.0,bb_600.0
0,0.0,0.10893,0.11663,0.42551,480.0,480.0,480.0,0.099166,0.10758,0.39008,540.0,540.0,540.0,0.088835,0.098604,0.35376,600.0,600.0,600.0
1,0.0,0.21454,0.22216,0.90766,0.043,500.0,86.685,0.1953,0.20363,0.82828,0.066613,500.0,86.685,0.17492,0.18462,0.74514,0.11822,500.0,86.685
2,0.01,0.20045,0.2077,0.81616,0.043,500.0,86.685,0.1805,0.18832,0.7375,0.066613,500.0,86.685,0.15861,0.1675,0.65203,0.11822,500.0,86.685
3,0.02,0.18877,0.19568,0.76885,0.043,500.0,86.685,0.16805,0.1754,0.68682,0.066613,500.0,86.685,0.14472,0.15288,0.59508,0.11822,500.0,86.685
4,0.03,0.17762,0.18421,0.7236,0.043,500.0,86.685,0.15633,0.16324,0.63908,0.066613,500.0,86.685,0.13196,0.13945,0.54271,0.11822,500.0,86.685
5,0.04,0.16698,0.17327,0.68043,0.043,500.0,86.685,0.14531,0.15181,0.59418,0.066613,500.0,86.685,0.12025,0.12712,0.49463,0.11822,500.0,86.685
6,0.05,0.15682,0.16282,0.63923,0.043,500.0,86.685,0.13494,0.14106,0.55193,0.066613,500.0,86.685,0.10949,0.1158,0.45049,0.11822,500.0,86.685
7,0.06,0.14711,0.15285,0.59987,0.043,500.0,86.685,0.12517,0.13093,0.51215,0.066613,500.0,86.685,0.099596,0.1054,0.40991,0.11822,500.0,86.685
8,0.07,0.13782,0.14331,0.56223,0.043,500.0,86.685,0.11596,0.12139,0.47465,0.066613,500.0,86.685,0.090492,0.095834,0.37258,0.11822,500.0,86.685
9,0.08,0.12893,0.13419,0.52621,0.043,500.0,86.685,0.10727,0.1124,0.43927,0.066613,500.0,86.685,0.082107,0.087028,0.3382,0.11822,500.0,86.685
10,0.09,0.12042,0.12546,0.49171,0.043,500.0,86.685,0.099053,0.1039,0.40586,0.066613,500.0,86.685,0.074371,0.078913,0.30651,0.11822,500.0,86.685
11,0.1,0.11225,0.11708,0.45863,0.043,500.0,86.685,0.09128,0.095868,0.37425,0.066613,500.0,86.685,0.067226,0.071422,0.27724,0.11822,500.0,86.685
12,0.11,0.1044,0.10905,0.42686,0.043,500.0,86.685,0.083915,0.088263,0.34432,0.066613,500.0,86.685,0.060613,0.064498,0.25017,0.11822,500.0,86.685
